N	2gram	Voloshinov_1	Problema
1	и в	16	44
2	и не	4	35
3	не есть	2	35
4	может быть	17	28
5	то что	3	23
6	в том	3	21
7	только в	4	19
8	в этом	9	17
9	для нас	2	16
10	сказать что	7	16
11	если мы	2	16
12	и даже	4	14
13	не только	7	14
14	то же	2	13
15	но в	4	12
16	том что	3	12
17	не менее	2	10
18	но и	4	10
19	отнюдь не	4	10
20	как и	2	10
21	так и	4	10
22	в нем	4	9
23	и с	8	9
24	как бы	5	9
25	так как	4	9
26	что он	2	9
27	в его	4	9
28	что и	2	9
29	во всяком	3	9
30	и это	6	9
31	таким образом	9	9
32	что в	3	8
33	только и	2	8
34	ни в	5	8
35	что мы	2	8
36	но это	2	8
37	было бы	2	8
38	он не	2	8
39	как мы	4	8
40	и вообще	2	8
41	не может	8	7
42	все эти	5	7
43	с ним	2	7
44	и потому	3	7
45	на самом	4	7
46	мы не	2	7
47	никогда не	2	6
48	для этого	2	6
49	можно сказать	4	6
50	всяком случае	3	6
51	другими словами	2	6
52	жизни и	3	6
53	и только	9	6
54	и к	6	6
55	о том	2	6
56	мы можем	9	6
57	крайней мере	3	5
58	и есть	3	5
59	все это	4	5
60	а в	3	5
61	точки зрения	8	5
62	по крайней	3	5
63	еще не	5	5
64	за пределы	2	5
65	и о	2	5
66	в своей	2	5
67	так же	2	5
68	только на	3	5
69	и его	8	5
70	едва ли	3	5
71	при этом	6	4
72	и притом	3	4
73	совершенно не	8	4
74	но как	2	4
75	об его	2	4
76	на первый	2	4
77	мы уже	2	4
78	в чем	5	4
79	в каком	2	4
80	же как	2	3
81	что это	2	3
82	прежде всего	9	3
83	ни было	2	3
84	и как	3	3
85	в этой	4	3
86	для него	6	3
87	в самом	2	3
88	и значение	3	3
89	образов и	2	3
90	отношения к	3	3
91	чем не	3	3
92	с этой	2	3
93	может иметь	2	3
94	его в	4	3
95	говорить о	2	3
96	но оно	3	3
97	во всей	2	3
98	и все	4	3
99	самом деле	6	3
100	что такое	5	3
101	хотя бы	4	3
102	с другими	3	3
103	и ее	4	3
104	есть в	2	3
105	в частности	2	2
106	в этих	3	2
107	того же	2	2
108	до сих	3	2
109	совсем не	2	2
110	между собою	2	2
111	с ее	4	2
112	за счет	2	2
113	что оно	2	2
114	и по	2	2
115	в основе	3	2
116	с этим	2	2
117	в начале	2	2
118	только то	2	2
119	как это	3	2
120	поэтому и	2	2
121	а может	2	2
122	с нею	2	2
123	по своему	2	2
124	есть и	2	2
125	с их	3	2
126	и может	4	2
127	во всех	3	2
128	по сравнению	3	2
129	вместе с	3	2
130	сих пор	3	2
131	даже не	3	2
132	и для	2	2
133	с точки	6	2
134	да еще	2	2
135	могут быть	3	2
136	сравнению с	3	2
