N	2gram	Bakhtin_Fr_8	Problema
1	то есть	24	46
2	в его	18	43
3	и не	9	42
4	и в	56	38
5	не может	2	27
6	может быть	3	26
7	как бы	11	22
8	и с	8	17
9	и его	12	16
10	в нем	8	15
11	в этом	14	15
12	прежде всего	6	13
13	только в	9	13
14	за пределы	4	12
15	но не	5	12
16	ни в	2	11
17	во всех	8	11
18	и для	2	11
19	в области	5	11
20	к нему	2	10
21	в их	3	10
22	таким образом	17	10
23	но и	9	9
24	его в	2	9
25	не только	8	9
26	в том	13	8
27	и как	2	8
28	и др	8	8
29	точки зрения	6	8
30	было бы	2	8
31	то что	3	8
32	что в	5	7
33	с другой	2	7
34	с помощью	3	7
35	не в	3	7
36	как форма	3	7
37	в самом	9	7
38	между тем	3	7
39	отметить что	2	7
40	как и	5	7
41	еще не	10	7
42	в своей	2	7
43	как мы	7	7
44	в пределах	5	6
45	и наконец	3	6
46	а в	2	6
47	все же	2	6
48	самом деле	2	6
49	с точки	2	6
50	там где	3	6
51	то же	11	5
52	все они	6	5
53	в своем	3	5
54	это не	2	5
55	при этом	4	5
56	никогда не	5	5
57	все эти	15	5
58	рядом с	3	5
59	в основе	4	5
60	далеко не	2	5
61	с ним	2	5
62	в них	11	5
63	конечно не	4	5
64	и о	3	5
65	в большинстве	7	5
66	так и	13	5
67	не на	3	5
68	большинстве случаев	6	5
69	а не	2	5
70	в нашем	2	4
71	на самом	2	4
72	чтобы стать	2	4
73	в ней	4	4
74	другой стороны	2	4
75	данном случае	2	4
76	в форме	3	4
77	в других	2	4
78	от всех	2	4
79	конечно и	3	4
80	сказать что	3	4
81	в то	12	4
82	о том	4	4
83	и потому	4	4
84	к которому	3	4
85	но в	6	4
86	в ее	6	4
87	в романе	21	4
88	между ними	2	4
89	в данном	2	4
90	более того	3	4
91	в себе	4	4
92	то ни	2	3
93	его как	2	3
94	но это	2	3
95	же время	10	3
96	кроме того	3	3
97	одной стороны	2	3
98	несмотря на	2	3
99	например в	4	3
100	хотя и	2	3
101	связи и	3	3
102	точка зрения	2	3
103	все это	8	3
104	с одной	4	3
105	на них	3	3
106	они не	5	3
107	и даже	8	3
108	и на	7	3
109	языка в	2	3
110	также и	2	3
111	ни было	2	3
112	если бы	2	3
113	и все	6	3
114	и к	4	3
115	том что	8	3
116	бы то	2	3
117	действительности и	2	3
118	одной из	3	3
119	он не	5	3
120	значение имеет	2	3
121	связь с	3	3
122	но с	2	3
123	культуры и	2	3
124	в мире	2	3
125	в слове	2	3
126	слова и	3	3
127	в едином	3	2
128	и другие	5	2
129	в частности	7	2
130	в этих	11	2
131	что все	4	2
132	первый план	2	2
133	для понимания	2	2
134	переходим к	4	2
135	можно сказать	2	2
136	узком смысле	2	2
137	связаны с	6	2
138	в значительной	2	2
139	что это	4	2
140	события и	2	2
141	нем и	2	2
142	той или	2	2
143	в котором	2	2
144	здесь нет	3	2
145	ни с	5	2
146	лишь там	2	2
147	как к	2	2
148	в связи	3	2
149	в особенности	4	2
150	не было	5	2
151	и других	4	2
152	форм и	4	2
153	носит чисто	2	2
154	здесь мы	3	2
155	и отдельных	2	2
156	и те	2	2
157	и здесь	3	2
158	в своих	4	2
159	к его	3	2
160	во всем	4	2
161	события так	2	2
162	и которые	4	2
163	с его	5	2
164	и более	4	2
165	их и	2	2
166	и во	2	2
167	к этому	2	2
168	вовсе не	6	2
169	что он	2	2
170	этот момент	2	2
171	и при	2	2
172	связи с	6	2
173	одна из	4	2
174	здесь в	3	2
175	в некоторых	3	2
176	что и	3	2
177	и тела	2	2
178	язык в	4	2
179	того чтобы	4	2
180	для того	2	2
181	из которых	2	2
182	и эта	2	2
183	на мир	2	2
184	в виде	2	2
185	и ее	4	2
186	в другом	3	2
187	в таких	3	2
188	др в	2	2
189	дело в	2	2
190	не могли	2	2
