N	2gram	Propp_Isto_2	Marksizm
1	может быть	17	28
2	и пр	7	25
3	и в	15	19
4	как бы	6	19
5	и не	11	19
6	не может	5	18
7	то же	10	16
8	и его	3	16
9	в этом	11	15
10	таким образом	7	14
11	в сущности	2	14
12	так сказать	2	14
13	не только	18	13
14	связи с	8	13
15	в нем	7	11
16	не в	7	10
17	но и	14	10
18	том что	7	10
19	так и	5	10
20	при этом	4	9
21	как и	2	9
22	самом деле	2	9
23	а не	5	9
24	слова в	2	8
25	по отношению	3	8
26	отношению к	3	8
27	только в	6	8
28	никогда не	15	7
29	в связи	5	7
30	в том	6	7
31	его в	10	7
32	но в	6	7
33	и более	2	7
34	прежде всего	5	7
35	одна из	2	7
36	на самом	2	7
37	и для	2	7
38	к тому	5	6
39	ни в	2	6
40	того чтобы	2	6
41	мы уже	6	6
42	во всех	2	6
43	хотя бы	2	6
44	мы можем	8	6
45	самого начала	2	5
46	является не	2	5
47	к нему	5	5
48	на этой	2	5
49	в их	3	5
50	так же	13	5
51	и на	4	5
52	и здесь	9	5
53	в его	6	5
54	все же	9	5
55	с самого	2	5
56	это не	2	4
57	на то	3	4
58	по мере	3	4
59	то что	12	4
60	мы видели	2	4
61	и их	2	4
62	того что	3	4
63	с ними	2	4
64	сказать что	2	4
65	в русском	2	4
66	смысле этого	2	4
67	что он	24	4
68	было бы	5	4
69	в основном	2	4
70	связь с	4	4
71	и ее	2	4
72	в себе	4	4
73	ничего не	7	4
74	перед нами	2	3
75	в этих	11	3
76	с другой	2	3
77	да и	2	3
78	здесь мы	3	3
79	в этой	4	3
80	одной стороны	3	3
81	в ней	4	3
82	в котором	5	3
83	его и	4	3
84	а в	12	3
85	с этим	5	3
86	с одной	4	3
87	все эти	4	3
88	в другом	9	3
89	не было	2	3
90	его из	2	3
91	о том	3	3
92	так как	14	3
93	в качестве	3	3
94	до сих	6	3
95	еще не	9	3
96	одной из	4	3
97	он не	8	3
98	что и	6	3
99	той же	2	3
100	с другими	2	3
101	и то	2	3
102	могут быть	2	3
103	и это	3	3
104	сих пор	7	3
105	связана с	6	2
106	уже в	2	2
107	формы этой	2	2
108	что в	12	2
109	что это	6	2
110	в одной	4	2
111	иное как	2	2
112	не знает	2	2
113	вопрос о	4	2
114	в тех	2	2
115	мы знаем	11	2
116	он был	3	2
117	тому же	2	2
118	что они	10	2
119	мы здесь	6	2
120	другими словами	4	2
121	в особенности	2	2
122	именно в	2	2
123	они не	4	2
124	в системе	2	2
125	нам важно	2	2
126	и с	4	2
127	он и	3	2
128	но они	4	2
129	но по	3	2
130	у него	4	2
131	уже знаем	3	2
132	в жизни	2	2
133	но не	2	2
134	здесь в	2	2
135	мы увидим	8	2
136	свет на	3	2
137	и именно	2	2
138	приводит к	2	2
139	а с	2	2
140	чтобы понять	2	2
141	мы не	3	2
142	или в	2	2
143	то мы	2	2
144	тем что	4	2
145	перейдем к	2	2
146	только с	2	2
147	из него	2	2
148	вместе с	7	2
