N	2gram	Propp_Isto_7	Hudozhes
1	в качестве	3	19
2	и не	4	16
3	в том	7	15
4	и в	24	15
5	не только	21	15
6	может быть	14	13
7	тогда как	3	13
8	при этом	4	12
9	а в	10	12
10	и его	3	12
11	но не	6	11
12	в этом	12	11
13	представляет собой	4	10
14	как бы	4	10
15	но и	11	10
16	так и	5	10
17	то же	8	10
18	а не	8	10
19	точки зрения	4	9
20	своего рода	4	8
21	с другой	9	7
22	в то	2	7
23	но в	5	7
24	в основе	2	6
25	с его	3	6
26	что в	13	6
27	в ее	2	6
28	том что	10	6
29	не в	9	6
30	отношение к	5	6
31	не может	14	6
32	ни в	2	5
33	только в	6	5
34	в самом	2	5
35	того что	6	5
36	в нем	6	5
37	то что	7	5
38	другой стороны	8	5
39	в их	4	5
40	уже не	2	5
41	героя и	5	5
42	в этих	13	4
43	не столько	3	4
44	прежде всего	2	4
45	еще не	8	4
46	например в	3	4
47	хотя и	3	4
48	он не	6	4
49	и тем	2	4
50	со стороны	2	4
51	в форме	2	4
52	сказать что	2	4
53	мы имеем	12	4
54	как это	2	4
55	не менее	5	3
56	это не	10	3
57	что он	21	3
58	тем не	4	3
59	того же	2	3
60	со своей	2	3
61	к нему	7	3
62	не будет	2	3
63	так в	4	3
64	таким образом	7	3
65	как и	6	3
66	и что	10	3
67	не случайно	3	3
68	потому что	9	3
69	но он	2	3
70	и ее	2	3
71	в данном	4	3
72	в русской	5	3
73	его в	3	3
74	герой не	3	3
75	в которой	2	3
76	способность к	2	2
77	тому что	2	2
78	в них	3	2
79	превращается в	3	2
80	или даже	2	2
81	вовсе не	4	2
82	в литературе	2	2
83	только о	2	2
84	об этом	6	2
85	тем более	2	2
86	одна из	7	2
87	рассказ о	2	2
88	одной стороны	5	2
89	во всех	7	2
90	и о	2	2
91	одной из	4	2
92	не вполне	3	2
93	не все	3	2
94	и др	2	2
95	дело не	5	2
96	как в	12	2
97	а именно	6	2
98	вытекает из	2	2
99	здесь не	2	2
100	с одной	5	2
101	все эти	2	2
102	и по	3	2
103	или в	8	2
104	так же	6	2
105	право на	5	2
106	с ним	5	2
107	в иной	2	2
108	от всех	2	2
109	и на	2	2
110	в силу	2	2
111	у него	10	2
112	о том	9	2
113	еще один	2	2
114	и это	2	2
115	в чем	5	2
