N	2gram	Losev_Prob_5	Marksizm
1	точки зрения	10	34
2	может быть	7	26
3	и не	12	26
4	не может	5	24
5	с точки	8	20
6	и в	30	19
7	и его	6	19
8	таким образом	13	17
9	в этом	17	16
10	как бы	6	15
11	прежде всего	6	13
12	как мы	2	13
13	как и	7	12
14	так и	7	11
15	и для	6	11
16	связи с	7	11
17	в самом	5	10
18	в нем	6	10
19	самом деле	2	10
20	в результате	7	9
21	только в	9	9
22	при этом	4	8
23	бы то	2	8
24	но и	13	8
25	то ни	2	8
26	до сих	2	8
27	не только	18	8
28	все же	9	8
29	то что	18	8
30	сих пор	2	8
31	в связи	7	7
32	все эти	2	7
33	так же	5	7
34	но в	9	7
35	в ее	3	7
36	то же	2	7
37	а не	5	7
38	с помощью	2	6
39	в смысле	4	6
40	в том	12	6
41	кроме того	2	6
42	в науке	2	6
43	в настоящее	3	6
44	другой стороны	6	6
45	настоящее время	3	6
46	отнюдь не	4	6
47	того же	4	6
48	в его	12	6
49	мы не	2	6
50	ничего не	2	6
51	с другой	6	5
52	в конце	8	5
53	именно в	3	5
54	не в	7	5
55	конечно не	2	5
56	в начале	3	5
57	и все	9	5
58	к этому	2	5
59	вовсе не	8	5
60	того чтобы	2	5
61	хотя бы	2	5
62	во всяком	2	5
63	ясно что	4	5
64	что в	5	4
65	не менее	5	4
66	в отношении	3	4
67	в ней	3	4
68	а в	6	4
69	и на	6	4
70	тот же	3	4
71	сказать что	9	4
72	жизни в	4	4
73	по себе	2	4
74	еще не	3	4
75	было бы	4	4
76	не будет	2	4
77	как в	2	4
78	для того	3	4
79	в данном	2	4
80	далеко не	4	4
81	в какой	2	3
82	здесь в	2	3
83	можно сказать	6	3
84	в целях	2	3
85	и как	6	3
86	в дальнейшем	7	3
87	в котором	2	3
88	из них	2	3
89	по отношению	2	3
90	конце концов	6	3
91	того что	3	3
92	между тем	2	3
93	в то	4	3
94	его в	6	3
95	не могут	2	3
96	и к	4	3
97	том что	17	3
98	он не	3	3
99	в своей	22	3
100	но все	4	3
101	в которой	5	3
102	в области	2	3
103	том числе	2	2
104	в частности	4	2
105	никогда не	7	2
106	в своем	11	2
107	или к	2	2
108	уже у	6	2
109	тем не	5	2
110	все в	3	2
111	ни в	4	2
112	в свою	2	2
113	в новое	3	2
114	но для	2	2
115	и является	2	2
116	в виду	3	2
117	всяком случае	2	2
118	жизни и	2	2
119	в первой	2	2
120	и их	5	2
121	и только	2	2
122	точке зрения	2	2
123	не просто	5	2
124	именно на	2	2
125	во втором	2	2
126	и даже	14	2
127	можно было	2	2
128	с этой	2	2
129	в одной	2	2
130	о том	12	2
131	этом смысле	3	2
132	так как	6	2
133	и с	5	2
134	от этого	3	2
135	нет никакой	3	2
136	и более	2	2
137	для них	3	2
138	нового времени	4	2
139	если он	2	2
140	что он	7	2
141	в себе	4	2
142	у нас	7	2
143	в качестве	4	2
144	к тому	2	2
145	не все	2	2
146	что и	6	2
147	отношению к	2	2
148	и речи	2	2
149	и сама	2	2
150	как раз	5	2
151	на стадии	2	2
152	что не	2	2
153	мира и	2	2
154	и он	4	2
155	в таком	2	2
156	или в	4	2
157	мы можем	5	2
158	тем что	2	2
159	в другом	3	2
160	и вообще	9	2
161	в русской	3	2
162	таком случае	2	2
163	из этого	4	2
164	в чем	2	2
165	как с	2	2
