N	2gram	Vinokur_Ku_3	FransuaR
1	и в	23	40
2	прежде всего	9	16
3	в этом	16	15
4	не только	17	13
5	и не	10	13
6	в его	11	13
7	что в	13	12
8	вовсе не	5	12
9	как и	5	11
10	но и	3	11
11	таким образом	9	10
12	как мы	5	10
13	в сущности	4	9
14	может быть	14	9
15	он не	3	9
16	отношение к	3	8
17	в том	22	8
18	все эти	7	8
19	и с	3	8
20	той же	3	8
21	но в	2	8
22	в своем	4	7
23	в одном	2	7
24	то же	6	7
25	в виду	8	7
26	в этих	2	6
27	в самом	13	6
28	в своей	4	6
29	в той	4	6
30	связи с	6	6
31	в то	3	6
32	как раз	4	5
33	вернемся к	2	5
34	то что	4	5
35	в связи	5	5
36	не было	4	5
37	те же	7	5
38	а не	11	5
39	так сказать	2	5
40	в особенности	2	5
41	в нашем	7	4
42	xix века	3	4
43	у нас	10	4
44	том что	11	4
45	смысле слова	2	4
46	до сих	8	4
47	было бы	16	4
48	в ней	3	4
49	а также	4	4
50	ни в	3	4
51	один из	4	4
52	сих пор	8	4
53	в их	6	4
54	все это	2	4
55	так в	2	4
56	еще более	2	4
57	о том	6	4
58	и о	4	4
59	в данном	7	4
60	того чтобы	11	4
61	также и	5	4
62	и здесь	2	4
63	так как	9	4
64	в области	14	4
65	том числе	2	3
66	только для	2	3
67	если бы	8	3
68	в частности	2	3
69	и к	3	3
70	в ее	4	3
71	мы видели	3	3
72	но это	5	3
73	для этого	6	3
74	кроме того	2	3
75	еще не	9	3
76	и есть	5	3
77	никак не	2	3
78	как бы	5	3
79	в таких	2	3
80	что и	6	3
81	вместе с	2	3
82	дело не	2	3
83	так и	6	3
84	как в	4	3
85	по отношению	3	3
86	не может	6	3
87	а в	5	3
88	на самом	3	3
89	там где	3	3
90	мы находим	3	3
91	самом деле	14	3
92	слово в	3	3
93	для того	12	3
94	и как	2	3
95	не так	3	3
96	но все	2	3
97	можно было	11	3
98	связь между	3	3
99	сказать что	7	3
100	между тем	4	3
101	тем что	5	3
102	при этом	6	3
103	в отличие	2	3
104	они не	3	3
105	только в	6	3
106	на протяжении	2	3
107	не понимает	3	3
108	в свете	2	3
109	здесь не	2	3
110	отличие от	2	3
111	слова в	4	2
112	не менее	12	2
113	уже в	3	2
114	еще и	2	2
115	о чем	2	2
116	хотя бы	9	2
117	с другой	7	2
118	это не	3	2
119	из этих	5	2
120	это в	2	2
121	в условиях	2	2
122	быть в	2	2
123	что он	6	2
124	и вот	3	2
125	или иной	7	2
126	можно сказать	2	2
127	все же	5	2
128	это и	3	2
129	в дальнейшем	2	2
130	на этом	2	2
131	но не	3	2
132	конечно не	2	2
133	в большей	2	2
134	и если	2	2
135	от языка	2	2
136	по преимуществу	3	2
137	той или	5	2
138	в котором	2	2
139	и такие	2	2
140	слова и	7	2
141	отношению к	2	2
142	в целом	4	2
143	своего рода	2	2
144	в корне	2	2
145	данном случае	4	2
146	в нашей	4	2
147	в языке	7	2
148	именно в	3	2
149	с помощью	6	2
150	лишь в	8	2
151	тем же	2	2
152	это самое	2	2
153	нас в	3	2
154	потому что	12	2
155	он в	2	2
156	точки зрения	23	2
157	но как	3	2
158	далеко не	5	2
159	этого слова	4	2
160	как он	2	2
161	язык и	2	2
162	того же	4	2
163	по адресу	2	2
164	мы не	3	2
165	как о	3	2
166	имеет в	2	2
