N	2gram	Vygotskiy__1	RusskieA
1	и в	23	29
2	что в	14	22
3	том что	21	22
4	в том	24	22
5	как бы	11	18
6	может быть	14	13
7	так как	7	13
8	как и	14	11
9	в этом	17	11
10	все это	6	10
11	и с	9	10
12	не только	16	10
13	о том	6	9
14	а в	2	9
15	показывает что	3	8
16	но и	14	8
17	ее в	2	8
18	мы видели	2	7
19	данном случае	2	7
20	как в	4	7
21	представляют собой	2	7
22	с тем	7	6
23	мы не	7	6
24	для того	15	6
25	вместе с	9	6
26	таким образом	26	6
27	при этом	4	6
28	того чтобы	17	6
29	и на	8	6
30	в данном	2	6
31	на нее	2	6
32	представление о	2	5
33	потому что	6	5
34	к этому	4	5
35	то что	17	5
36	и что	5	5
37	но не	4	5
38	с ней	2	5
39	для этого	5	5
40	не может	12	5
41	но в	5	5
42	именно в	6	4
43	о чем	2	4
44	в них	2	4
45	и все	5	4
46	тогда когда	3	4
47	вопрос о	7	4
48	а затем	5	4
49	уже не	2	4
50	по существу	4	4
51	не в	4	4
52	же как	6	4
53	том же	2	4
54	так же	16	4
55	то и	3	4
56	то же	8	4
57	а не	3	4
58	в которых	3	4
59	их в	4	4
60	в виде	2	4
61	как это	2	4
62	на этом	2	3
63	тем что	6	3
64	по всей	2	3
65	в этих	2	3
66	в качестве	9	3
67	и других	3	3
68	и от	3	3
69	главным образом	2	3
70	на первый	2	3
71	в ее	2	3
72	она не	3	3
73	того что	15	3
74	было бы	4	3
75	нас к	8	3
76	что она	4	3
77	в котором	4	3
78	с другими	2	3
79	не имеет	2	3
80	во всех	3	3
81	в природе	3	3
82	только тогда	2	3
83	в свете	4	3
84	под именем	2	3
85	что для	5	3
86	все эти	4	3
87	или даже	2	3
88	как мы	5	3
89	между тем	9	3
90	в этой	7	3
91	что это	3	3
92	начиная с	2	2
93	с этой	6	2
94	связь между	6	2
95	связи с	3	2
96	об этом	3	2
97	могут быть	3	2
98	никогда не	2	2
99	между собой	5	2
100	с другой	10	2
101	в стороне	2	2
102	не столько	4	2
103	из этих	3	2
104	прежде всего	10	2
105	как уже	7	2
106	рассматривается как	2	2
107	что с	2	2
108	и как	5	2
109	приводит нас	2	2
110	и при	2	2
111	то время	5	2
112	связано с	2	2
113	из основных	3	2
114	одной стороны	9	2
115	и пр	2	2
116	из этого	5	2
117	с развитием	2	2
118	он показывает	2	2
119	один из	2	2
120	должен быть	4	2
121	на две	3	2
122	не с	2	2
123	все же	3	2
124	в своей	4	2
125	не к	2	2
126	том чтобы	3	2
127	в их	3	2
128	того как	2	2
129	а с	4	2
130	должны были	3	2
131	с одной	8	2
132	в течение	2	2
133	там где	2	2
134	этот вопрос	3	2
135	ее на	4	2
136	тем и	3	2
137	из которых	3	2
138	должно быть	2	2
139	можно было	3	2
140	воздействовать на	2	2
141	в своих	5	2
142	и то	3	2
143	одно из	2	2
144	с этим	6	2
145	полагает что	3	2
146	и ее	7	2
147	во всем	3	2
148	в то	7	2
149	представляет собой	11	2
150	но вместе	4	2
151	заметить что	2	2
152	в которой	3	2
