N	2gram	Bakhtin_Pr_3	Vladivir
1	и в	34	40
2	то что	11	28
3	и не	29	25
4	не только	10	25
5	у него	4	24
6	но и	12	18
7	в том	3	18
8	том что	3	18
9	что в	7	17
10	в этом	16	16
11	так что	5	14
12	в его	22	14
13	не может	19	14
14	точки зрения	8	13
15	вовсе не	11	13
16	в виде	4	13
17	только в	6	13
18	сказать что	2	12
19	даже и	4	12
20	в конце	5	12
21	никогда не	8	11
22	таким образом	5	11
23	потому что	12	11
24	о том	2	11
25	прежде всего	15	10
26	тем не	2	10
27	ни в	4	10
28	и потому	2	10
29	как раз	4	10
30	и его	16	10
31	не менее	3	9
32	что это	5	9
33	уже не	2	9
34	есть только	3	9
35	и с	15	9
36	и то	3	9
37	в своей	3	9
38	что же	8	9
39	в себе	6	9
40	в своем	2	8
41	для него	13	8
42	может быть	19	8
43	так же	8	8
44	и что	5	8
45	раз и	3	8
46	он не	15	8
47	как мы	7	8
48	а не	9	8
49	что все	4	7
50	к тому	5	7
51	и как	3	7
52	и если	2	7
53	хотя и	3	7
54	а в	5	7
55	так как	4	7
56	с тем	5	7
57	того что	5	7
58	в то	12	7
59	что и	5	7
60	вместе с	4	7
61	как и	18	7
62	да и	4	6
63	и даже	7	6
64	не мог	5	6
65	и на	6	6
66	и от	5	6
67	по себе	3	6
68	то в	2	6
69	во всем	3	6
70	так и	6	6
71	если не	3	6
72	хотя бы	5	6
73	с точки	4	6
74	но это	4	6
75	и это	4	6
76	с другой	4	5
77	тому же	2	5
78	совсем не	3	5
79	должно быть	3	5
80	в отношении	9	5
81	не было	2	5
82	все эти	4	5
83	в ней	3	5
84	отнюдь не	2	5
85	в одном	5	5
86	что он	23	5
87	мы уже	6	5
88	еще в	3	5
89	для себя	6	5
90	только на	4	5
91	конце концов	3	5
92	тем что	4	5
93	ничего не	4	5
94	тому что	2	4
95	вопрос о	2	4
96	такой же	3	4
97	в глаза	3	4
98	до конца	3	4
99	мог бы	2	4
100	в самом	8	4
101	в котором	3	4
102	бы и	4	4
103	мы должны	5	4
104	и все	19	4
105	не с	2	4
106	оно должно	2	4
107	но не	4	4
108	еще не	4	4
109	было бы	2	4
110	даже в	5	4
111	говорит о	2	4
112	то же	14	4
113	а с	3	4
114	все же	7	4
115	но в	16	4
116	или как	2	4
117	уже в	3	3
118	я не	7	3
119	то ни	4	3
120	это не	5	3
121	мы знаем	2	3
122	но все	5	3
123	при этом	4	3
124	но для	3	3
125	как бы	27	3
126	в виду	3	3
127	всяком случае	5	3
128	был бы	2	3
129	и тут	2	3
130	в нем	19	3
131	к нему	14	3
132	мы видели	3	3
133	бы то	4	3
134	отличается от	2	3
135	и только	2	3
136	не удалось	2	3
137	как на	2	3
138	сводится к	3	3
139	этого не	3	3
140	нисколько не	2	3
141	если бы	4	3
142	этом смысле	4	3
143	к правде	2	3
144	за пределы	2	3
145	вполне понятно	2	3
146	в отличие	2	3
147	на самом	11	3
148	находится в	2	3
149	и у	5	3
150	не в	9	3
151	и для	8	3
152	жизнь и	2	3
153	во всяком	5	3
154	и вообще	2	3
155	далеко не	3	3
156	в чем	5	3
157	отличие от	2	3
158	это было	3	3
159	он сам	5	2
160	но на	4	2
161	в сторону	2	2
162	с этой	2	2
163	к своему	5	2
164	что его	3	2
165	мы и	2	2
166	обращает на	2	2
167	все и	4	2
168	же время	12	2
169	он ни	3	2
170	и наконец	5	2
171	не о	4	2
172	же и	2	2
173	той или	2	2
174	себе и	5	2
175	не является	2	2
176	в целом	5	2
177	другой стороны	3	2
178	которых мы	2	2
179	но только	2	2
180	друг друга	2	2
181	и так	5	2
182	нему и	5	2
183	но как	4	2
184	в начале	4	2
185	самого себя	2	2
186	что даже	2	2
187	его в	4	2
188	бы в	3	2
189	нет ни	2	2
190	только с	3	2
191	и этот	2	2
192	с его	6	2
193	здесь и	2	2
194	не как	3	2
195	с этим	2	2
196	в жизни	2	2
197	с таким	4	2
198	и к	12	2
199	не хочет	2	2
200	которых он	2	2
201	того же	2	2
202	из них	5	2
203	в сущности	11	2
204	он уже	3	2
205	в этот	2	2
206	как можно	3	2
207	в мире	4	2
208	быть и	2	2
209	на него	7	2
210	только что	3	2
211	но с	2	2
212	так вот	3	2
213	еще до	2	2
214	всей своей	2	2
215	в другом	8	2
216	в которой	2	2
217	же не	2	2
