N	2gram	Vinokur_Ku_1	VeschiIm
1	не есть	4	49
2	т е	38	42
3	не может	7	33
4	не только	10	31
5	может быть	13	29
6	и не	12	28
7	и в	24	26
8	то что	9	24
9	и есть	2	23
10	и т	33	21
11	т д	14	20
12	а не	8	20
13	не просто	5	18
14	что я	2	16
15	в смысле	2	15
16	что она	3	14
17	только в	11	14
18	и что	5	13
19	того что	9	13
20	по себе	2	13
21	что это	5	12
22	было бы	15	12
23	но и	6	12
24	все же	12	12
25	и то	3	12
26	что же	6	11
27	таким образом	12	11
28	то же	8	10
29	уже не	8	10
30	в ней	6	10
31	как бы	7	10
32	потому что	23	10
33	что такое	6	10
34	в том	30	9
35	в самом	10	9
36	и с	5	9
37	прежде всего	9	9
38	что не	5	9
39	еще и	5	9
40	иное как	2	8
41	на то	4	8
42	в себе	3	8
43	смысл и	2	8
44	ничего не	2	8
45	что оно	3	7
46	также и	2	7
47	в то	2	7
48	так как	9	7
49	е в	2	7
50	том что	21	7
51	как раз	8	7
52	и пр	15	7
53	д и	2	7
54	в этом	14	7
55	ли это	2	7
56	как с	2	7
57	так что	4	6
58	и как	2	6
59	это есть	2	6
60	что они	4	6
61	что в	17	6
62	но если	2	6
63	со стороны	4	6
64	должно быть	3	6
65	в результате	5	6
66	точки зрения	14	6
67	когда мы	2	6
68	но в	2	6
69	по крайней	5	6
70	ясно что	3	6
71	крайней мере	5	6
72	относится к	2	6
73	бы и	2	6
74	если мы	2	6
75	с ним	5	6
76	можно было	6	6
77	а если	3	6
78	не менее	7	5
79	должна быть	3	5
80	это не	7	5
81	с этой	2	5
82	тем не	4	5
83	не в	11	5
84	свою очередь	3	5
85	еще не	5	5
86	для этого	3	5
87	только и	3	5
88	должны быть	2	5
89	а в	5	5
90	с тем	5	5
91	если бы	9	5
92	в свою	3	5
93	у нас	10	5
94	это и	4	5
95	но не	5	5
96	того же	4	5
97	в сущности	3	5
98	и для	2	5
99	на себя	3	5
100	я не	2	4
101	можно ли	2	4
102	в своем	3	4
103	с другой	7	4
104	же время	2	4
105	и мы	2	4
106	между собою	2	4
107	из них	4	4
108	в их	3	4
109	то и	2	4
110	смысле и	2	4
111	мы говорим	2	4
112	и даже	3	4
113	с этим	4	4
114	о том	9	4
115	и более	2	4
116	и все	2	4
117	то это	3	4
118	как и	2	4
119	на себе	6	4
120	и потому	4	4
121	однако не	6	4
122	оно не	3	4
123	должен быть	4	4
124	что и	4	4
125	как я	2	4
126	между ними	2	4
127	с точки	9	4
128	е не	2	4
129	в данном	4	4
130	тем что	8	4
131	никогда не	2	3
132	вопрос о	2	3
133	в собственном	2	3
134	можно сказать	3	3
135	к тому	5	3
136	несмотря на	3	3
137	более или	3	3
138	как о	2	3
139	было в	2	3
140	в нем	4	3
141	себя самого	2	3
142	все это	6	3
143	что нужно	2	3
144	к себе	4	3
145	а это	3	3
146	мы имеем	6	3
147	тогда когда	6	3
148	нисколько не	3	3
149	даже и	3	3
150	в одном	3	3
151	один из	4	3
152	что он	6	3
153	тот же	2	3
154	нужно было	2	3
155	между прочим	2	3
156	в своей	2	3
157	вместе с	7	3
158	так и	7	3
159	или менее	3	3
160	и тогда	4	3
161	а с	3	3
162	в той	5	3
163	самом деле	9	3
164	бы в	7	3
165	того чтобы	17	3
166	хотя бы	10	3
167	тем более	2	3
168	казалось бы	3	2
169	в частности	4	2
170	тому что	3	2
171	была бы	3	2
172	же есть	2	2
173	а потому	5	2
174	а только	8	2
175	ни в	2	2
176	в самой	4	2
177	смысл в	2	2
178	но все	2	2
179	переход от	4	2
180	обе эти	3	2
181	и если	3	2
182	в виду	5	2
183	так или	2	2
184	и тем	2	2
185	звуков и	2	2
186	а а	3	2
187	в разных	2	2
188	из предыдущего	2	2
189	этой точки	2	2
190	в слове	2	2
191	заключается в	2	2
192	во втором	2	2
193	не мог	2	2
194	бы на	2	2
195	так же	4	2
196	в более	2	2
197	но ведь	2	2
198	в первом	3	2
199	ли в	2	2
200	как это	3	2
201	от этого	2	2
202	о чем	2	2
203	именно так	2	2
204	превращается в	2	2
205	не с	3	2
206	и эти	3	2
207	в силу	10	2
208	в качестве	7	2
209	и может	3	2
210	себе и	2	2
211	но еще	3	2
212	никак не	2	2
213	он не	2	2
214	только к	2	2
215	но уже	5	2
216	когда он	3	2
217	как в	4	2
218	тогда как	2	2
219	если не	3	2
220	все равно	2	2
221	можно говорить	2	2
222	для того	16	2
223	и его	5	2
224	той же	3	2
225	или иначе	2	2
226	не случайно	6	2
227	во всяком	5	2
228	в науке	4	2
229	в особенности	3	2
230	не потому	5	2
231	не все	2	2
232	том как	3	2
233	это было	2	2
