N	2gram	Propp_Isto_6	Analitik
1	тогда как	2	19
2	в этом	12	18
3	в частности	3	16
4	и в	26	16
5	не только	10	16
6	так и	5	15
7	как и	5	14
8	в том	12	12
9	своего рода	2	12
10	но и	9	12
11	и не	10	12
12	том что	10	12
13	в качестве	3	11
14	могут быть	3	10
15	как бы	4	10
16	при этом	3	10
17	а не	2	10
18	в этой	2	9
19	ничего не	2	9
20	в данном	3	8
21	представляет собой	2	8
22	к тому	2	7
23	в себе	3	7
24	то что	6	7
25	о том	7	7
26	а также	4	7
27	с другой	10	6
28	и на	12	6
29	может быть	11	6
30	как это	5	6
31	но в	7	6
32	данном случае	3	5
33	с одной	7	5
34	в своем	2	4
35	можно сказать	2	4
36	у него	7	4
37	этом случае	6	4
38	уже не	7	4
39	не в	3	4
40	но не	2	4
41	того же	2	4
42	тем самым	2	4
43	одной стороны	7	4
44	и тем	4	4
45	отношению к	2	4
46	как в	6	4
47	по отношению	2	4
48	не может	6	4
49	и его	7	4
50	то же	5	4
51	не так	2	4
52	так у	3	4
53	только в	5	4
54	борьбы с	3	3
55	никогда не	13	3
56	что касается	2	3
57	прежде всего	4	3
58	так что	3	3
59	было бы	2	3
60	и сам	2	3
61	мы имеем	14	3
62	на его	4	3
63	или в	3	3
64	что и	4	3
65	со стороны	3	3
66	если бы	3	3
67	можно было	2	3
68	а в	3	3
69	как мы	4	3
70	с ними	2	3
71	и то	3	3
72	тем что	5	3
73	попадает в	3	3
74	как будто	3	3
75	сводится к	2	3
76	в эту	2	3
77	того что	2	2
78	вообще не	3	2
79	в одном	3	2
80	к этому	3	2
81	вовсе не	2	2
82	на то	2	2
83	к своему	3	2
84	он был	2	2
85	из его	2	2
86	все что	4	2
87	превращается в	7	2
88	что в	12	2
89	так например	3	2
90	она не	3	2
91	еще не	9	2
92	о чем	2	2
93	миф и	2	2
94	в своей	3	2
95	нас к	5	2
96	я его	2	2
97	еще в	3	2
98	даже в	2	2
99	один из	3	2
100	не есть	2	2
101	на этой	2	2
102	вместе с	8	2
103	на него	2	2
104	что она	3	2
105	другой стороны	8	2
106	борьбе с	2	2
107	таким образом	12	2
108	на котором	3	2
109	т е	22	2
110	и он	4	2
111	не имеет	2	2
112	так же	2	2
113	и до	2	2
114	одну из	4	2
115	он не	2	2
116	он и	2	2
117	в то	5	2
118	в его	5	2
119	его в	5	2
120	в этих	2	2
121	сказать что	3	2
122	с ним	8	2
123	же не	2	2
