N	2gram	Propp_Isto_5	Psycholo
1	то что	7	44
2	и в	25	33
3	в этом	10	28
4	как бы	2	25
5	и что	8	25
6	потому что	7	24
7	для того	3	23
8	может быть	17	22
9	том что	8	22
10	того чтобы	3	22
11	что в	8	21
12	в том	6	21
13	о том	7	20
14	что он	22	20
15	и мы	2	15
16	что это	5	13
17	таким образом	9	13
18	и не	11	13
19	так же	5	13
20	сказать что	2	13
21	все это	4	13
22	и все	3	12
23	так как	11	12
24	самом деле	2	12
25	что все	4	11
26	он не	4	11
27	на то	2	10
28	не может	6	10
29	в его	12	10
30	если бы	2	10
31	в этой	3	9
32	по себе	2	9
33	то же	4	9
34	совершенно ясно	4	8
35	вместе с	22	8
36	для нас	5	7
37	так что	2	7
38	в нем	7	7
39	не только	13	7
40	когда он	2	7
41	перед нами	2	6
42	это не	6	6
43	в ней	5	6
44	и т	20	6
45	после этого	2	6
46	все эти	8	6
47	но он	2	6
48	точки зрения	2	6
49	что мы	2	6
50	во время	7	6
51	у него	2	6
52	мы видим	8	6
53	мы должны	4	6
54	а не	2	6
55	никогда не	3	5
56	и как	3	5
57	в целом	3	5
58	мы не	5	5
59	и на	8	5
60	вовсе не	2	5
61	только после	3	5
62	с ним	4	5
63	мы можем	2	5
64	ясно что	5	5
65	с этим	5	5
66	связь с	8	5
67	как и	7	5
68	мы уже	4	5
69	и его	9	5
70	все же	10	5
71	и это	4	5
72	в частности	7	4
73	что у	4	4
74	так например	2	4
75	мы узнаем	2	4
76	друг с	2	4
77	том чтобы	2	4
78	совершенно не	2	4
79	из них	2	4
80	жизни и	2	4
81	а в	3	4
82	и других	2	4
83	того что	2	4
84	с этой	2	4
85	знаем что	6	4
86	видит что	3	4
87	при помощи	7	4
88	с тем	8	4
89	к этому	2	4
90	об этом	2	4
91	одна из	2	4
92	никто не	3	4
93	о нем	3	4
94	говорит о	2	4
95	себя в	6	4
96	в своей	2	4
97	ее в	2	4
98	на него	8	4
99	как мы	5	4
100	с другом	2	4
101	только в	7	4
102	в которой	4	4
103	это было	2	4
104	и затем	2	3
105	же как	4	3
106	с одной	7	3
107	мы легко	2	3
108	что его	3	3
109	на этом	3	3
110	в пределах	4	3
111	одной стороны	7	3
112	например в	5	3
113	то это	3	3
114	но и	13	3
115	здесь мы	5	3
116	он видит	4	3
117	в которых	3	3
118	их в	3	3
119	и здесь	7	3
120	в то	3	3
121	его в	9	3
122	том как	2	3
123	бы мы	2	3
124	из нее	2	3
125	но не	5	3
126	до сих	2	3
127	она не	2	3
128	и из	3	3
129	что и	6	3
130	сих пор	2	3
131	как в	6	3
132	из которых	2	3
133	и он	6	3
134	и для	2	3
135	что этот	2	3
136	от этого	4	3
137	тем что	10	3
138	в виде	9	3
139	уже в	2	2
140	его и	2	2
141	с другой	9	2
142	прежде всего	6	2
143	вопрос о	2	2
144	ее и	3	2
145	мы знаем	8	2
146	в нее	6	2
147	но все	5	2
148	такой же	2	2
149	один из	2	2
150	но мы	3	2
151	другой стороны	8	2
152	т д	18	2
153	образом в	2	2
154	его не	3	2
155	можно найти	2	2
156	и с	3	2
157	во всем	2	2
158	не в	6	2
159	и потому	2	2
160	на нее	2	2
161	мы имеем	14	2
162	а как	2	2
163	он может	2	2
164	это время	2	2
165	видим что	5	2
166	о которых	2	2
167	ли он	2	2
168	в ее	4	2
169	по существу	2	2
170	по которым	2	2
171	представляет собой	7	2
172	чтобы он	2	2
173	а на	2	2
174	что при	3	2
175	над ним	3	2
176	можно сказать	2	2
177	мы увидим	5	2
178	в это	2	2
179	во всех	2	2
180	должно было	2	2
181	даже в	2	2
182	со стороны	2	2
183	оказывается что	2	2
184	до этого	2	2
185	и она	3	2
186	за ней	2	2
187	связи с	8	2
188	в русской	3	2
189	просто на	2	2
190	героя и	3	2
191	не потому	2	2
192	ничего не	2	2
