N	2gram	Bakhtin_Fr_1	formyVre
1	и в	65	46
2	в этом	15	22
3	у рабле	10	18
4	прежде всего	11	14
5	вовсе не	18	13
6	в романе	2	13
7	человеческого тела	2	12
8	и его	10	12
9	рабле в	7	11
10	только в	7	11
11	не только	10	11
12	во всех	9	11
13	во время	4	10
14	в том	16	10
15	как бы	22	10
16	точки зрения	7	10
17	то есть	45	10
18	но в	14	10
19	не в	4	9
20	мы уже	12	9
21	мира и	4	9
22	но и	10	9
23	и не	22	9
24	и для	2	9
25	связи с	4	8
26	как и	5	8
27	в его	9	8
28	жизни и	7	8
29	с точки	3	8
30	потому что	5	8
31	из них	4	8
32	в основном	2	8
33	всех этих	8	7
34	в них	5	7
35	в одном	5	7
36	может быть	6	7
37	то что	3	7
38	так и	10	7
39	в эпизоде	2	7
40	и на	11	7
41	так сказать	4	7
42	никогда не	6	6
43	и во	3	6
44	и все	5	6
45	при этом	6	6
46	как мы	6	6
47	здесь в	8	6
48	еще не	6	6
49	его в	7	6
50	все же	6	6
51	все это	9	6
52	в особенности	2	6
53	и наконец	2	6
54	в основе	8	6
55	так как	6	6
56	и с	3	6
57	романе рабле	2	5
58	в частности	5	5
59	в своем	8	5
60	рабле не	3	5
61	этих форм	5	5
62	в дальнейшем	8	5
63	но не	2	5
64	он не	2	5
65	и др	24	5
66	в нем	13	5
67	что в	3	5
68	все эти	10	5
69	и у	6	5
70	тела и	6	5
71	рабле и	5	5
72	жизни в	5	4
73	из этих	2	4
74	с ним	3	4
75	значение и	2	4
76	тела в	11	4
77	же в	2	4
78	том что	6	4
79	в ряду	3	4
80	уже говорили	7	4
81	веселый и	2	4
82	и их	3	4
83	как в	5	4
84	в эпоху	9	4
85	смерти и	2	4
86	мир в	3	4
87	отношения к	2	4
88	еще более	5	4
89	и он	2	4
90	их в	2	4
91	к себе	2	4
92	в себе	3	4
93	о том	2	4
94	том числе	10	3
95	новое и	2	3
96	мы будем	3	3
97	в средние	4	3
98	не является	3	3
99	эпохи возрождения	4	3
100	к тому	2	3
101	что он	3	3
102	а затем	2	3
103	в большинстве	2	3
104	для него	5	3
105	кроме того	2	3
106	себе самому	2	3
107	в это	2	3
108	средние века	4	3
109	уже сказали	3	3
110	хотя и	2	3
111	нет и	2	3
112	в гротескном	7	3
113	отношение к	4	3
114	в форме	3	3
115	и другие	8	3
116	в их	4	3
117	уже не	3	3
118	того что	2	3
119	и даже	8	3
120	и по	2	3
121	и прежде	3	3
122	роль в	2	3
123	здесь еще	2	3
124	на протяжении	5	3
125	самой жизни	3	3
126	в этих	2	3
127	эпоху возрождения	3	3
128	большинстве случаев	2	3
129	весь мир	3	3
130	исторического времени	2	3
131	в виду	3	3
132	мира в	3	3
133	литературы в	2	2
134	не были	3	2
135	по своему	8	2
136	числе и	7	2
137	на котором	3	2
138	во франции	3	2
139	с другой	3	2
140	и других	3	2
141	это не	3	2
142	всякого гротеска	2	2
143	и так	2	2
144	почти вовсе	5	2
145	эти формы	3	2
146	они были	6	2
147	в духе	8	2
148	смерть здесь	2	2
149	или иной	5	2
150	можно сказать	2	2
151	но эта	2	2
152	влияние на	7	2
153	в отношении	6	2
154	протяжении всего	2	2
155	он был	2	2
156	в самой	3	2
157	всего существующего	3	2
158	мы видим	2	2
159	в этой	4	2
160	перестает быть	3	2
161	гротескного образа	3	2
162	между ними	4	2
163	до конца	2	2
164	и пр	5	2
165	и к	4	2
166	картине мира	3	2
167	наряду с	2	2
168	в сущности	16	2
169	в заключение	2	2
170	и потому	10	2
171	жизни но	2	2
172	сих пор	4	2
173	пародия на	3	2
174	в некоторых	2	2
175	на землю	3	2
176	и до	4	2
177	века и	6	2
178	и т.п	17	2
179	и самый	2	2
180	не может	3	2
181	вовсе нет	2	2
182	этом отношении	3	2
183	с одной	2	2
184	не для	2	2
185	в себя	3	2
186	и вот	2	2
187	в той	5	2
188	жизни как	3	2
189	особенно в	2	2
190	рядом с	5	2
191	смеха и	3	2
192	но это	3	2
193	он так	2	2
194	и от	2	2
195	могут быть	2	2
196	в литературе	6	2
197	и почти	2	2
198	этот мир	2	2
199	не знает	6	2
200	далеко не	3	2
201	и это	2	2
202	этих образов	2	2
203	с рождением	3	2
204	еды питья	2	2
205	положительный полюс	2	2
206	до сих	4	2
