N	3gram	Losev_Prob_1	Istorich
1	и т д	10	18
2	в этих случаях	2	8
3	до сих пор	3	6
4	точно так же	4	6
5	в том что	5	5
6	в этом случае	2	5
7	так же как	2	4
8	в связи с	4	4
9	мы увидим ниже	2	4
10	так же и	3	3
11	подобно тому как	2	3
12	можно было бы	2	3
13	с тем что	2	3
14	на то что	8	2
15	с другой стороны	3	2
16	в других случаях	2	2
17	на самом деле	4	2
18	т д и	4	2
19	не что иное	2	2
20	сих пор мы	2	2
21	иметь в виду	3	2
22	во всех этих	2	2
23	в таких случаях	2	2
24	не может быть	2	2
25	что иное как	2	2
26	о том что	5	2
