N	2gram	Propp_Isto_1	KulturaY
1	т е	10	38
2	и т	25	33
3	в том	9	30
4	и в	28	24
5	потому что	4	23
6	том что	7	21
7	что в	12	17
8	и пр	4	15
9	было бы	7	15
10	т д	22	14
11	в этом	8	14
12	может быть	25	13
13	все же	10	12
14	таким образом	8	12
15	в его	5	12
16	и не	9	12
17	не в	9	11
18	только в	11	11
19	вовсе не	2	10
20	в силу	5	10
21	не только	12	10
22	хотя бы	4	10
23	если бы	8	9
24	то что	9	9
25	прежде всего	10	9
26	отношению к	3	9
27	того что	4	9
28	о том	9	9
29	так как	6	9
30	а только	2	8
31	том чтобы	2	8
32	по отношению	3	8
33	то же	12	8
34	уже не	3	8
35	а не	15	8
36	как раз	2	8
37	тем что	3	8
38	не менее	6	7
39	с другой	6	7
40	связи с	4	7
41	в качестве	5	7
42	как бы	2	7
43	вместе с	6	7
44	не может	15	7
45	это не	7	7
46	бы в	2	7
47	в области	2	7
48	так и	9	7
49	однако не	2	6
50	в какой	3	6
51	тогда когда	2	6
52	именно в	3	6
53	что он	10	6
54	зависимости от	2	6
55	при этом	3	6
56	что такое	2	6
57	в ней	7	6
58	но и	10	6
59	что же	3	6
60	все это	4	6
61	другой стороны	5	6
62	можно было	5	6
63	все эти	4	6
64	мы имеем	13	6
65	еще и	2	5
66	с тем	4	5
67	что это	8	5
68	в зависимости	2	5
69	к тому	6	5
70	но не	5	5
71	еще не	7	5
72	что не	2	5
73	например в	5	5
74	и что	10	5
75	но уже	2	5
76	не просто	3	5
77	а в	7	5
78	и его	3	5
79	между тем	2	5
80	xix века	2	5
81	с ним	2	5
82	и с	4	5
83	в рамках	2	4
84	в частности	2	4
85	в этих	7	4
86	и потому	2	4
87	на то	4	4
88	в нем	2	4
89	в тех	2	4
90	по существу	5	4
91	что они	5	4
92	в пределах	4	4
93	из них	3	4
94	в таких	2	4
95	один из	4	4
96	должен быть	3	4
97	что и	6	4
98	не есть	2	4
99	тем не	6	4
100	в целом	2	4
101	сих пор	5	4
102	со стороны	2	4
103	до сих	5	4
104	как в	2	4
105	и тогда	3	4
106	не на	2	4
107	с этим	4	4
108	того как	3	4
109	так что	4	4
110	так же	7	4
111	и на	4	4
112	там где	4	4
113	нисколько не	2	3
114	для этого	3	3
115	ясно что	2	3
116	была бы	2	3
117	то это	3	3
118	в этой	6	3
119	мы увидим	10	3
120	связано с	2	3
121	мере того	2	3
122	и если	2	3
123	и эти	3	3
124	в котором	3	3
125	по мере	2	3
126	даже в	4	3
127	не с	3	3
128	когда он	6	3
129	что она	5	3
130	или менее	5	3
131	в своем	5	3
132	в связи	4	3
133	в особенности	2	3
134	а с	2	3
135	в их	3	3
136	более или	5	3
137	и даже	4	3
138	и он	3	3
139	должно быть	2	3
140	должна быть	5	3
141	и здесь	7	3
142	то мы	4	3
143	они не	4	3
144	в себе	2	3
145	здесь не	4	3
146	как это	3	3
147	в одном	5	3
148	к которому	5	3
149	том как	2	3
150	не все	4	2
151	я не	3	2
152	никогда не	14	2
153	именно так	2	2
154	превращается в	4	2
155	что их	2	2
156	в стороне	3	2
157	не всегда	8	2
158	значение и	2	2
159	не могут	2	2
160	вопрос о	5	2
161	по себе	3	2
162	так называемая	3	2
163	если мы	3	2
164	к своему	2	2
165	в то	3	2
166	как о	2	2
167	видеть что	2	2
168	для нас	13	2
169	как и	4	2
170	и как	2	2
171	но все	4	2
172	что если	2	2
173	в большинстве	4	2
174	не знают	3	2
175	социальной жизни	4	2
176	тот же	2	2
177	явлений в	2	2
178	и мы	2	2
179	конечно не	2	2
180	очень много	3	2
181	одним из	2	2
182	но если	2	2
183	о нем	2	2
184	относится к	2	2
185	был бы	2	2
186	и тем	2	2
187	ее в	5	2
188	еще один	2	2
189	в современной	3	2
190	были бы	2	2
191	дело не	5	2
192	а именно	4	2
193	так например	6	2
194	то и	2	2
195	он не	2	2
196	и для	4	2
197	этих случаях	2	2
198	должны быть	4	2
199	на этот	2	2
200	между ними	2	2
201	действия и	3	2
202	что нужно	2	2
203	увидим что	5	2
204	во многих	2	2
205	когда мы	2	2
206	или в	5	2
207	также и	3	2
208	от этого	2	2
209	на более	5	2
210	видно что	6	2
211	на эту	3	2
212	могли бы	3	2
213	которые можно	2	2
214	и должно	3	2
215	ничего не	2	2
216	но в	8	2
217	это было	2	2
