N	2gram	Vygotskiy__1	Tvorches
1	и в	23	21
2	как бы	11	17
3	в то	7	15
4	в его	14	13
5	то же	8	13
6	что в	14	12
7	как и	14	12
8	же время	2	12
9	с его	4	11
10	том что	21	11
11	все это	6	10
12	как в	4	8
13	он не	5	8
14	то что	17	8
15	в свою	4	7
16	в том	24	7
17	тем самым	5	7
18	при этом	4	7
19	не только	16	7
20	и не	9	7
21	и на	8	7
22	но в	5	7
23	что он	7	6
24	и все	5	6
25	для него	2	6
26	в котором	4	6
27	а в	2	6
28	и его	6	6
29	в этом	17	6
30	о том	6	6
31	вовсе не	3	5
32	а не	3	5
33	может быть	14	5
34	в этой	7	5
35	все же	3	5
36	таким образом	26	5
37	хотя бы	4	5
38	в своих	5	5
39	потому что	6	5
40	только в	6	5
41	в своем	3	4
42	человека и	3	4
43	прежде всего	10	4
44	и как	5	4
45	в целом	20	4
46	из всех	2	4
47	один из	2	4
48	в своей	4	4
49	мысли и	6	4
50	не может	12	4
51	и от	3	4
52	уже в	3	3
53	самого начала	8	3
54	никогда не	2	3
55	с другой	10	3
56	что все	4	3
57	представление о	2	3
58	я не	3	3
59	с самого	8	3
60	но не	4	3
61	со всеми	2	3
62	в самом	7	3
63	той же	2	3
64	даже в	2	3
65	жизни и	2	3
66	но и	14	3
67	ее в	2	3
68	в ту	2	3
69	в их	3	3
70	который в	3	3
71	уже не	2	3
72	и других	3	3
73	того что	15	3
74	и даже	2	3
75	вот почему	2	3
76	так же	16	3
77	в которой	3	3
78	связан с	5	3
79	и с	9	3
80	хотя и	2	3
81	в виде	2	3
82	приходит к	3	3
83	дело в	2	3
84	представляет собой	11	3
85	так как	7	3
86	в основе	8	2
87	может не	3	2
88	такой же	3	2
89	перед нами	5	2
90	на эти	3	2
91	от мысли	4	2
92	все более	3	2
93	в частности	2	2
94	в этих	2	2
95	в качестве	9	2
96	не столько	4	2
97	одного из	3	2
98	к этому	4	2
99	есть не	2	2
100	можно сказать	5	2
101	что его	2	2
102	а затем	5	2
103	об этом	3	2
104	не в	4	2
105	отношений между	4	2
106	к тому	4	2
107	не могу	3	2
108	в новых	3	2
109	в одной	3	2
110	был бы	2	2
111	и тем	6	2
112	когда он	2	2
113	вместе с	9	2
114	данном случае	2	2
115	так и	5	2
116	приводит к	4	2
117	вслед за	2	2
118	во всей	4	2
119	говорит что	4	2
120	и отношений	2	2
121	что для	5	2
122	именно в	6	2
123	этой проблемы	8	2
124	в двух	2	2
125	мы находим	3	2
126	что она	4	2
127	самом деле	3	2
128	этой концепции	2	2
129	и наконец	2	2
130	только что	4	2
131	что как	2	2
132	сказать что	11	2
133	в первом	2	2
134	могут быть	3	2
135	в данном	2	2
136	в себе	6	2
137	о котором	2	2
138	в один	2	2
139	человека с	2	2
140	в чем	4	2
