N	2gram	Losev_Dial_2	Komedia
1	и в	19	26
2	и не	30	14
3	к тому	2	12
4	так и	10	12
5	и его	5	12
6	в том	14	11
7	может быть	20	11
8	но и	12	10
9	в этом	8	10
10	что в	7	9
11	том что	10	9
12	вместе с	2	9
13	ясно что	4	8
14	было бы	3	8
15	из них	3	7
16	не только	19	7
17	что и	5	7
18	в своем	4	6
19	во время	2	6
20	то что	14	6
21	еще не	4	6
22	в нем	10	6
23	потому что	14	6
24	в то	6	6
25	о том	5	6
26	таким образом	4	6
27	с тем	2	5
28	независимо от	4	5
29	в которой	2	5
30	что он	6	5
31	ни в	10	5
32	в истории	2	5
33	с этим	3	5
34	так что	7	5
35	и с	5	5
36	важно что	3	4
37	уже в	4	4
38	не менее	3	4
39	в частности	2	4
40	в этих	3	4
41	тому что	2	4
42	что у	2	4
43	и от	3	4
44	прежде всего	8	4
45	сразу же	3	4
46	как мы	3	4
47	же в	2	4
48	как и	10	4
49	как будто	7	4
50	все же	4	4
51	не по	2	4
52	в самом	5	4
53	точки зрения	12	4
54	только в	5	4
55	что это	10	4
56	так как	14	4
57	как это	7	4
58	его в	3	4
59	между тем	2	4
60	это было	3	4
61	о чем	3	3
62	на сцену	2	3
63	так или	2	3
64	в каждом	2	3
65	вопрос о	3	3
66	то время	4	3
67	в тех	2	3
68	что на	2	3
69	жизни и	6	3
70	но все	2	3
71	связи с	4	3
72	но не	6	3
73	во всех	2	3
74	же время	5	3
75	например в	2	3
76	да и	6	3
77	в ней	2	3
78	себя в	2	3
79	тех пор	3	3
80	в своей	8	3
81	и их	3	3
82	в их	2	3
83	все это	4	3
84	в связи	4	3
85	того как	2	3
86	то же	12	3
87	не было	3	3
88	как в	2	3
89	к нему	4	3
90	а в	4	3
91	или в	2	3
92	или иначе	2	3
93	тем что	2	3
94	не может	9	3
95	как он	4	3
96	это время	3	3
97	в этой	3	3
98	но в	2	3
99	все время	3	2
100	если в	2	2
101	и есть	4	2
102	отнюдь не	6	2
103	в какой	2	2
104	с другой	5	2
105	это не	10	2
106	в одной	4	2
107	в конце	2	2
108	в одном	4	2
109	вовсе не	13	2
110	и я	2	2
111	и жизнь	2	2
112	то это	2	2
113	и к	7	2
114	об этом	3	2
115	в ее	4	2
116	не в	8	2
117	до сих	2	2
118	в силу	5	2
119	на этом	2	2
120	по своему	5	2
121	как известно	2	2
122	что по	2	2
123	только потому	2	2
124	ведь мы	2	2
125	в это	3	2
126	и если	4	2
127	или на	2	2
128	как не	2	2
129	на сцене	2	2
130	от того	4	2
131	он не	4	2
132	как бы	14	2
133	всяком случае	2	2
134	время как	7	2
135	даже в	3	2
136	говоря уже	2	2
137	хотя бы	4	2
138	и т	17	2
139	и это	5	2
140	в мире	2	2
141	после этого	3	2
142	не говоря	2	2
143	сих пор	2	2
144	что она	14	2
145	уже о	2	2
146	в изображении	2	2
147	т п	2	2
148	с одной	2	2
149	мы находим	3	2
150	в той	3	2
151	и что	5	2
152	с самого	2	2
153	времени в	2	2
154	сомневаться в	2	2
155	бы и	2	2
156	также что	2	2
157	с ними	2	2
158	тут же	4	2
159	во всяком	2	2
160	от этого	3	2
161	одно из	4	2
162	говорить о	5	2
163	в один	3	2
164	и все	12	2
165	мы имеем	3	2
166	в виду	5	2
167	же не	3	2
