N	2gram	Bakhtin_Pr_3	Myshleni
1	в развитии	3	28
2	то что	9	26
3	что он	4	25
4	в этом	8	25
5	потому что	5	21
6	таким образом	6	19
7	в том	14	18
8	не может	2	18
9	точки зрения	4	18
10	что в	2	16
11	и в	53	16
12	так как	7	16
13	не только	4	16
14	том что	5	15
15	в сущности	10	13
16	сказать что	10	13
17	по отношению	2	12
18	и не	15	12
19	в области	3	12
20	отношение к	6	11
21	в его	8	11
22	но не	5	10
23	было бы	5	10
24	как мы	5	10
25	а не	11	10
26	только в	4	10
27	может быть	12	9
28	с точки	2	9
29	о том	2	8
30	как это	2	8
31	в основе	5	8
32	как и	11	8
33	мы должны	4	8
34	он не	3	8
35	то же	6	8
36	в нем	10	7
37	но он	2	7
38	того же	2	7
39	так и	6	7
40	не в	2	6
41	но и	7	6
42	и на	18	6
43	как он	2	6
44	но в	5	6
45	связанные с	3	6
46	в той	2	6
47	мы можем	5	6
48	самого начала	4	5
49	никогда не	2	5
50	на все	2	5
51	мы и	2	5
52	обе эти	3	5
53	как бы	14	5
54	хотя бы	2	5
55	еще более	5	5
56	не знает	4	5
57	в то	5	5
58	с ним	2	5
59	сравнению с	4	5
60	по сравнению	4	5
61	можно сказать	8	5
62	тот же	2	5
63	как в	7	5
64	с самого	3	5
65	тем что	2	5
66	в которой	2	5
67	ничего не	6	5
68	казалось бы	3	4
69	все эти	9	4
70	с другой	2	4
71	это не	6	4
72	при этом	3	4
73	в самом	2	4
74	и их	2	4
75	именно в	2	4
76	и по	3	4
77	мы видим	2	4
78	тем более	2	4
79	на пороге	10	4
80	с их	2	4
81	еще не	5	4
82	вместе с	2	4
83	той же	5	4
84	могут быть	4	4
85	не то	3	4
86	и т.д	2	4
87	не менее	3	3
88	перейти к	2	3
89	прежде всего	15	3
90	в смысле	2	3
91	в известной	2	3
92	но это	3	3
93	и тот	3	3
94	и тем	2	3
95	мы видели	2	3
96	значение в	4	3
97	в их	2	3
98	они не	3	3
99	а в	2	3
100	и с	6	3
101	говорить о	2	3
102	по своей	9	3
103	в этих	5	3
104	между тем	2	3
105	мы не	4	3
106	и более	2	3
107	с этим	2	3
108	этих двух	2	3
109	к этому	4	3
110	по существу	5	3
111	по своему	6	3
112	одной из	4	3
113	что и	3	3
114	говорит о	2	3
115	сих пор	5	3
116	ее в	3	3
117	в себя	6	3
118	и его	10	3
119	он в	2	3
120	до сих	5	3
121	я не	4	2
122	и другие	9	2
123	себя и	2	2
124	и от	3	2
125	к одному	2	2
126	подняться над	2	2
127	на его	3	2
128	одним из	3	2
129	в ней	7	2
130	в своей	3	2
131	из них	4	2
132	уже на	2	2
133	все это	8	2
134	форм и	2	2
135	образом в	2	2
136	и тому	2	2
137	и даже	2	2
138	на основе	2	2
139	в своих	2	2
140	все равно	4	2
141	в истории	3	2
142	их в	2	2
143	в более	4	2
144	но они	4	2
145	в зависимости	2	2
146	в них	2	2
147	представления о	2	2
148	в жизни	8	2
149	вовсе не	3	2
150	его в	2	2
151	и к	5	2
152	что я	2	2
153	зависимости от	2	2
154	во всем	2	2
155	со всеми	8	2
156	жизни и	9	2
157	и из	3	2
158	и потому	5	2
159	во всех	12	2
160	одному и	2	2
161	тому же	2	2
162	нас интересует	4	2
163	значение для	2	2
164	на протяжении	5	2
165	как будто	2	2
166	которые не	2	2
167	связанная с	2	2
