N	2gram	Vinokur_St_1	Istorich
1	и т	30	27
2	и в	44	26
3	т д	21	24
4	т е	15	18
5	так же	5	18
6	то что	18	16
7	не только	18	15
8	что в	30	14
9	может быть	15	14
10	же как	3	13
11	но и	10	12
12	что он	10	10
13	так и	9	10
14	таким образом	7	10
15	и его	8	10
16	при помощи	2	10
17	что и	6	9
18	все же	8	9
19	и не	16	9
20	его в	2	9
21	так как	5	9
22	то же	5	8
23	а в	17	8
24	в этих	2	7
25	превращается в	2	7
26	во время	3	7
27	об этом	3	7
28	как и	9	7
29	в качестве	4	7
30	он не	2	7
31	как в	13	7
32	их в	2	7
33	в этом	21	7
34	что здесь	2	7
35	мы имеем	2	7
36	не всегда	2	6
37	что они	7	6
38	еще не	3	6
39	не может	8	6
40	а не	16	6
41	к нему	2	6
42	и то	5	6
43	потому что	6	6
44	могут быть	5	6
45	у него	2	5
46	это не	8	5
47	это и	4	5
48	но все	4	5
49	но не	3	5
50	и только	3	5
51	ничего не	2	5
52	в его	9	5
53	и у	2	5
54	до сих	7	5
55	то это	3	5
56	сих пор	7	5
57	и что	4	5
58	и по	5	5
59	не в	12	5
60	и с	3	5
61	тем что	5	5
62	в другом	3	5
63	но в	10	5
64	с другой	9	4
65	вовсе не	19	4
66	вопрос о	4	4
67	в тех	3	4
68	а на	3	4
69	в своей	6	4
70	даже в	3	4
71	другой стороны	7	4
72	и даже	5	4
73	что этот	2	4
74	но он	2	4
75	в которых	5	4
76	о том	17	4
77	в числе	2	4
78	на вопрос	4	3
79	что ни	2	3
80	и более	2	3
81	что у	4	3
82	он должен	2	3
83	из этих	6	3
84	меня не	2	3
85	этом случае	2	3
86	для нас	7	3
87	в том	36	3
88	по существу	2	3
89	том что	29	3
90	но это	6	3
91	при этом	2	3
92	связанные с	3	3
93	она не	2	3
94	например в	8	3
95	как бы	4	3
96	все эти	5	3
97	а также	2	3
98	на то	4	3
99	на него	2	3
100	данном случае	6	3
101	что она	4	3
102	а именно	3	3
103	и и	2	3
104	или же	2	3
105	как это	4	3
106	не имеет	4	3
107	есть только	2	3
108	в данном	14	3
109	что мы	5	3
110	только в	10	3
111	что эта	2	3
112	там где	5	3
113	должен был	2	3
114	е в	2	3
115	уже в	2	2
116	уже выше	2	2
117	должна быть	3	2
118	не менее	5	2
119	никогда не	5	2
120	смысле этого	2	2
121	бы мы	2	2
122	в своем	2	2
123	и во	2	2
124	с этим	3	2
125	и все	2	2
126	иногда и	2	2
127	а как	2	2
128	задний план	3	2
129	и тем	3	2
130	же это	3	2
131	тем не	2	2
132	ни в	3	2
133	говорит о	3	2
134	так что	6	2
135	есть в	2	2
136	в истории	3	2
137	говорит что	3	2
138	было бы	17	2
139	том как	4	2
140	если бы	9	2
141	такого рода	2	2
142	конечно не	2	2
143	знает и	2	2
144	между прочим	2	2
145	у нас	11	2
146	в частности	4	2
147	но для	2	2
148	ни одной	2	2
149	что на	2	2
150	по своей	2	2
151	хотя бы	6	2
152	в нем	5	2
153	в целом	5	2
154	в свой	2	2
155	отношение к	2	2
156	из них	8	2
157	не хочет	2	2
158	не по	3	2
159	дело не	4	2
160	в тексте	12	2
161	и их	2	2
162	все это	5	2
163	никакого сомнения	3	2
164	что это	4	2
165	в других	2	2
166	несколько примеров	5	2
167	и за	3	2
168	этот вопрос	4	2
169	лишь в	3	2
170	возможно что	3	2
171	того что	9	2
172	только с	2	2
173	на этот	3	2
174	по его	2	2
175	на которой	2	2
176	с этой	3	2
177	сказать что	7	2
178	в виде	3	2
179	даже и	2	2
180	в себе	2	2
181	можно найти	2	2
182	в этой	11	2
183	этого слова	2	2
184	за очень	2	2
185	в области	14	2
186	говорит об	2	2
187	могло бы	2	2
188	так например	7	2
