N	2gram	Voloshinov_1	Myslijsy
1	потому что	5	49
2	для нас	3	31
3	то есть	4	30
4	и в	38	24
5	в душе	2	23
6	может быть	13	23
7	в сознании	3	23
8	то что	8	20
9	и не	14	19
10	а не	6	18
11	в том	2	18
12	не только	27	15
13	при этом	9	13
14	было бы	7	13
15	не в	6	13
16	в слове	3	13
17	но не	2	12
18	не может	12	12
19	то же	14	12
20	мы можем	7	12
21	если бы	4	11
22	что мы	11	11
23	что и	3	11
24	вместе с	5	11
25	мы не	9	11
26	только в	6	11
27	таким образом	7	11
28	для него	3	10
29	в себе	9	10
30	как в	2	10
31	так как	7	10
32	независимо от	5	9
33	вовсе не	2	9
34	членораздельный звук	2	9
35	в нем	4	9
36	как бы	28	9
37	но и	13	9
38	а в	5	8
39	том что	3	8
40	и на	6	8
41	в этом	10	8
42	быть может	3	7
43	прежде всего	21	7
44	во всех	6	7
45	как и	10	7
46	того что	4	7
47	тем что	2	7
48	с этим	2	7
49	связи с	3	6
50	в одном	3	6
51	и как	9	6
52	свою очередь	4	6
53	в свою	6	6
54	не было	2	6
55	между тем	3	6
56	между двумя	2	6
57	в то	9	6
58	этого слова	3	6
59	заметить что	2	6
60	слова в	5	5
61	уже в	5	5
62	и уже	3	5
63	с ним	2	5
64	есть не	2	5
65	человеческой речи	3	5
66	тот же	2	5
67	если б	4	5
68	о том	4	5
69	и их	5	5
70	так и	6	5
71	бы не	2	5
72	от того	3	5
73	мертвых душ	3	5
74	для того	9	5
75	с другими	2	5
76	из них	3	5
77	все же	7	5
78	в которой	7	5
79	место в	2	4
80	чичикова и	5	4
81	главным образом	3	4
82	никогда не	7	4
83	от их	2	4
84	что он	2	4
85	уже не	4	4
86	еще не	3	4
87	в самом	4	4
88	в котором	3	4
89	сих пор	2	4
90	заключает в	4	4
91	что оно	3	4
92	если не	3	4
93	тем самым	7	4
94	влияние на	4	4
95	так сказать	4	4
96	с тем	8	4
97	но в	5	4
98	что это	4	3
99	смысле этого	2	3
100	но даже	2	3
101	это не	3	3
102	и от	7	3
103	мы называем	4	3
104	и все	4	3
105	но мы	2	3
106	хотя и	3	3
107	и при	2	3
108	очевидно что	2	3
109	но это	2	3
110	мы в	3	3
111	относится к	2	3
112	в ней	8	3
113	помнить что	2	3
114	не имеем	3	3
115	его в	4	3
116	и тем	6	3
117	не с	3	3
118	слова и	5	3
119	в целом	4	3
120	как не	2	3
121	себе в	2	3
122	на него	4	3
123	только тогда	2	3
124	в словах	3	3
125	и тогда	2	3
126	языка и	4	3
127	в нас	2	3
128	те же	4	3
129	человека в	2	3
130	если мы	4	3
131	тем же	3	3
132	не так	3	3
133	и для	3	3
134	его не	2	3
135	той же	5	3
136	вряд ли	3	3
137	и то	3	3
138	в каком	2	3
139	как например	2	3
140	и вообще	2	3
141	в этих	2	3
142	и той	5	2
143	самого начала	4	2
144	в нашем	5	2
145	связанные с	2	2
146	и его	7	2
147	что у	3	2
148	в какой	2	2
149	хотя бы	18	2
150	и это	7	2
151	а к	2	2
152	одной и	2	2
153	в жизни	2	2
154	языка мы	2	2
155	между ними	3	2
156	к этому	2	2
157	вопрос о	2	2
158	зависит от	2	2
159	не должно	2	2
160	с его	7	2
161	слова но	3	2
162	что язык	5	2
163	только потому	2	2
164	мы легко	3	2
165	бы в	5	2
166	у нас	4	2
167	которой мы	4	2
168	но все	4	2
169	все эти	2	2
170	которое может	3	2
171	так же	4	2
172	же время	7	2
173	но что	3	2
174	одно и	4	2
175	связано с	2	2
176	было в	4	2
177	связь между	2	2
178	и следовательно	5	2
179	в его	6	2
180	и потому	2	2
181	один из	4	2
182	не знаем	4	2
183	слово как	7	2
184	все это	4	2
185	допустим что	2	2
186	в связи	2	2
187	а с	5	2
188	на самом	3	2
189	самом деле	4	2
190	с самого	4	2
191	того чтобы	7	2
192	что такое	4	2
193	мы видим	3	2
194	должно быть	2	2
195	друг друга	2	2
196	отношения к	3	2
197	как это	5	2
198	у человека	2	2
199	или в	2	2
200	и здесь	3	2
201	их в	3	2
202	сказать что	3	2
203	тому что	5	2
204	в обществе	4	2
205	то мы	3	2
206	даже и	2	2
207	мы должны	10	2
208	может стать	2	2
209	в разговоре	2	2
210	когда мы	6	2
211	от нашего	2	2
212	и поэтому	3	2
