N	3gram	Vygotskiy__5	KulturaY
1	с точки зрения	9	16
2	в самом деле	2	11
3	для того чтобы	14	11
4	можно было бы	3	10
5	в том что	11	8
6	до сих пор	3	8
7	в зависимости от	2	7
8	с одной стороны	3	4
9	в этом случае	3	4
10	и в области	2	3
11	с другой стороны	2	3
12	не может быть	3	3
13	то обстоятельство что	2	3
14	о том что	4	3
15	а с другой	2	3
16	в отличие от	2	2
17	и того же	3	2
18	один и тот	3	2
19	как мы видели	2	2
20	сама по себе	4	2
21	в свое время	2	2
22	потому что в	2	2
23	в известном смысле	7	2
24	письменной речи в	3	2
25	по отношению к	12	2
26	от того что	2	2
27	и тот же	3	2
28	одного и того	3	2
