N	2gram	Medvedev_F_3	FransuaR
1	и в	27	41
2	мы уже	3	18
3	во всех	3	17
4	таким образом	18	17
5	в нем	15	16
6	и с	3	16
7	и его	19	13
8	но и	10	13
9	как мы	8	12
10	в этом	18	12
11	все это	7	11
12	все эти	6	11
13	прежде всего	4	10
14	в самом	11	10
15	не только	9	10
16	и др	2	10
17	так как	9	10
18	то что	8	10
19	и на	3	9
20	и все	8	9
21	о том	4	9
22	никогда не	5	8
23	в сущности	2	8
24	здесь и	6	8
25	в этой	2	8
26	но в	6	8
27	в них	3	7
28	вовсе не	28	7
29	том что	4	7
30	как бы	8	7
31	как и	14	7
32	что в	8	7
33	в его	7	7
34	связаны с	2	7
35	в следующей	2	6
36	что он	6	6
37	вместе с	6	6
38	в эпоху	3	6
39	с помощью	8	6
40	следующей главе	2	6
41	сказать что	3	6
42	в то	7	6
43	то же	15	5
44	с его	2	5
45	в литературе	6	5
46	в ее	4	5
47	так же	9	5
48	же время	7	5
49	из них	2	5
50	так и	21	5
51	в своем	2	5
52	большинстве случаев	5	5
53	в той	3	5
54	и что	3	5
55	той же	3	5
56	еще в	3	5
57	тем что	5	5
58	в себе	3	5
59	там где	7	5
60	что это	3	5
61	уже в	4	4
62	все время	6	4
63	с другой	6	4
64	и от	11	4
65	роль в	4	4
66	он был	4	4
67	у нас	3	4
68	и как	4	4
69	не в	12	4
70	в большинстве	4	4
71	в ней	5	4
72	в котором	2	4
73	даже в	2	4
74	все же	6	4
75	не может	24	4
76	как в	4	4
77	самом деле	16	4
78	именно на	2	4
79	того чтобы	5	4
80	и даже	2	4
81	одним из	3	4
82	более того	6	4
83	в результате	5	4
84	в основе	3	4
85	того же	3	4
86	из этого	4	4
87	мы увидим	2	3
88	поэтому и	2	3
89	в одной	5	3
90	романа в	3	3
91	на все	2	3
92	одной из	2	3
93	но это	2	3
94	они и	3	3
95	было бы	6	3
96	в целях	2	3
97	конечно не	4	3
98	и их	5	3
99	в искусстве	7	3
100	но оно	2	3
101	никак не	3	3
102	в него	3	3
103	жизни и	4	3
104	связано с	2	3
105	и самый	2	3
106	и для	6	3
107	этом отношении	3	3
108	при этом	8	3
109	и не	30	3
110	те же	3	3
111	они не	4	3
112	того что	3	3
113	между ними	15	3
114	в данном	6	3
115	только в	8	3
116	потому что	7	3
117	он является	2	2
118	не могут	10	2
119	всех этих	2	2
120	но уже	2	2
121	мы еще	2	2
122	в этих	3	2
123	для этого	2	2
124	характерно что	2	2
125	превращается в	2	2
126	и во	2	2
127	в конце	3	2
128	переходит в	2	2
129	человека и	2	2
130	в пределе	2	2
131	стороны и	2	2
132	что именно	5	2
133	если мы	7	2
134	в корне	4	2
135	для нас	3	2
136	в том	7	2
137	как его	9	2
138	это и	2	2
139	в дальнейшем	5	2
140	находятся в	2	2
141	связи с	5	2
142	что они	5	2
143	литературы и	3	2
144	от него	2	2
145	на этом	2	2
146	но не	5	2
147	а на	2	2
148	должна быть	3	2
149	до конца	4	2
150	кажется что	2	2
151	может быть	25	2
152	одной плоскости	3	2
153	за пределы	2	2
154	в своей	6	2
155	и очень	2	2
156	но если	2	2
157	и потому	5	2
158	был бы	2	2
159	должен быть	2	2
160	мы видели	4	2
161	данном случае	4	2
162	другой стороны	5	2
163	как раз	8	2
164	не на	3	2
165	как это	4	2
166	но эта	2	2
167	в истории	5	2
168	лишь в	9	2
169	а не	17	2
170	с точки	14	2
171	и те	4	2
172	мы не	4	2
173	от всех	4	2
174	то он	3	2
175	их в	3	2
176	между тем	7	2
177	говорит он	5	2
178	одну из	2	2
179	точки зрения	16	2
180	из этих	2	2
181	говорить о	2	2
182	как он	2	2
183	так сказать	5	2
184	бы в	6	2
185	в области	2	2
186	тогда когда	4	2
187	в эту	2	2
188	в романе	4	2
189	как о	2	2
