N	2gram	Losev_Vesc_1	Dialekti
1	не есть	49	47
2	т е	55	30
3	и не	29	30
4	это –	25	23
5	может быть	16	20
6	и в	21	19
7	не только	36	19
8	по себе	13	18
9	и т	19	17
10	а не	19	16
11	т д	19	15
12	в себе	14	15
13	то что	27	14
14	что она	15	14
15	и даже	6	14
16	в том	8	14
17	как бы	12	14
18	так как	7	14
19	потому что	16	14
20	вовсе не	10	13
21	но и	18	12
22	то же	6	12
23	не просто	19	12
24	значит что	24	12
25	точки зрения	5	12
26	и все	5	12
27	есть всегда	4	11
28	что это	13	10
29	как и	8	10
30	и как	8	10
31	в нем	2	10
32	так и	3	10
33	том что	8	10
34	это не	5	10
35	сказать что	17	10
36	никогда не	2	9
37	по крайней	4	9
38	крайней мере	4	9
39	она есть	8	9
40	– не	9	9
41	не может	17	9
42	– в	5	8
43	прежде всего	9	8
44	это значит	24	8
45	она –	2	8
46	она не	4	8
47	мы уже	3	8
48	есть нечто	6	8
49	с точки	3	8
50	не в	5	8
51	это есть	7	8
52	в этом	4	8
53	в своей	5	8
54	сама по	3	7
55	есть не	14	7
56	как это	2	7
57	но это	10	7
58	но что	2	7
59	совершенно не	5	7
60	что в	9	7
61	только тогда	3	7
62	и притом	3	7
63	должно быть	6	7
64	и то	10	7
65	так что	5	7
66	тут –	6	7
67	я не	4	6
68	что не	5	6
69	да и	3	6
70	что они	6	6
71	отнюдь не	5	6
72	в то	3	6
73	но не	5	6
74	есть и	4	6
75	есть ни	3	6
76	того что	8	6
77	и может	2	6
78	жизни и	2	6
79	не потому	6	6
80	тогда когда	5	6
81	должна быть	4	5
82	с другой	6	5
83	но –	2	5
84	не мешает	4	5
85	есть ли	6	5
86	в силу	3	5
87	можно сказать	6	5
88	и пр	6	5
89	в самом	9	5
90	и следовательно	7	5
91	и потому	5	5
92	что и	3	5
93	и это	14	5
94	как раз	9	5
95	все равно	2	5
96	и что	15	5
97	в смысле	12	5
98	только что	2	5
99	и его	2	5
100	говорить о	6	5
101	только в	14	5
102	о том	6	5
103	не то	4	5
104	и с	8	5
105	в виду	2	5
106	содержит в	4	4
107	может не	2	4
108	нисколько не	4	4
109	нет никакой	2	4
110	независимо от	5	4
111	и есть	26	4
112	а потом	2	4
113	в своем	6	4
114	ясно что	8	4
115	в одном	2	4
116	вещи в	9	4
117	же это	4	4
118	в ее	7	4
119	все же	4	4
120	есть сама	3	4
121	одно и	5	4
122	еще не	8	4
123	и если	2	4
124	и –	10	4
125	той или	2	4
126	хотя бы	6	4
127	только то	2	4
128	ни с	6	4
129	от того	3	4
130	без всякого	4	4
131	все это	5	4
132	другой стороны	2	4
133	как нечто	2	4
134	и только	3	4
135	тут же	2	4
136	таким образом	8	4
137	что оно	8	4
138	и вот	2	4
139	самом деле	4	4
140	же –	2	4
141	есть только	7	4
142	то или	2	4
143	а в	4	4
144	в каком-то	2	4
145	но он	2	4
146	и когда	4	4
147	что тут	6	4
148	в другом	2	4
149	по своей	2	4
150	без этого	2	4
151	с ним	8	4
152	как только	4	3
153	сам по	3	3
154	не менее	3	3
155	вещей и	4	3
156	не сама	2	3
157	е в	7	3
158	иное как	7	3
159	можно ли	7	3
160	– мы	2	3
161	и от	3	3
162	вещи и	20	3
163	она сама	5	3
164	с нею	18	3
165	была бы	2	3
166	не что	7	3
167	а только	3	3
168	об этом	3	3
169	оно есть	9	3
170	как мы	4	3
171	но только	3	3
172	что иное	7	3
173	уже не	9	3
174	это и	6	3
175	– и	2	3
176	в этой	3	3
177	но тут	2	3
178	кроме того	4	3
179	себе как	2	3
180	было бы	14	3
181	как вещи	3	3
182	общения с	23	3
183	у меня	3	3
184	не значит	7	3
185	себе не	3	3
186	сами по	3	3
187	и тут	3	3
188	тут не	5	3
189	как же	3	3
190	из них	4	3
191	то как	2	3
192	и их	7	3
193	мы говорим	5	3
194	с этим	3	3
195	в разных	4	3
196	мы имеем	7	3
197	мы находим	2	3
198	в той	3	3
199	должны быть	4	3
200	что такое	12	3
201	есть просто	5	3
202	или другой	2	3
203	между собою	6	3
204	в данном	5	3
205	и бытия	2	3
206	от этого	2	3
207	его в	2	3
208	или как	2	3
209	– совершенно	3	3
210	когда мы	6	3
211	то не	4	3
212	в чем	6	3
213	ничего не	3	3
214	смысла и	5	2
215	что же	8	2
216	быть только	3	2
217	это может	2	2
218	только не	2	2
219	что у	5	2
220	перед нами	2	2
221	всегда есть	3	2
222	в конце	2	2
223	если вы	2	2
224	момент в	6	2
225	понимание есть	2	2
226	не быть	3	2
227	если мы	8	2
228	то это	3	2
229	к тому	3	2
230	что на	2	2
231	тем не	3	2
232	мы видим	2	2
233	однако это	2	2
234	действительность есть	6	2
235	что я	24	2
236	так чтобы	2	2
237	не будет	12	2
238	с тем	5	2
239	тут мы	4	2
240	же есть	2	2
241	в сущности	4	2
242	необходимо чтобы	3	2
243	в ней	12	2
244	внутреннего и	4	2
245	в сфере	4	2
246	всяком случае	2	2
247	и делает	2	2
248	когда я	5	2
249	только к	2	2
250	так или	4	2
251	нет никакого	2	2
252	вещи ибо	2	2
253	себя в	10	2
254	только одно	2	2
255	во всех	2	2
256	– то	2	2
257	я сам	3	2
258	дело не	2	2
259	от всего	12	2
260	данном случае	2	2
261	или других	4	2
262	и внешнего	2	2
263	тому что	2	2
264	что есть	5	2
265	смысл и	9	2
266	собственно говоря	4	2
267	с ее	6	2
268	личность как	2	2
269	– как	7	2
270	с одной	3	2
271	только и	2	2
272	того и	2	2
273	можно только	4	2
274	тех или	5	2
275	это я	4	2
276	и нечто	5	2
277	оно –	3	2
278	это вовсе	2	2
279	как я	4	2
280	д и	5	2
281	бы и	5	2
282	со всем	5	2
283	или в	2	2
284	или иначе	4	2
285	с ними	3	2
286	также и	6	2
287	в результате	3	2
288	их в	3	2
289	думают что	4	2
290	повседневной жизни	2	2
291	бы ни	2	2
292	тем что	2	2
293	как бытия	2	2
294	реальности и	3	2
295	вещь но	6	2
296	или не	2	2
297	что мы	14	2
298	мы должны	2	2
299	во всяком	3	2
300	но ведь	2	2
301	все эти	3	2
302	ни на	3	2
303	живой и	2	2
304	но в	5	2
305	я и	6	2
306	в жизни	3	2
307	на этом	2	2
