N	3gram	Vygotskiy__5	Vladivir
1	в том что	14	10
2	о том что	6	8
3	с точки зрения	2	6
4	не может быть	2	6
5	вместе с тем	3	6
6	в конце концов	2	5
7	и то что	3	4
8	с одной стороны	12	3
9	в отличие от	2	3
10	само по себе	2	3
11	то что в	2	3
12	что это есть	2	2
13	в данном случае	2	2
14	к тому что	6	2
15	так же как	2	2
16	на первый план	2	2
17	иметь в виду	3	2
18	сам по себе	3	2
19	а с другой	4	2
20	на то что	16	2
21	с другой стороны	5	2
22	что в этом	6	2
23	в этом отношении	3	2
24	сводится к тому	2	2
