N	2gram	Propp_Isto_1	Narrotol
1	не только	12	32
2	может быть	25	25
3	но и	10	23
4	в качестве	5	21
5	и не	9	20
6	и в	28	19
7	в том	9	18
8	в этом	8	17
9	в частности	2	14
10	том что	7	14
11	не в	9	14
12	в рамках	2	12
13	а не	15	12
14	представляет собой	4	12
15	то что	9	11
16	а в	7	11
17	не может	15	10
18	при этом	3	9
19	со стороны	2	9
20	так и	9	9
21	в его	5	9
22	с другой	6	8
23	героя в	5	8
24	в себе	2	8
25	как и	4	7
26	еще не	7	7
27	к тому	6	7
28	все же	10	7
29	как в	2	7
30	по отношению	3	7
31	с одной	4	7
32	одной стороны	4	7
33	что он	10	6
34	отношению к	3	6
35	но не	5	6
36	точка зрения	2	6
37	именно в	3	6
38	как это	3	6
39	о том	9	6
40	но в	8	6
41	и как	2	5
42	по себе	3	5
43	себя в	2	5
44	не все	4	5
45	в форме	3	5
46	уже не	3	5
47	и его	3	5
48	в основе	4	5
49	в отличие	2	5
50	отличие от	2	5
51	в этой	6	5
52	за собой	2	4
53	перед нами	3	4
54	точку зрения	3	4
55	прежде всего	10	4
56	в нем	2	4
57	что не	2	4
58	то же	12	4
59	но все	4	4
60	в силу	5	4
61	было бы	7	4
62	связи с	4	4
63	вслед за	6	4
64	одной из	2	4
65	как бы	2	4
66	о нем	2	4
67	и тем	2	4
68	хотя бы	4	4
69	другой стороны	5	4
70	в особенности	2	4
71	из которых	3	4
72	сказать что	5	4
73	только в	11	4
74	как правило	4	4
75	здесь не	4	4
76	и с	4	4
77	же не	3	4
78	не существует	2	3
79	не менее	6	3
80	еще одна	2	3
81	а с	2	3
82	ни было	2	3
83	же как	2	3
84	что в	12	3
85	могут быть	4	3
86	никогда не	14	3
87	восходит к	5	3
88	тем не	6	3
89	что они	5	3
90	одна из	2	3
91	в ней	7	3
92	он не	2	3
93	и даже	4	3
94	один из	4	3
95	не с	3	3
96	не есть	2	3
97	бы то	2	3
98	из них	3	3
99	когда он	6	3
100	в ее	2	3
101	на него	4	3
102	а именно	4	3
103	даже не	2	3
104	то ни	2	3
105	как мы	3	3
106	столь же	2	3
107	и он	3	3
108	и на	4	3
109	будто бы	3	3
110	между тем	2	3
111	тем что	3	3
112	в конечном	2	3
113	по своей	2	3
114	в то	3	3
115	как будто	4	3
116	бы быть	3	3
117	что это	8	3
118	дело с	2	2
119	зависит от	2	2
120	должна быть	5	2
121	между собой	4	2
122	в своем	5	2
123	в какой	3	2
124	или даже	3	2
125	не как	3	2
126	точно так	3	2
127	не всегда	8	2
128	утверждать что	3	2
129	на первый	2	2
130	ему в	3	2
131	а по	2	2
132	его как	2	2
133	говорит о	2	2
134	по существу	5	2
135	более или	5	2
136	между ними	2	2
137	и тот	2	2
138	для него	2	2
139	в пределах	4	2
140	именно это	2	2
141	например в	5	2
142	наряду с	3	2
143	и когда	2	2
144	и потому	2	2
145	и др	7	2
146	даже в	4	2
147	героя из	2	2
148	в сказании	2	2
149	или менее	5	2
150	приводит к	2	2
151	во всей	2	2
152	так же	7	2
153	как раз	2	2
154	не на	2	2
155	в связи	4	2
156	и только	2	2
157	отношения к	2	2
158	все эти	4	2
159	ключ к	3	2
160	первый взгляд	2	2
161	они не	4	2
162	что мы	7	2
163	одним из	2	2
164	и для	4	2
165	это не	7	2
166	в иной	4	2
167	или в	5	2
168	можно было	5	2
169	а иногда	2	2
170	однако в	2	2
171	не то	4	2
172	может оказаться	3	2
173	прошлого и	2	2
174	его в	6	2
175	представляют собой	6	2
176	когда мы	2	2
177	оно может	2	2
178	ничего не	2	2
179	мы имеем	13	2
180	к которому	5	2
