N	2gram	Trubetskoy_1	Istorich
1	и в	23	24
2	что он	7	21
3	не только	7	21
4	может быть	16	14
5	не может	17	14
6	в этих	3	13
7	что в	8	13
8	в этом	12	12
9	но и	9	11
10	это не	3	10
11	у него	5	10
12	том что	19	10
13	а в	3	10
14	и что	8	10
15	с другой	6	9
16	не в	8	9
17	все же	13	9
18	о том	7	9
19	потому что	9	9
20	еще не	5	8
21	что и	7	8
22	все это	11	8
23	другой стороны	5	8
24	то же	4	8
25	так как	7	8
26	в том	30	7
27	мы видели	2	7
28	одна из	2	7
29	во всех	10	7
30	то что	18	7
31	вместе с	6	7
32	к нему	2	7
33	таким образом	31	7
34	всех этих	4	6
35	с этой	3	6
36	для нас	3	6
37	как и	9	6
38	так же	8	6
39	но не	2	6
40	в нем	3	6
41	показывают что	2	6
42	он не	3	6
43	и все	7	6
44	того что	6	6
45	только в	6	6
46	что это	5	6
47	не менее	7	5
48	представление об	4	5
49	в тех	3	5
50	одной стороны	2	5
51	отношение к	4	5
52	так и	10	5
53	с одной	3	5
54	с ним	6	5
55	но в	4	5
56	на вопрос	4	4
57	никогда не	4	4
58	что у	2	4
59	в состоянии	4	4
60	вовсе не	2	4
61	тем не	4	4
62	по существу	6	4
63	но все	5	4
64	при этом	9	4
65	мы уже	4	4
66	же как	3	4
67	как бы	10	4
68	в их	4	4
69	то и	2	4
70	случаях когда	3	4
71	и не	8	4
72	совершенно ясно	2	4
73	точки зрения	13	4
74	в данном	3	4
75	мы должны	4	4
76	на первый	2	4
77	мы можем	6	4
78	из одного	2	3
79	в них	2	3
80	тогда когда	3	3
81	представление о	3	3
82	если он	2	3
83	вопрос о	3	3
84	на то	9	3
85	так что	5	3
86	в дальнейшем	2	3
87	что они	2	3
88	и если	6	3
89	между прочим	2	3
90	том чтобы	2	3
91	не вполне	3	3
92	его в	5	3
93	при помощи	3	3
94	выше мы	4	3
95	сих пор	8	3
96	данном случае	3	3
97	как мы	2	3
98	что за	2	3
99	должны быть	3	3
100	и наконец	3	3
101	и по	3	3
102	хотя и	4	3
103	знаем что	8	3
104	из этих	8	3
105	от него	3	3
106	связи с	4	3
107	что мы	4	3
108	в конце	4	3
109	тогда как	6	3
110	на земле	3	2
111	не будет	5	2
112	но по	3	2
113	по этому	2	2
114	тому что	2	2
115	не стоит	2	2
116	того же	9	2
117	та же	3	2
118	и так	2	2
119	и от	5	2
120	же что	2	2
121	к этому	5	2
122	прежде всего	3	2
123	не могут	4	2
124	в одну	4	2
125	к которой	3	2
126	и ее	2	2
127	в то	6	2
128	мы знаем	10	2
129	все в	2	2
130	что его	4	2
131	выше и	4	2
132	в силу	7	2
133	стоят в	2	2
134	то время	2	2
135	что при	6	2
136	она не	2	2
137	тот же	3	2
138	было бы	3	2
139	в самом	8	2
140	это обстоятельство	2	2
141	к ним	2	2
142	но для	2	2
143	в котором	2	2
144	тем более	3	2
145	это представление	3	2
146	другими словами	2	2
147	на том	2	2
148	на него	2	2
149	оказывается что	5	2
150	отличается от	6	2
151	в связи	3	2
152	они должны	3	2
153	и у	4	2
154	не так	4	2
155	по его	2	2
156	в которой	5	2
157	друг друга	2	2
158	всех других	2	2
159	что по	3	2
160	которые не	3	2
161	очень много	3	2
162	ничем не	4	2
163	в основе	2	2
164	из них	5	2
165	с этим	11	2
166	и на	6	2
167	они не	2	2
168	этот вопрос	2	2
169	во всем	3	2
170	в один	2	2
171	что эти	2	2
172	все эти	19	2
173	и это	3	2
174	конечно не	3	2
175	это конечно	2	2
176	все его	2	2
177	если это	2	2
178	до сих	8	2
