N	2gram	Vygotskiy__2	Analitik
1	в качестве	4	31
2	может быть	9	29
3	в том	33	27
4	не может	9	22
5	и не	7	21
6	в частности	6	19
7	и в	15	18
8	а не	3	17
9	но и	10	17
10	представляет собой	2	16
11	отнюдь не	2	15
12	не только	15	15
13	не в	8	14
14	как и	6	13
15	в его	2	13
16	в этом	19	13
17	том что	27	12
18	при этом	3	12
19	состоит в	3	11
20	в себе	2	11
21	но не	3	10
22	то же	5	9
23	а в	4	9
24	иначе говоря	2	9
25	но в	6	8
26	к тому	7	7
27	том чтобы	4	7
28	этого слова	3	7
29	тем самым	3	7
30	это не	5	6
31	прежде всего	4	6
32	или иной	2	6
33	в самом	11	6
34	в сущности	9	6
35	той или	2	6
36	должен быть	2	6
37	то что	20	6
38	в своей	4	6
39	в себя	2	6
40	в отличие	3	6
41	отличие от	3	6
42	по отношению	6	6
43	в основе	3	6
44	точки зрения	26	6
45	по своей	6	6
46	только в	4	6
47	мы имеем	3	6
48	и как	2	5
49	в этой	6	5
50	что в	14	5
51	как бы	7	5
52	внутренней речи	5	5
53	отношению к	5	5
54	в целом	10	5
55	в их	2	5
56	и т.п	7	5
57	лишь в	3	5
58	и его	4	5
59	о том	9	5
60	на вопрос	4	4
61	того что	17	4
62	и более	2	4
63	могут быть	2	4
64	конечном счете	4	4
65	столь же	2	4
66	с другой	6	4
67	по себе	7	4
68	ни в	2	4
69	того же	3	4
70	для того	10	4
71	в конечном	4	4
72	все же	4	4
73	вместе с	6	4
74	так и	8	4
75	именно в	2	4
76	из того	4	4
77	из которых	3	4
78	с точки	18	4
79	с другими	3	4
80	в другом	2	4
81	не следует	2	4
82	с ним	3	4
83	человека к	2	4
84	том числе	3	3
85	не могут	2	3
86	с его	4	3
87	и есть	2	3
88	хотя бы	4	3
89	и все	3	3
90	в собственном	3	3
91	и к	6	3
92	что он	12	3
93	всякий раз	2	3
94	в силу	2	3
95	при рассмотрении	3	3
96	как известно	6	3
97	одной стороны	7	3
98	он не	7	3
99	в котором	2	3
100	даже в	4	3
101	что и	2	3
102	вопрос об	2	3
103	таким образом	14	3
104	а с	4	3
105	с одной	7	3
106	того чтобы	12	3
107	что как	3	3
108	тому как	2	3
109	подобно тому	2	3
110	что мы	9	3
111	как он	6	3
112	а также	2	3
113	если бы	8	3
114	в противоположность	2	2
115	только для	3	2
116	быть может	2	2
117	на все	2	2
118	никогда не	8	2
119	все эти	3	2
120	для этого	3	2
121	не является	9	2
122	из этих	4	2
123	тогда когда	5	2
124	вовсе не	6	2
125	вопрос о	5	2
126	в категориях	2	2
127	на место	2	2
128	как уже	2	2
129	отрыве от	2	2
130	его к	2	2
131	что именно	3	2
132	бы ни	2	2
133	можно сказать	2	2
134	в начале	4	2
135	должно быть	2	2
136	и сам	3	2
137	для него	3	2
138	с целью	2	2
139	случае не	2	2
140	было бы	10	2
141	несмотря на	4	2
142	за пределы	2	2
143	и самого	2	2
144	нет и	2	2
145	как говорит	2	2
146	из них	3	2
147	научного мышления	2	2
148	в процессе	11	2
149	и до	3	2
150	данном случае	3	2
151	со стороны	3	2
152	что же	2	2
153	для данного	2	2
154	и тогда	2	2
155	который в	4	2
156	ни чисто	2	2
157	той же	2	2
158	этом отношении	3	2
159	на самом	3	2
160	самом деле	6	2
161	едва ли	7	2
162	и по	3	2
163	следует что	2	2
164	как мы	6	2
165	на основе	7	2
166	то он	2	2
167	также и	2	2
168	тем более	3	2
169	из виду	2	2
170	в присутствии	2	2
171	для себя	3	2
172	в данном	3	2
173	же самое	2	2
174	могли бы	4	2
175	и составляет	2	2
176	при помощи	4	2
177	так как	4	2
178	потому что	7	2
179	в которой	4	2
180	и с	4	2
