N	2gram	Propp_Isto_7	Problemy
1	и в	24	35
2	как бы	4	31
3	и не	4	27
4	что он	21	24
5	но в	5	19
6	не может	14	18
7	к себе	3	18
8	как и	6	18
9	в нем	6	16
10	то же	8	15
11	и все	6	15
12	но и	11	14
13	может быть	14	14
14	все это	8	14
15	и его	3	14
16	в этом	12	14
17	к нему	7	13
18	он не	6	13
19	прежде всего	2	12
20	в то	2	11
21	не в	9	10
22	не только	21	10
23	то что	7	10
24	героя и	5	10
25	так и	5	8
26	потому что	9	8
27	мы уже	4	8
28	все же	9	8
29	как мы	3	8
30	так же	6	7
31	а в	10	7
32	и наконец	3	7
33	точки зрения	4	7
34	с ним	5	7
35	с его	3	7
36	вовсе не	4	7
37	еще не	8	7
38	себе и	3	7
39	там где	5	7
40	таким образом	7	7
41	что в	13	6
42	но это	3	6
43	что они	3	6
44	и что	10	6
45	отношение к	5	6
46	в самом	2	6
47	что у	4	6
48	и на	2	6
49	от него	3	6
50	но не	6	6
51	только в	6	6
52	в конце	3	5
53	в том	7	5
54	так что	3	5
55	и даже	3	5
56	во время	6	5
57	на него	2	5
58	как в	12	5
59	и это	2	5
60	никогда не	4	4
61	с другой	9	4
62	та же	2	4
63	но все	4	4
64	его за	2	4
65	на его	2	4
66	и так	2	4
67	но он	2	4
68	его в	3	4
69	так как	8	4
70	у него	10	4
71	в них	3	4
72	во всем	2	4
73	тот же	2	4
74	только на	2	4
75	а не	8	4
76	что не	2	4
77	и у	2	4
78	тем что	6	4
79	он в	2	4
80	что это	6	4
81	в чем	5	4
82	все его	2	4
83	уже в	3	3
84	и от	2	3
85	и говорит	4	3
86	из них	2	3
87	другой стороны	8	3
88	в форме	2	3
89	ее как	2	3
90	в одной	2	3
91	все эти	2	3
92	это как	2	3
93	того что	6	3
94	это не	10	3
95	сказать что	2	3
96	мы должны	4	3
97	этого не	2	3
98	в котором	2	3
99	него и	3	3
100	с этим	2	3
101	в ее	2	3
102	том что	10	3
103	было бы	2	3
104	во всех	7	3
105	что и	8	3
106	когда он	3	3
107	уже не	2	3
108	которой он	3	3
109	ничего не	5	3
110	не менее	5	2
111	на вопрос	4	2
112	что вы	2	2
113	в этих	13	2
114	тому что	2	2
115	вообще не	2	2
116	с этой	6	2
117	не знал	2	2
118	вопрос о	3	2
119	мы знаем	2	2
120	ни в	2	2
121	без всякого	2	2
122	что его	2	2
123	такое же	2	2
124	в дальнейшем	3	2
125	она в	3	2
126	при этом	4	2
127	со своим	4	2
128	например в	3	2
129	хотя и	3	2
130	время как	2	2
131	мы видели	7	2
132	по которому	2	2
133	не просто	2	2
134	но эта	2	2
135	и по	3	2
136	увидим что	2	2
137	но для	2	2
138	героя но	2	2
139	к ней	2	2
140	о том	9	2
141	как он	6	2
142	герой не	3	2
143	всех этих	6	2
144	обращается к	3	2
145	он дает	3	2
146	лежит в	2	2
147	с собой	7	2
148	не знаю	3	2
149	но конечно	2	2
150	знаю что	2	2
151	когда она	2	2
152	мы увидим	6	2
153	кажется что	3	2
154	одной из	4	2
155	конечно не	2	2
156	друг друга	2	2
157	еще один	2	2
158	своего рода	4	2
159	вместе с	7	2
160	говорит о	2	2
161	так в	4	2
162	им в	2	2
163	на этот	2	2
164	и он	3	2
165	в которой	2	2
166	или в	8	2
167	не случайно	3	2
168	мы можем	4	2
169	вступает в	3	2
170	сохраняется и	2	2
