N	2gram	Bakhtin_Fr_6	VrazhdaK
1	в году	6	18
2	не только	10	9
3	в этом	12	8
4	и что	5	8
5	и в	41	8
6	но и	13	7
7	что в	7	7
8	то что	10	7
9	и все	9	7
10	в котором	4	6
11	в нем	16	6
12	все же	4	6
13	и даже	4	6
14	в романе	2	6
15	как и	7	6
16	в начале	3	6
17	но в	8	6
18	и с	16	6
19	то же	5	5
20	и не	3	5
21	у него	7	5
22	между тем	2	5
23	в то	6	5
24	же время	5	5
25	уже в	4	4
26	для нас	2	4
27	как бы	7	4
28	все это	11	4
29	что он	6	4
30	так же	5	4
31	с ним	4	4
32	может быть	2	4
33	при этом	3	4
34	в истории	2	4
35	о том	9	4
36	в ней	4	4
37	с его	5	3
38	связи с	2	3
39	в своем	5	3
40	и во	2	3
41	в конце	2	3
42	и у	2	3
43	он был	4	3
44	в том	2	3
45	раз в	2	3
46	и его	13	3
47	том что	7	3
48	и как	4	3
49	тем что	5	3
50	в его	7	3
51	но он	5	3
52	в чем	3	3
53	одним из	4	3
54	он не	2	3
55	и т.п	19	2
56	в эти	2	2
57	он сам	3	2
58	в своей	2	2
59	из них	5	2
60	никогда не	8	2
61	вместе с	6	2
62	в них	7	2
63	человека с	2	2
64	как раз	2	2
65	не может	4	2
66	а в	4	2
67	таким образом	17	2
68	начиная с	2	2
69	рядом с	5	2
70	и образы	2	2
71	но это	3	2
72	в той	5	2
73	к себе	2	2
74	на первый	3	2
75	не мог	3	2
76	и он	5	2
77	с точки	2	2
78	тем более	2	2
79	в этой	8	2
80	и то	2	2
81	их в	2	2
82	точки зрения	2	2
83	в себе	5	2
84	во время	9	2
85	этот роман	2	2
86	в эту	2	2
87	а также	5	2
88	в него	3	2
