N	2gram	Tiupa_Teor_1	Myshleni
1	и в	18	25
2	мышления и	2	23
3	в том	16	23
4	на основе	2	22
5	том что	9	20
6	внутренней речи	13	19
7	что в	9	17
8	так же	2	17
9	таким образом	3	17
10	в основе	3	16
11	как и	4	15
12	то что	3	15
13	в его	6	15
14	в этом	8	14
15	вместе с	2	14
16	может быть	17	13
17	в целом	3	13
18	между собой	3	13
19	в качестве	24	12
20	по своему	2	11
21	могли бы	2	11
22	перед нами	2	10
23	как бы	5	10
24	и не	13	10
25	и что	3	10
26	того что	4	10
27	что и	2	10
28	только в	6	10
29	заключается в	2	9
30	как в	5	9
31	ни в	2	9
32	не является	4	8
33	речи и	2	8
34	столь же	2	7
35	все эти	2	7
36	как это	8	7
37	по своей	3	7
38	в области	4	7
39	не менее	4	6
40	с другой	7	6
41	не в	7	6
42	совпадает с	3	6
43	один из	2	6
44	не может	4	6
45	потому что	3	6
46	внешней речи	2	6
47	в отношении	3	6
48	представляет собой	9	6
49	но не	9	6
50	того же	3	6
51	не только	16	6
52	в отличие	6	6
53	точки зрения	9	6
54	все это	2	6
55	отличие от	6	6
56	так и	10	5
57	именно в	3	5
58	тем не	3	5
59	и как	2	5
60	для него	2	5
61	одной стороны	2	5
62	при этом	12	5
63	одним из	2	5
64	что она	2	5
65	значения и	2	5
66	с одной	2	5
67	и по	2	5
68	с ее	3	5
69	если бы	3	5
70	и к	3	5
71	как говорит	3	5
72	могут быть	4	5
73	в этой	3	5
74	и т.д	3	5
75	не могут	2	4
76	в частности	16	4
77	никогда не	4	4
78	в своем	4	4
79	в какой	2	4
80	из этих	3	4
81	прежде всего	2	4
82	к тому	2	4
83	мог бы	3	4
84	отнюдь не	3	4
85	но и	9	4
86	а в	13	4
87	сказать что	3	4
88	в то	6	4
89	мы имеем	7	4
90	и того	3	4
91	одного и	3	4
92	еще не	4	4
93	он не	3	4
94	приводит к	5	4
95	по пути	3	4
96	этого слова	3	4
97	и это	2	4
98	в себя	3	3
99	в свою	3	3
100	в самом	4	3
101	вслед за	2	3
102	имеет место	2	3
103	если в	2	3
104	который в	2	3
105	другой стороны	5	3
106	отличается от	2	3
107	по отношению	4	3
108	их в	3	3
109	между тем	5	3
110	его в	2	3
111	к которому	3	3
112	в жизни	2	3
113	состоит в	17	3
114	то в	2	3
115	или иной	4	3
116	или менее	2	3
117	а с	3	3
118	если мы	2	3
119	между ними	4	3
120	для возникновения	3	3
121	на деле	2	3
122	слова в	2	2
123	место в	5	2
124	то же	7	2
125	в этих	3	2
126	тому что	2	2
127	и одновременно	4	2
128	всякий раз	2	2
129	свою очередь	2	2
130	имеем дело	2	2
131	к области	2	2
132	такого рода	8	2
133	хотя и	3	2
134	в роли	3	2
135	в нем	4	2
136	могут служить	2	2
137	на себя	2	2
138	и здесь	2	2
139	того или	3	2
140	знаков в	2	2
141	между двумя	3	2
142	с его	5	2
143	к жизни	2	2
144	однако в	7	2
145	в них	2	2
146	в одном	2	2
147	этом смысле	2	2
148	говорит и	2	2
149	или иного	3	2
150	об этом	2	2
151	что каждый	2	2
152	с их	2	2
153	мы в	2	2
154	иначе говоря	4	2
155	и потому	2	2
156	а также	6	2
157	и особенно	2	2
158	отношению к	4	2
159	не будет	2	2
160	в мире	19	2
161	в своей	6	2
162	уже не	4	2
163	тем самым	4	2
164	и для	2	2
165	и его	8	2
166	или в	3	2
167	или иначе	5	2
168	с другими	5	2
169	и то	2	2
170	в себе	9	2
