N	3gram	Vygotskiy__4	Problema
1	в настоящее время	2	16
2	о том что	3	14
3	во всяком случае	3	10
4	в этом случае	3	7
5	и то что	4	7
6	в этом смысле	8	5
7	в данном случае	2	5
8	то же самое	7	5
9	с одной стороны	9	5
10	с другой стороны	8	5
11	в связи с	3	5
12	на то что	4	4
13	только в том	2	4
14	в том что	31	4
15	на первый план	4	3
16	одной стороны и	2	3
17	точно так же	3	3
18	в этой области	2	3
19	но и в	2	3
20	это значит что	2	3
21	в том числе	2	2
22	том числе и	2	2
23	для того чтобы	5	2
24	в самом деле	6	2
25	и тот же	7	2
26	можно было бы	5	2
27	между собой и	2	2
28	не только не	5	2
29	содержит в себе	2	2
30	подобно тому как	2	2
31	и той же	4	2
32	один и тот	7	2
33	одной и той	4	2
34	заключается в том	14	2
