N	2gram	Vinokur_St_1	Problema
1	то есть	2	46
2	в его	9	43
3	и не	16	42
4	и в	44	38
5	не может	8	27
6	может быть	15	26
7	как бы	4	22
8	по отношению	3	21
9	отношению к	3	19
10	и с	3	17
11	и его	8	16
12	в нем	5	15
13	в этом	21	15
14	и т	30	14
15	прежде всего	7	13
16	только в	10	13
17	т п	9	13
18	за пределы	2	12
19	но не	3	12
20	ни в	3	11
21	во всех	8	11
22	и для	3	11
23	в области	14	11
24	к нему	2	10
25	отношение к	2	10
26	таким образом	7	10
27	но и	10	9
28	не имеет	4	9
29	его в	2	9
30	не только	18	9
31	в том	36	8
32	точки зрения	11	8
33	было бы	17	8
34	то что	18	8
35	что в	30	7
36	с другой	9	7
37	вообще не	2	7
38	не в	12	7
39	в самом	7	7
40	между тем	3	7
41	отметить что	2	7
42	как и	9	7
43	еще не	3	7
44	совершенно не	5	7
45	в своей	6	7
46	не всегда	2	6
47	а в	17	6
48	в м	2	6
49	все же	8	6
50	дело с	2	6
51	самом деле	11	6
52	с точки	8	6
53	там где	5	6
54	отношения к	2	6
55	ничего не	2	6
56	то же	5	5
57	в своем	2	5
58	это не	8	5
59	при этом	2	5
60	никогда не	5	5
61	все эти	5	5
62	в основе	3	5
63	произведения в	2	5
64	конечно не	2	5
65	так и	9	5
66	а не	16	5
67	могут быть	5	5
68	должна быть	3	4
69	не менее	5	4
70	на самом	6	4
71	должны быть	3	4
72	в ней	3	4
73	другой стороны	7	4
74	данном случае	6	4
75	и только	3	4
76	о значении	3	4
77	в других	2	4
78	конечно и	3	4
79	сказать что	7	4
80	в то	9	4
81	о том	17	4
82	и потому	2	4
83	к которому	4	4
84	но в	10	4
85	в ее	4	4
86	как в	13	4
87	тем самым	2	4
88	что не	3	4
89	хотя бы	6	4
90	можно было	13	4
91	в данном	14	4
92	в себе	2	4
93	в тех	3	3
94	тем не	2	3
95	да и	3	3
96	но это	6	3
97	имеем дело	2	3
98	же время	4	3
99	одной стороны	2	3
100	несмотря на	2	3
101	например в	8	3
102	не является	3	3
103	и тем	3	3
104	в целом	5	3
105	все это	5	3
106	с одной	3	3
107	применении к	3	3
108	и даже	5	3
109	в применении	3	3
110	также и	9	3
111	иных случаях	2	3
112	а как	2	3
113	если бы	9	3
114	и все	2	3
115	иногда и	2	3
116	ясно что	10	3
117	том что	29	3
118	говорить о	2	3
119	со всеми	2	3
120	он не	2	3
121	работ по	2	3
122	на него	2	3
123	в иных	2	3
124	но с	3	3
125	в слове	5	3
126	в таком	3	3
127	не знает	2	3
128	здесь совершенно	3	3
129	вопроса о	3	3
130	и это	2	3
131	чем в	3	2
132	или иное	3	2
133	я не	7	2
134	том как	4	2
135	в частности	4	2
136	в равной	2	2
137	в этих	2	2
138	материала и	2	2
139	области изучения	2	2
140	в какой	3	2
141	столь же	4	2
142	что все	2	2
143	в каждом	3	2
144	была бы	5	2
145	на то	4	2
146	что оно	3	2
147	случае не	2	2
148	по поводу	7	2
149	что это	4	2
150	и у	2	2
151	совпадает с	2	2
152	в котором	5	2
153	ни с	3	2
154	таком положении	2	2
155	как к	3	2
156	не было	4	2
157	этом отношении	7	2
158	этой области	5	2
159	лишь в	3	2
160	и что	4	2
161	того что	9	2
162	есть только	2	2
163	и те	2	2
164	в своих	2	2
165	в начале	3	2
166	в истории	3	2
167	о котором	2	2
168	того или	4	2
169	а иногда	2	2
170	в россии	4	2
171	как это	4	2
172	мы имеем	2	2
173	и более	2	2
174	поэтому в	3	2
175	он должен	2	2
176	и во	2	2
177	не все	3	2
178	вовсе не	19	2
179	или иного	4	2
180	что он	10	2
181	у нас	11	2
182	по существу	2	2
183	она не	2	2
184	должен быть	3	2
185	что и	6	2
186	бы не	2	2
187	в двух	3	2
188	того чтобы	11	2
189	для того	10	2
190	то или	3	2
191	тем что	5	2
192	в виде	3	2
193	в другом	3	2
194	и вообще	3	2
195	дело в	6	2
196	без всякой	3	2
197	что эта	2	2
198	в чем	3	2
