N	2gram	Vinokur_Ku_2	FransuaR
1	и в	23	49
2	прежде всего	8	19
3	в его	5	18
4	не только	20	17
5	и его	3	17
6	и на	6	17
7	и не	16	15
8	в этом	18	15
9	в них	4	13
10	только в	5	13
11	но и	7	13
12	в году	2	13
13	как и	2	11
14	как бы	4	11
15	вовсе не	9	10
16	в этой	6	10
17	все это	5	9
18	в нем	4	9
19	в сущности	9	8
20	все же	7	7
21	один из	5	7
22	не может	9	7
23	таким образом	5	7
24	то же	6	7
25	все эти	12	7
26	как мы	3	7
27	именно в	3	6
28	то что	9	6
29	же время	3	6
30	так и	4	6
31	рядом с	2	6
32	сказать что	4	6
33	и с	7	6
34	точки зрения	14	6
35	в то	4	6
36	так как	15	6
37	никогда не	2	5
38	в своем	2	5
39	уже в	3	5
40	выражение в	3	5
41	но не	6	5
42	при этом	2	5
43	тот же	5	5
44	может быть	15	5
45	и потому	2	5
46	в своей	2	5
47	в особенности	4	5
48	с точки	8	5
49	роль в	2	5
50	и более	2	4
51	с другой	8	4
52	том что	11	4
53	но все	4	4
54	и о	4	4
55	в свое	2	4
56	в своих	2	4
57	и до	2	4
58	в форме	3	4
59	отношения к	2	4
60	не было	4	4
61	а в	3	4
62	лишь в	5	4
63	в области	11	4
64	характер и	2	4
65	тем что	3	4
66	там где	5	4
67	но в	11	4
68	всех этих	3	3
69	с одной	2	3
70	превращается в	2	3
71	но здесь	2	3
72	на все	2	3
73	что он	5	3
74	же в	3	3
75	в том	19	3
76	да и	6	3
77	в день	2	3
78	нельзя было	2	3
79	большей или	3	3
80	в большей	3	3
81	было бы	15	3
82	несмотря на	5	3
83	в самом	12	3
84	меньшей степени	3	3
85	свое время	2	3
86	мы видели	2	3
87	ни в	4	3
88	другой стороны	7	3
89	что для	2	3
90	этом отношении	3	3
91	и все	2	3
92	и вот	5	3
93	к нему	2	3
94	можно было	9	3
95	или меньшей	3	3
96	так в	3	3
97	также и	5	3
98	и вообще	2	3
99	и это	3	3
100	в виду	3	3
101	одного из	2	2
102	смысла и	2	2
103	связи с	3	2
104	сознания и	2	2
105	что в	10	2
106	на фоне	3	2
107	могут быть	4	2
108	но даже	2	2
109	в нашем	7	2
110	в качестве	8	2
111	что касается	2	2
112	даже и	2	2
113	это в	2	2
114	в одну	2	2
115	на то	4	2
116	можно сказать	4	2
117	в целях	2	2
118	в отношении	2	2
119	в самой	2	2
120	по существу	5	2
121	это и	3	2
122	но это	3	2
123	что они	2	2
124	есть в	3	2
125	связанные с	2	2
126	по сравнению	2	2
127	ничего не	4	2
128	до конца	3	2
129	в пределах	4	2
130	еще не	5	2
131	по поводу	2	2
132	по словам	2	2
133	совершенно не	3	2
134	у него	3	2
135	хотя и	4	2
136	в ней	3	2
137	на этой	4	2
138	по преимуществу	2	2
139	вместе с	5	2
140	в их	2	2
141	целый ряд	5	2
142	вряд ли	4	2
143	за счет	2	2
144	смысл и	3	2
145	в связи	4	2
146	того как	2	2
147	на самом	2	2
148	того чтобы	11	2
149	и даже	2	2
150	дает нам	2	2
151	так же	4	2
152	что слово	3	2
153	меньше чем	2	2
154	во всяком	5	2
155	и следовательно	2	2
156	нуждается в	2	2
157	всего что	2	2
158	и еще	2	2
159	в другом	2	2
160	мы должны	2	2
161	и вовсе	2	2
162	в конце	4	2
163	тех же	2	2
164	здесь не	3	2
165	в устах	2	2
166	всяком случае	5	2
