N	2gram	Tiupa_Narr_1	Marksizm
1	может быть	15	28
2	и в	11	19
3	как бы	6	19
4	и не	23	19
5	не может	8	18
6	точки зрения	5	17
7	то же	8	16
8	и его	10	16
9	как мы	2	15
10	в этом	12	15
11	лишь в	3	14
12	в сущности	2	14
13	так сказать	2	14
14	чужого слова	4	13
15	не только	31	13
16	связи с	2	13
17	в нем	4	11
18	если бы	7	11
19	не в	6	10
20	в пределах	2	10
21	но и	27	10
22	том что	7	10
23	так и	5	10
24	и т.п	8	10
25	для него	4	9
26	при этом	19	9
27	как и	13	9
28	самом деле	3	9
29	а не	13	9
30	слова в	4	8
31	отнюдь не	2	8
32	же время	4	8
33	не является	3	8
34	по отношению	3	8
35	в то	4	8
36	с его	4	8
37	отношению к	3	8
38	только в	12	8
39	никогда не	4	7
40	в связи	2	7
41	высказывания в	2	7
42	в том	8	7
43	но в	7	7
44	прежде всего	4	7
45	одна из	4	7
46	и для	2	7
47	в таком	2	7
48	язык как	2	6
49	к тому	6	6
50	и как	3	6
51	в свою	2	6
52	того чтобы	4	6
53	в самом	6	6
54	же самое	2	6
55	и все	3	6
56	между тем	3	6
57	быть и	2	6
58	для того	3	6
59	хотя бы	2	6
60	мы можем	2	6
61	свою очередь	2	5
62	или иной	4	5
63	к нему	4	5
64	в форме	2	5
65	и на	5	5
66	и того	2	5
67	в его	6	5
68	все же	4	5
69	в той	2	5
70	в данном	11	5
71	это не	3	4
72	на то	2	4
73	как если	2	4
74	той или	5	4
75	по мере	2	4
76	то что	9	4
77	и тем	4	4
78	того что	4	4
79	с ними	2	4
80	сказать что	2	4
81	как раз	6	4
82	что он	3	4
83	только на	2	4
84	тем же	2	4
85	в слове	3	4
86	и ее	3	4
87	в себе	6	4
88	и т.д	6	4
89	ничего не	2	4
90	не существует	3	3
91	перед нами	5	3
92	в этих	2	3
93	столь же	5	3
94	с другой	2	3
95	и от	2	3
96	да и	2	3
97	в этой	6	3
98	в ней	4	3
99	значения и	2	3
100	его и	2	3
101	а в	13	3
102	не имеет	2	3
103	не было	3	3
104	о том	4	3
105	по себе	4	3
106	у нас	3	3
107	в качестве	14	3
108	одно и	2	3
109	до сих	2	3
110	еще не	4	3
111	он не	3	3
112	не будет	2	3
113	в своей	5	3
114	только что	2	3
115	в отличие	2	3
116	и то	3	3
117	во всяком	2	3
118	отличие от	2	3
119	сих пор	2	3
120	что в	3	2
121	в нашем	3	2
122	тому же	6	2
123	в следующей	3	2
124	до конца	2	2
125	о чем	4	2
126	они могут	2	2
127	и самого	2	2
128	всяком случае	2	2
129	глава третья	2	2
130	в зависимости	2	2
131	жизни и	6	2
132	в своем	3	2
133	в особенности	2	2
134	именно в	3	2
135	и даже	2	2
136	друг друга	2	2
137	но для	3	2
138	установкой на	2	2
139	и с	3	2
140	он и	2	2
141	к его	2	2
142	и является	2	2
143	но как	3	2
144	в начале	3	2
145	то есть	9	2
146	но они	3	2
147	однако и	4	2
148	у него	7	2
149	и чужого	2	2
150	в жизни	3	2
151	зависимости от	2	2
152	но не	4	2
153	и о	3	2
154	себя в	2	2
155	и тогда	2	2
156	сводится к	3	2
157	что не	2	2
158	в речи	4	2
159	и он	6	2
160	между ними	2	2
161	мы не	3	2
162	или в	6	2
163	на протяжении	7	2
164	это было	2	2
165	вместе с	2	2
