N	2gram	Bakhtin_Pr_5	Problema
1	и в	35	44
2	вовсе не	7	37
3	и не	27	35
4	то есть	16	34
5	может быть	14	28
6	потому что	8	25
7	по себе	4	25
8	не просто	2	23
9	то что	10	23
10	в том	5	21
11	только в	6	19
12	а не	4	18
13	в этом	14	17
14	сказать что	3	16
15	даже и	3	16
16	и даже	5	14
17	не только	10	14
18	и то	5	14
19	не в	10	13
20	то же	15	13
21	так что	5	12
22	той или	4	12
23	но в	19	12
24	том что	3	12
25	не менее	2	10
26	но и	14	10
27	в виду	3	10
28	как и	18	10
29	так и	8	10
30	это не	3	9
31	и от	3	9
32	в нем	16	9
33	и с	12	9
34	как бы	31	9
35	так как	4	9
36	что он	24	9
37	в то	11	9
38	в его	21	9
39	что и	3	9
40	во всяком	4	9
41	и это	5	9
42	таким образом	7	9
43	что в	6	8
44	или иной	4	8
45	ни в	2	8
46	того что	3	8
47	но это	6	8
48	было бы	3	8
49	он не	13	8
50	что же	7	8
51	как раз	4	8
52	как мы	8	8
53	в себе	5	8
54	и вообще	2	8
55	с другой	4	7
56	не может	18	7
57	уже не	3	7
58	все эти	3	7
59	и что	6	7
60	мы должны	3	7
61	с ним	7	7
62	это и	3	7
63	на самом	9	7
64	никогда не	4	6
65	для этого	2	6
66	то ни	3	6
67	всяком случае	4	6
68	в целом	3	6
69	но только	3	6
70	и к	12	6
71	о том	2	6
72	все же	8	6
73	мы можем	2	6
74	сам по	2	6
75	в виде	7	6
76	в конце	5	5
77	да и	5	5
78	что они	6	5
79	с тем	3	5
80	и сам	7	5
81	хотя и	2	5
82	в ней	2	5
83	другой стороны	3	5
84	все это	14	5
85	в своем	2	5
86	а в	7	5
87	точки зрения	7	5
88	еще не	7	5
89	за пределы	3	5
90	в своей	4	5
91	как в	5	5
92	так же	7	5
93	только на	4	5
94	и его	14	5
95	этого слова	5	5
96	он сам	6	4
97	тому что	2	4
98	при этом	2	4
99	время как	2	4
100	и без	4	4
101	есть только	2	4
102	же и	4	4
103	но как	4	4
104	что даже	2	4
105	раз и	3	4
106	бы то	3	4
107	мы уже	8	4
108	в ее	3	4
109	совсем другое	2	4
110	только с	3	4
111	на этот	2	4
112	в чем	4	4
113	или в	2	4
114	можно было	2	4
115	тем что	4	4
116	уже в	3	3
117	что это	4	3
118	это уже	2	3
119	что у	6	3
120	именно потому	2	3
121	прежде всего	12	3
122	к тому	6	3
123	без всякого	2	3
124	ни было	3	3
125	и как	2	3
126	но все	4	3
127	с самим	15	3
128	для него	14	3
129	в самом	6	3
130	уже как	2	3
131	но эта	2	3
132	с этой	2	3
133	в которых	2	3
134	ни на	2	3
135	его в	4	3
136	конце концов	3	3
137	и ни	2	3
138	или как	3	3
139	с собой	2	3
140	для его	2	3
141	что тут	2	3
142	говорить о	3	3
143	то в	2	3
144	но не	6	3
145	здесь в	2	3
146	одно и	3	3
147	но уже	2	3
148	быть и	2	3
149	из этого	2	3
150	и все	15	3
151	все равно	2	3
152	в той	4	3
153	самом деле	10	3
154	хотя бы	2	3
155	отличие от	2	3
156	с другими	2	3
157	как будто	4	3
158	будто бы	2	3
159	слова и	11	3
160	ничего не	3	3
161	этот раз	2	3
162	в этих	2	2
163	в отношении	9	2
164	что все	2	2
165	всех этих	2	2
166	на одно	2	2
167	такого же	2	2
168	совсем не	3	2
169	но что	2	2
170	со своим	2	2
171	от себя	5	2
172	в котором	3	2
173	однако в	2	2
174	с ее	3	2
175	из них	3	2
176	что оно	2	2
177	и по	2	2
178	друг друга	2	2
179	чего бы	2	2
180	с этим	3	2
181	он и	5	2
182	в начале	3	2
183	переходит в	2	2
184	с которыми	2	2
185	бы в	4	2
186	а как	2	2
187	это в	2	2
188	этого необходимо	2	2
189	и во	3	2
190	он есть	2	2
191	быть в	2	2
192	мы видели	2	2
193	от него	6	2
194	по своему	4	2
195	и своего	3	2
196	но именно	2	2
197	когда она	2	2
198	нет здесь	3	2
199	мы говорили	2	2
200	во всех	3	2
201	в слове	6	2
202	для себя	7	2
203	он только	3	2
204	себя в	2	2
205	когда он	3	2
206	вместе с	2	2
207	к самому	5	2
208	только что	3	2
209	в отличие	2	2
210	жизнь и	2	2
211	а с	3	2
212	героя в	5	2
213	и у	4	2
214	и для	8	2
215	с точки	2	2
216	да еще	2	2
217	у человека	2	2
218	пока еще	2	2
219	он в	4	2
220	эти слова	3	2
221	в другом	12	2
222	в которой	2	2
223	же не	4	2
224	это было	2	2
