N	2gram	Bakhtin_Pr_2	Literetu
1	и не	29	22
2	и в	43	16
3	при этом	6	15
4	не только	11	14
5	но и	14	14
6	в этом	13	14
7	а не	7	12
8	то что	7	12
9	может быть	23	12
10	в том	6	12
11	не в	11	10
12	я и	2	10
13	то же	8	9
14	так и	3	9
15	того что	2	9
16	в то	7	9
17	в жизни	3	8
18	том что	2	8
19	не может	18	8
20	к себе	7	8
21	как бы	22	8
22	в своей	4	7
23	же время	5	7
24	себя в	3	7
25	точки зрения	13	7
26	только в	4	7
27	с его	4	6
28	с другой	4	6
29	к тому	4	6
30	еще не	9	6
31	в его	10	6
32	и его	8	6
33	в себе	5	6
34	в другом	7	6
35	о том	5	6
36	это не	3	5
37	что он	13	5
38	тому же	3	5
39	как и	14	5
40	лишь в	8	5
41	в целом	2	5
42	как в	2	5
43	в отличие	4	5
44	а в	5	5
45	что я	6	5
46	то есть	4	5
47	в поэзии	2	5
48	отличие от	4	5
49	но не	5	4
50	никогда не	9	4
51	даже в	3	4
52	по существу	3	4
53	до конца	4	4
54	и для	3	4
55	хотя и	5	4
56	отношению к	5	4
57	из них	2	4
58	по отношению	5	4
59	входит в	2	4
60	другого в	3	4
61	должно быть	4	4
62	в одном	12	4
63	в единстве	3	3
64	прежде всего	10	3
65	более того	4	3
66	а затем	2	3
67	в романе	3	3
68	и как	2	3
69	совершенно не	4	3
70	например в	2	3
71	и к	3	3
72	в самом	7	3
73	в сторону	2	3
74	наконец в	3	3
75	в слове	5	3
76	бы и	2	3
77	в словах	4	3
78	себе самому	4	3
79	уже не	3	3
80	самом деле	5	3
81	и наконец	6	3
82	с точки	8	3
83	той же	3	3
84	самим собой	3	3
85	там где	4	3
86	отношения к	2	3
87	но в	10	3
88	между тем	3	3
89	а лишь	2	2
90	ни было	2	2
91	сознания и	3	2
92	что в	4	2
93	не менее	3	2
94	если бы	3	2
95	диалог с	2	2
96	что у	2	2
97	не как	6	2
98	в конце	2	2
99	и другого	2	2
100	я не	4	2
101	вопрос о	2	2
102	по себе	11	2
103	стороны и	3	2
104	на то	5	2
105	или иной	3	2
106	в нем	12	2
107	и ее	3	2
108	мы с	2	2
109	у нас	2	2
110	и при	2	2
111	так чтобы	4	2
112	знает что	2	2
113	художественного творчества	2	2
114	из рассказа	2	2
115	того же	3	2
116	него не	2	2
117	для него	8	2
118	человек с	2	2
119	было бы	5	2
120	и сам	7	2
121	со всеми	3	2
122	что не	2	2
123	в первой	2	2
124	во всех	4	2
125	не могу	2	2
126	той или	3	2
127	о нем	6	2
128	себя и	3	2
129	для себя	2	2
130	еще один	3	2
131	то это	2	2
132	что и	3	2
133	все же	3	2
134	отношение к	2	2
135	когда он	3	2
136	в самый	2	2
137	как мы	10	2
138	так же	2	2
139	как раз	4	2
140	им в	2	2
141	и только	3	2
142	человека в	4	2
143	другой стороны	3	2
144	и даже	3	2
145	своей жизни	2	2
146	с ними	2	2
147	в своих	2	2
148	и на	10	2
149	мы и	2	2
150	и с	5	2
151	автора и	2	2
152	тем что	3	2
153	далеко не	4	2
154	на себя	2	2
155	он и	3	2
156	не знает	3	2
157	установка на	4	2
158	его в	3	2
159	в первом	2	2
160	здесь не	6	2
161	в каждой	2	2
162	лишь на	2	2
163	ее в	2	2
