N	2gram	Bakhtin_Pr_3	slovoVRo
1	и в	53	39
2	может быть	12	37
3	и его	10	33
4	то есть	48	26
5	не только	4	24
6	и не	15	22
7	но и	7	21
8	не может	2	20
9	в нем	10	19
10	все это	8	16
11	в этом	8	16
12	так и	6	15
13	а не	11	14
14	человек и	2	14
15	как в	7	13
16	во всех	12	12
17	в истории	3	11
18	слово в	2	11
19	вовсе не	3	10
20	не в	2	9
21	и с	6	9
22	прежде всего	15	8
23	слова и	3	8
24	таким образом	6	8
25	точки зрения	4	8
26	с его	2	7
27	при этом	3	7
28	еще не	5	7
29	в его	8	7
30	как бы	14	7
31	никогда не	2	7
32	в этих	5	7
33	и потому	5	7
34	и даже	2	7
35	как мы	5	7
36	могут быть	4	7
37	с ним	2	7
38	удельный вес	2	6
39	в них	2	6
40	и к	5	6
41	как и	11	6
42	но не	5	6
43	в большинстве	4	6
44	в сущности	10	6
45	жизни и	9	6
46	все эти	9	6
47	романной прозы	2	6
48	так сказать	5	6
49	но в	5	6
50	с другой	2	5
51	это не	6	5
52	и для	4	5
53	и все	10	5
54	том что	5	5
55	только в	4	5
56	в том	14	5
57	например в	5	5
58	и их	2	5
59	один из	6	5
60	человека в	3	5
61	и наконец	2	5
62	от него	3	5
63	конечно не	4	5
64	большинстве случаев	4	5
65	мира и	2	5
66	не менее	3	4
67	и др	14	4
68	себя и	2	4
69	но здесь	2	4
70	же время	5	4
71	зависимости от	2	4
72	одна из	7	4
73	в смысле	2	4
74	связанные с	3	4
75	наконец в	2	4
76	в новое	4	4
77	в зависимости	2	4
78	по отношению	2	4
79	то же	6	4
80	и других	9	4
81	в той	2	4
82	для всех	2	4
83	в таком	2	4
84	а в	2	4
85	с другими	3	4
86	и на	18	4
87	в основе	5	4
88	даже и	2	4
89	в то	5	4
90	отношение к	6	4
91	его в	2	4
92	здесь не	4	4
93	во всем	2	4
94	так как	7	4
95	перед нами	5	3
96	что в	2	3
97	одновременно и	3	3
98	хотя бы	2	3
99	и от	3	3
100	отметить что	2	3
101	человека и	7	3
102	в собственном	2	3
103	здесь в	10	3
104	что и	3	3
105	жанры и	3	3
106	но это	3	3
107	с их	2	3
108	с различными	2	3
109	в ней	7	3
110	в некоторых	4	3
111	быть и	2	3
112	собственном смысле	2	3
113	а также	4	3
114	с точки	2	3
115	той же	5	3
116	и создает	3	3
117	сказать что	10	3
118	между тем	2	3
119	еще раз	5	3
120	говорить о	2	3
121	в особенности	2	3
122	как это	2	3
123	в чисто	2	3
124	например у	3	2
125	уже в	2	2
126	не было	4	2
127	и более	2	2
128	и другие	9	2
129	хотя и	4	2
130	этого жанра	14	2
131	жизни в	3	2
132	но он	2	2
133	конечно в	2	2
134	новое время	4	2
135	дальнейшем развитии	3	2
136	влияние на	12	2
137	в себе	5	2
138	что он	4	2
139	мировой литературе	2	2
140	в дальнейшем	7	2
141	несколько слов	3	2
142	более того	6	2
143	на протяжении	5	2
144	необходимо еще	3	2
145	более или	3	2
146	за всеми	2	2
147	со всеми	8	2
148	мы уже	5	2
149	или на	2	2
150	xvii века	3	2
151	слов о	3	2
152	значение в	4	2
153	и особенно	3	2
154	сих пор	5	2
155	на его	3	2
156	мы видели	2	2
157	то что	9	2
158	вместе с	2	2
159	подчеркнуть что	3	2
160	или менее	3	2
161	в их	2	2
162	в форме	6	2
163	кроме того	3	2
164	в связи	2	2
165	с этим	2	2
166	особенно в	4	2
167	художественной прозы	4	2
168	именно в	2	2
169	еще более	5	2
170	в себя	6	2
171	мы не	4	2
172	они не	3	2
173	и т.п	31	2
174	менее всего	2	2
175	одним из	3	2
176	мы наблюдаем	3	2
177	конечно и	4	2
178	также и	4	2
179	в более	4	2
180	он не	3	2
181	далеко не	2	2
182	не знает	4	2
183	о том	2	2
184	как он	2	2
185	здесь как	3	2
186	в области	3	2
187	это очень	4	2
188	до сих	5	2
