N	2gram	Bakhtin_Fr_2	Myslijsy
1	то есть	32	34
2	в том	3	32
3	и в	49	30
4	может быть	5	28
5	то же	7	23
6	не только	17	21
7	только в	13	21
8	но и	13	19
9	том что	4	18
10	то что	6	18
11	что в	2	17
12	в себе	4	16
13	и не	15	15
14	таким образом	7	14
15	так как	6	13
16	вместе с	2	12
17	а в	4	12
18	так и	6	11
19	как и	11	10
20	в этом	15	10
21	в то	6	10
22	из этих	5	9
23	для него	9	9
24	было бы	3	9
25	в нем	9	9
26	в самом	3	8
27	в ней	2	8
28	и без	2	7
29	с другой	4	7
30	что слово	2	7
31	вовсе не	10	7
32	как мы	7	7
33	но не	5	7
34	с одной	3	7
35	тем что	4	7
36	что только	2	6
37	что он	3	6
38	но это	2	6
39	из них	3	6
40	не может	7	6
41	там же	2	6
42	с ним	4	6
43	же с	2	6
44	уже в	5	5
45	в них	13	5
46	думать что	2	5
47	человека и	3	5
48	есть для	2	5
49	же время	6	5
50	в своем	5	5
51	еще не	2	5
52	как на	4	5
53	тому как	2	5
54	сказать что	6	5
55	к ней	2	5
56	перестает быть	2	4
57	мы видели	3	4
58	для понимания	2	4
59	в смысле	2	4
60	все это	9	4
61	все что	2	4
62	в его	18	4
63	относится к	5	4
64	один из	7	4
65	другой стороны	3	4
66	и его	17	4
67	не было	4	4
68	что для	3	4
69	по поводу	2	4
70	того как	2	4
71	мы должны	2	4
72	далеко не	3	4
73	и это	3	4
74	и потому	5	4
75	место в	3	3
76	могут быть	2	3
77	прежде всего	19	3
78	и все	3	3
79	связь с	3	3
80	именно в	6	3
81	есть в	2	3
82	мы можем	2	3
83	до сих	4	3
84	можно сказать	2	3
85	одной стороны	3	3
86	при этом	5	3
87	и следовательно	2	3
88	как бы	11	3
89	никто не	2	3
90	того чтобы	2	3
91	дает нам	2	3
92	к нему	3	3
93	нельзя сказать	2	3
94	так же	2	3
95	и на	17	3
96	в начале	5	3
97	и вообще	3	3
98	в произведении	2	3
99	там где	4	3
100	сих пор	4	3
101	во время	12	2
102	но все	4	2
103	не были	2	2
104	связи с	2	2
105	его только	2	2
106	так например	2	2
107	не подлежит	2	2
108	та же	2	2
109	он как	2	2
110	в одном	3	2
111	это в	2	2
112	на все	3	2
113	в собственном	3	2
114	на то	2	2
115	не дает	3	2
116	отношение к	8	2
117	одной из	2	2
118	в ее	3	2
119	в этой	10	2
120	что они	2	2
121	у него	2	2
122	в большей	3	2
123	несмотря на	3	2
124	на его	2	2
125	и о	4	2
126	мы уже	6	2
127	в свое	4	2
128	за пределы	2	2
129	даже в	3	2
130	все же	7	2
131	же в	3	2
132	жизни и	7	2
133	в своей	5	2
134	образов и	3	2
135	и до	4	2
136	собственном смысле	2	2
137	в их	2	2
138	в форме	4	2
139	целый ряд	2	2
140	так в	3	2
141	этом отношении	3	2
142	это и	2	2
143	и даже	2	2
144	на мир	2	2
145	их в	3	2
146	ни в	3	2
147	точки зрения	6	2
148	подобно тому	2	2
149	еще раз	2	2
150	и после	2	2
151	о том	3	2
152	связанное с	2	2
153	в области	4	2
154	и с	6	2
