N	2gram	Tiupa_Narr_2	Myshleni
1	внутренней речи	3	67
2	в этом	13	29
3	точки зрения	5	28
4	и в	13	26
5	не только	26	24
6	для себя	3	24
7	то что	8	24
8	таким образом	5	23
9	с точки	2	21
10	представляет собой	16	19
11	того чтобы	3	19
12	в том	14	18
13	и не	14	18
14	том что	13	17
15	потому что	2	16
16	для других	3	15
17	как и	4	15
18	того что	6	14
19	так же	2	14
20	что в	4	12
21	и его	3	12
22	но и	15	11
23	только не	2	11
24	в слове	3	11
25	не может	8	11
26	что они	3	10
27	по своей	3	10
28	по своему	2	9
29	тому что	3	9
30	в самом	2	9
31	в себе	8	9
32	же как	2	8
33	то же	4	8
34	что она	2	8
35	сказать что	3	8
36	что он	5	8
37	тем самым	5	8
38	той же	2	8
39	только в	11	8
40	к тому	9	7
41	прежде всего	6	7
42	может быть	10	7
43	и к	6	7
44	мы не	2	7
45	в какой	4	6
46	и тем	5	6
47	по отношению	5	6
48	именно в	2	6
49	как на	2	6
50	как бы	6	6
51	между собой	3	6
52	в ее	4	6
53	все что	4	6
54	и что	2	6
55	было бы	2	6
56	все эти	3	6
57	все же	6	6
58	самом деле	3	6
59	а не	17	6
60	в сознании	2	6
61	что это	4	6
62	с этой	3	5
63	можно сказать	6	5
64	что с	2	5
65	одной стороны	5	5
66	если бы	4	5
67	в целом	3	5
68	во второй	2	5
69	данном случае	6	5
70	с одной	5	5
71	никак не	3	5
72	одно из	2	5
73	в начале	2	5
74	могли бы	2	5
75	бы в	2	5
76	как это	4	5
77	в силу	4	5
78	в качестве	14	5
79	у нее	4	5
80	отношению к	5	5
81	в процессе	2	5
82	только что	2	5
83	в направлении	2	5
84	и для	3	5
85	в данном	10	5
86	не менее	4	4
87	никогда не	6	4
88	в нашем	2	4
89	что у	2	4
90	с другой	5	4
91	в конце	4	4
92	на то	2	4
93	отношения между	2	4
94	имеет место	2	4
95	в котором	5	4
96	то и	3	4
97	в его	6	4
98	о том	5	4
99	но в	6	4
100	о чем	2	4
101	еще не	2	4
102	своей природе	2	4
103	как в	5	4
104	в той	5	4
105	не в	8	4
106	едва ли	3	4
107	в области	2	4
108	я не	5	3
109	это не	3	3
110	из этих	2	3
111	но также	2	3
112	тем не	5	3
113	только по	2	3
114	но это	2	3
115	для него	4	3
116	в ней	2	3
117	не является	4	3
118	как к	3	3
119	этом отношении	3	3
120	и по	3	3
121	он не	5	3
122	с ним	4	3
123	состоит в	12	3
124	к другому	2	3
125	представить себе	3	3
126	об этом	4	3
127	в то	5	3
128	но не	3	3
129	что и	2	3
130	в своей	4	3
131	так и	9	3
132	только на	2	3
133	как раз	3	3
134	на самом	2	3
135	в этой	4	3
136	в чем	2	3
137	и состоит	2	3
138	перед нами	4	2
139	внешняя сторона	3	2
140	известном смысле	3	2
141	точку зрения	3	2
142	столь же	2	2
143	точно так	2	2
144	для нас	2	2
145	в свою	2	2
146	несмотря на	2	2
147	но для	2	2
148	в конечном	3	2
149	все те	2	2
150	один из	3	2
151	в нем	5	2
152	не имеет	2	2
153	а в	9	2
154	самим собой	3	2
155	в своих	2	2
156	мере в	2	2
157	но он	2	2
158	к его	3	2
159	в известном	3	2
160	во время	2	2
161	конечном счете	3	2
162	и другого	2	2
163	в случае	2	2
164	вовсе не	2	2
165	той мере	2	2
166	и здесь	2	2
167	раз в	2	2
168	у нас	2	2
169	в памяти	2	2
170	со всеми	2	2
171	о своем	2	2
172	бы с	2	2
173	только к	3	2
174	к ней	3	2
175	в современной	2	2
176	внимание на	3	2
177	в отличие	5	2
178	и он	2	2
179	можно было	2	2
180	с другим	2	2
181	ответ на	5	2
182	отличие от	5	2
183	ничего не	6	2
