N	2gram	Medvedev_F_2	Vladivir
1	и в	38	40
2	то что	6	28
3	и не	20	25
4	не только	9	25
5	но и	13	18
6	в том	11	18
7	том что	2	18
8	что в	7	17
9	в этом	27	16
10	в его	10	14
11	не может	14	14
12	точки зрения	8	13
13	вовсе не	11	13
14	только в	6	13
15	а именно	2	12
16	сказать что	2	12
17	даже и	4	12
18	в конце	2	12
19	никогда не	2	11
20	таким образом	20	11
21	потому что	2	11
22	едва ли	2	11
23	прежде всего	15	10
24	ни в	2	10
25	то это	3	10
26	не просто	2	10
27	не есть	3	10
28	как раз	6	10
29	и его	21	10
30	что это	3	9
31	уже не	7	9
32	есть только	2	9
33	и с	9	9
34	и то	2	9
35	в своей	7	9
36	что же	5	9
37	в этой	6	8
38	для него	7	8
39	может быть	23	8
40	раз и	4	8
41	он не	6	8
42	как мы	7	8
43	а не	6	8
44	к тому	4	7
45	а только	2	7
46	и как	3	7
47	хотя и	3	7
48	а в	6	7
49	так как	4	7
50	с тем	11	7
51	того что	3	7
52	в то	5	7
53	что и	8	7
54	вместе с	6	7
55	как и	9	7
56	и здесь	3	6
57	кроме того	2	6
58	и даже	4	6
59	и на	3	6
60	и от	2	6
61	по себе	7	6
62	то в	2	6
63	не будет	2	6
64	так и	8	6
65	хотя бы	6	6
66	с точки	7	6
67	но это	2	6
68	и это	2	6
69	с другой	3	5
70	совсем не	2	5
71	должно быть	2	5
72	не было	6	5
73	все эти	6	5
74	только и	3	5
75	в ней	6	5
76	в истории	6	5
77	отнюдь не	8	5
78	что он	5	5
79	только на	3	5
80	конце концов	2	5
81	тем что	8	5
82	ничего не	4	5
83	тому что	2	4
84	в дальнейшем	4	4
85	такой же	3	4
86	до конца	2	4
87	в самом	16	4
88	в котором	2	4
89	не имеет	2	4
90	поскольку он	2	4
91	в результате	6	4
92	однако и	3	4
93	при помощи	2	4
94	как это	2	4
95	и все	3	4
96	по существу	7	4
97	но не	2	4
98	было бы	6	4
99	и о	2	4
100	даже в	2	4
101	то же	6	4
102	если мы	5	4
103	все же	8	4
104	но в	4	4
105	перед нами	2	3
106	уже в	2	3
107	же как	3	3
108	независимо от	4	3
109	в качестве	2	3
110	то ни	2	3
111	это не	2	3
112	из этих	3	3
113	а наоборот	3	3
114	мы знаем	3	3
115	но все	3	3
116	является не	2	3
117	при этом	9	3
118	как бы	4	3
119	в виду	2	3
120	всяком случае	5	3
121	и тем	2	3
122	в нем	13	3
123	к нему	3	3
124	мы видели	4	3
125	в связи	10	3
126	и только	5	3
127	именно в	5	3
128	не так	2	3
129	не столько	4	3
130	сводится к	5	3
131	том случае	2	3
132	если бы	5	3
133	по этому	2	3
134	этом смысле	2	3
135	говорит в	5	3
136	оно не	4	3
137	ее в	2	3
138	даже не	2	3
139	в отличие	2	3
140	на самом	3	3
141	находится в	2	3
142	того чтобы	3	3
143	не в	15	3
144	и для	5	3
145	в таком	2	3
146	во всяком	5	3
147	здесь не	4	3
148	в чем	2	3
149	отличие от	2	3
150	это было	3	3
151	не могут	7	2
152	должна быть	5	2
153	в сторону	4	2
154	в этих	2	2
155	в какой	3	2
156	в предисловии	2	2
157	для понимания	6	2
158	же это	2	2
159	что на	2	2
160	является для	2	2
161	он был	2	2
162	же время	5	2
163	ни стало	2	2
164	должен был	2	2
165	и наконец	4	2
166	не о	4	2
167	же и	2	2
168	в каких	2	2
169	не является	3	2
170	в целом	3	2
171	в их	6	2
172	другой стороны	4	2
173	то и	3	2
174	точке зрения	2	2
175	в теории	4	2
176	и по	2	2
177	этом отношении	7	2
178	это время	2	2
179	был и	2	2
180	к его	2	2
181	но как	2	2
182	ни на	2	2
183	его в	3	2
184	бы в	5	2
185	с его	11	2
186	и более	2	2
187	первый план	2	2
188	а о	3	2
189	здесь и	4	2
190	не как	4	2
191	с этим	5	2
192	к этому	4	2
193	этого факта	2	2
194	и к	4	2
195	на первый	2	2
196	не к	2	2
197	она не	2	2
198	из них	4	2
199	совершенно не	4	2
200	в сущности	4	2
201	по преимуществу	5	2
202	на почве	9	2
203	со стороны	2	2
204	быть и	3	2
205	из этого	2	2
206	и речи	5	2
207	тем самым	2	2
208	для того	3	2
209	роль в	3	2
210	мы не	3	2
211	от этого	3	2
212	сам по	3	2
213	является в	2	2
214	как например	2	2
215	связи с	13	2
216	без всякой	3	2
217	что эта	2	2
218	в в	2	2
219	в которой	2	2
