N	2gram	Vygotskiy__5	KulturaY
1	и т	7	54
2	т п	3	41
3	и в	30	23
4	точки зрения	7	23
5	в том	27	22
6	не только	16	17
7	было бы	5	16
8	в этом	14	16
9	с точки	2	16
10	может быть	11	14
11	самом деле	8	14
12	что в	24	13
13	в самом	14	13
14	для того	20	12
15	потому что	23	12
16	вопрос о	3	11
17	том что	21	11
18	а не	8	11
19	того что	8	11
20	в его	4	11
21	того чтобы	20	11
22	можно было	3	11
23	у нас	4	10
24	и не	6	10
25	прежде всего	4	9
26	еще не	5	9
27	хотя бы	3	9
28	таким образом	20	9
29	так как	9	9
30	если бы	11	8
31	зависимости от	7	8
32	до сих	5	8
33	сих пор	5	8
34	т д	3	8
35	как на	11	8
36	в виду	4	8
37	в нашем	2	7
38	с другой	9	7
39	или иной	2	7
40	если мы	16	7
41	в зависимости	6	7
42	и что	23	7
43	должно быть	2	7
44	в данном	3	7
45	сказать что	9	7
46	все эти	2	7
47	как это	7	7
48	того как	2	7
49	с тем	8	6
50	для этого	9	6
51	по себе	7	6
52	что и	3	6
53	что он	17	6
54	в силу	3	6
55	тот же	3	6
56	при этом	8	6
57	и тем	6	6
58	так и	3	6
59	в их	3	6
60	не может	9	6
61	то же	7	6
62	с помощью	2	6
63	могут быть	8	6
64	связи с	2	6
65	только в	5	6
66	о том	10	6
67	ничего не	2	6
68	не могут	3	5
69	и есть	5	5
70	вовсе не	3	5
71	слов и	2	5
72	как и	6	5
73	не в	8	5
74	совершенно не	6	5
75	что она	6	5
76	как бы	19	5
77	все же	7	5
78	от того	4	5
79	как мы	5	5
80	во внимание	5	5
81	а в	4	5
82	тем что	6	5
83	на которых	2	5
84	той или	2	5
85	из этих	3	5
86	тому что	8	4
87	ясно что	6	4
88	один из	5	4
89	этом случае	2	4
90	для нас	3	4
91	для нашей	2	4
92	в целом	5	4
93	того же	2	4
94	тех пор	2	4
95	одной стороны	12	4
96	в сущности	12	4
97	в своей	4	4
98	том чтобы	2	4
99	и о	3	4
100	в ее	3	4
101	пор пока	2	4
102	то что	37	4
103	до тех	2	4
104	данном случае	3	4
105	как в	3	4
106	целый ряд	3	4
107	как раз	13	4
108	в нашей	2	4
109	в своем	6	4
110	с одной	12	4
111	в той	3	4
112	заключается в	8	4
113	в таком	3	4
114	отношения между	2	4
115	учения о	3	4
116	уже в	6	3
117	бы сказать	2	3
118	что это	8	3
119	вопроса о	2	3
120	это не	3	3
121	формы и	3	3
122	на самом	2	3
123	должна быть	2	3
124	именно в	6	3
125	есть не	4	3
126	к тому	8	3
127	и к	4	3
128	что на	3	3
129	в отношении	2	3
130	ни в	3	3
131	с этой	2	3
132	по существу	2	3
133	это и	2	3
134	что именно	5	3
135	но не	7	3
136	очевидно что	2	3
137	по поводу	3	3
138	по преимуществу	2	3
139	он не	3	3
140	был бы	5	3
141	то это	4	3
142	не есть	4	3
143	и именно	4	3
144	но и	6	3
145	по отношению	2	3
146	связь между	2	3
147	другой стороны	5	3
148	а с	5	3
149	мы находим	2	3
150	и вот	2	3
151	мы не	3	3
152	естественно что	2	3
153	в ней	4	3
154	и с	2	3
155	той же	3	3
156	в которых	2	3
157	этот вопрос	4	3
158	в результате	4	3
159	сам по	3	3
160	в каком	3	3
161	в то	2	3
162	и только	3	3
163	мы должны	3	3
164	там где	4	3
165	когда мы	6	3
166	немедленно же	2	2
167	все это	2	2
168	но все	2	2
169	о чем	4	2
170	в частности	4	2
171	именно поэтому	2	2
172	на том	2	2
173	не как	3	2
174	одного и	2	2
175	в одном	2	2
176	что все	6	2
177	это в	3	2
178	как например	2	2
179	как они	2	2
180	не дает	2	2
181	можно сказать	2	2
182	материал для	2	2
183	и здесь	6	2
184	состоит в	3	2
185	и того	2	2
186	и как	7	2
187	и при	2	2
188	эти два	3	2
189	что они	5	2
190	чем в	2	2
191	просто и	2	2
192	когда в	2	2
193	в большей	2	2
194	и если	6	2
195	в качестве	2	2
196	мог бы	2	2
197	к другому	2	2
198	указывает что	5	2
199	никак не	6	2
200	что если	6	2
201	увидим что	9	2
202	самое важное	3	2
203	чем это	3	2
204	в котором	2	2
205	одним и	3	2
206	но мы	2	2
207	не с	2	2
208	речь в	2	2
209	когда он	5	2
210	вместе с	12	2
211	и дальше	2	2
212	внимание на	4	2
213	отличается от	2	2
214	так в	3	2
215	и самый	2	2
216	что есть	2	2
217	в отличие	2	2
218	только что	4	2
219	от нас	2	2
220	в двух	5	2
221	из того	3	2
222	мы найдем	4	2
223	совершенно ясно	7	2
224	именно на	5	2
225	что дело	2	2
226	на этот	3	2
227	тем же	3	2
228	принять во	2	2
229	ни одного	2	2
230	так же	13	2
231	то здесь	2	2
232	не знает	2	2
233	он в	2	2
234	только о	2	2
235	что мы	11	2
236	мы называем	2	2
237	на этом	6	2
238	если же	2	2
239	что эти	2	2
240	как он	2	2
241	в этих	3	2
242	отличие от	2	2
243	уже совершенно	3	2
244	мы имеем	8	2
245	но в	5	2
