N	2gram	Tiupa_Anal_3	Problema
1	и в	18	44
2	и не	12	35
3	не есть	4	35
4	то есть	10	34
5	может быть	9	28
6	по себе	4	25
7	то что	2	23
8	в том	9	21
9	только в	2	19
10	а не	9	18
11	в этом	14	17
12	сказать что	2	16
13	когда мы	2	15
14	и даже	8	14
15	не только	22	14
16	не в	6	13
17	то же	3	13
18	той или	3	12
19	но в	2	12
20	том что	12	12
21	не является	5	11
22	не менее	4	10
23	но и	13	10
24	отнюдь не	4	10
25	как и	14	10
26	тем не	2	10
27	так и	14	10
28	это не	2	9
29	и от	2	9
30	в нем	2	9
31	как бы	10	9
32	что он	4	9
33	в то	3	9
34	в его	7	9
35	что и	5	9
36	в данном	4	9
37	во всяком	2	9
38	таким образом	4	9
39	перед нами	4	8
40	сама по	2	8
41	что в	9	8
42	или иной	5	8
43	что мы	2	8
44	было бы	3	8
45	он не	6	8
46	как раз	7	8
47	в себе	2	8
48	здесь не	3	8
49	с другой	7	7
50	данном случае	3	7
51	не может	2	7
52	уже не	5	7
53	еще и	3	7
54	все эти	2	7
55	это и	2	7
56	указывает на	3	7
57	и потому	2	7
58	мы не	3	7
59	никогда не	5	6
60	можно сказать	4	6
61	всяком случае	2	6
62	в целом	3	6
63	такого рода	5	6
64	у пушкина	3	6
65	и к	4	6
66	о том	6	6
67	все же	4	6
68	мы можем	2	6
69	не было	3	5
70	в конце	5	5
71	крайней мере	4	5
72	да и	2	5
73	что они	3	5
74	с тем	2	5
75	и сам	4	5
76	хотя и	2	5
77	в ней	2	5
78	другой стороны	5	5
79	все это	3	5
80	в своем	4	5
81	а в	10	5
82	точки зрения	3	5
83	и здесь	2	5
84	по крайней	4	5
85	есть не	2	5
86	еще не	6	5
87	гораздо более	2	5
88	как в	3	5
89	тем самым	4	5
90	и его	13	5
91	этого слова	2	5
92	едва ли	3	5
93	при этом	11	4
94	совершенно не	2	4
95	и без	3	4
96	в искусстве	2	4
97	но как	3	4
98	могли бы	2	4
99	а также	2	4
100	в ее	3	4
101	тем что	2	4
102	дело в	2	4
103	уже в	3	3
104	прежде всего	5	3
105	в тех	2	3
106	к тому	6	3
107	и как	4	3
108	с самим	2	3
109	в этой	6	3
110	для него	6	3
111	здесь и	3	3
112	в самом	5	3
113	пушкина и	2	3
114	отношения к	2	3
115	его в	3	3
116	об этом	2	3
117	о которых	2	3
118	же в	2	3
119	говорить о	3	3
120	то в	2	3
121	но не	7	3
122	в качестве	12	3
123	его как	3	3
124	и все	2	3
125	в той	2	3
126	самом деле	2	3
127	отличие от	2	3
128	и ее	2	3
129	ничего не	3	3
130	именно в	3	2
131	в частности	12	2
132	все они	2	2
133	того же	5	2
134	не столько	3	2
135	по поводу	3	2
136	о чем	4	2
137	ни для	2	2
138	от его	2	2
139	в контексте	2	2
140	однако в	5	2
141	его внешней	2	2
142	с ее	3	2
143	в их	6	2
144	с одной	2	2
145	произведения и	2	2
146	и по	2	2
147	его не	3	2
148	в результате	5	2
149	с этим	3	2
150	он и	3	2
151	в начале	6	2
152	как это	3	2
153	мы имеем	5	2
154	например как	2	2
155	были бы	3	2
156	с нею	2	2
157	о его	2	2
158	по своему	2	2
159	с их	3	2
160	во всех	2	2
161	нам представляется	2	2
162	в слове	5	2
163	только к	2	2
164	дело не	3	2
165	чистом виде	2	2
166	себя в	4	2
167	когда он	2	2
168	вместе с	2	2
169	нам не	2	2
170	в отличие	2	2
171	жизнь и	3	2
172	который в	3	2
173	и для	2	2
174	с точки	2	2
175	в сравнении	2	2
176	сравнении с	2	2
177	пока еще	3	2
178	но с	2	2
179	могут быть	2	2
