N	2gram	Voloshinov_1	Problema
1	и в	12	44
2	и не	10	35
3	не есть	2	35
4	может быть	14	28
5	по себе	3	25
6	то что	5	23
7	в том	6	21
8	только в	6	19
9	а не	5	18
10	в этом	4	17
11	для нас	7	16
12	сказать что	7	16
13	художественного произведения	7	14
14	не только	4	14
15	и то	2	14
16	не в	4	13
17	то же	5	13
18	но в	5	12
19	том что	5	12
20	не менее	3	10
21	но и	3	10
22	в виду	5	10
23	отнюдь не	5	10
24	как и	5	10
25	тем не	3	10
26	так и	4	10
27	это не	2	9
28	в нем	6	9
29	и с	3	9
30	же самое	2	9
31	как бы	13	9
32	так как	9	9
33	в то	2	9
34	в его	2	9
35	что и	2	9
36	в данном	2	9
37	таким образом	12	9
38	что в	2	8
39	ни в	3	8
40	того что	3	8
41	что мы	5	8
42	но это	2	8
43	он не	2	8
44	художественное произведение	3	8
45	в себе	3	8
46	и вообще	3	8
47	здесь не	3	8
48	с другой	4	7
49	вещи и	2	7
50	данном случае	2	7
51	не может	16	7
52	уже не	4	7
53	все эти	3	7
54	и что	2	7
55	с ним	3	7
56	и потому	2	7
57	на самом	4	7
58	мы не	3	7
59	никогда не	5	6
60	то ни	3	6
61	можно сказать	5	6
62	жизни и	4	6
63	нет ничего	2	6
64	ясно что	3	6
65	и к	4	6
66	о том	3	6
67	все же	4	6
68	мы можем	2	6
69	в нашем	11	5
70	да и	3	5
71	в ней	6	5
72	другой стороны	2	5
73	все это	3	5
74	в своем	2	5
75	и вполне	2	5
76	точки зрения	14	5
77	и здесь	2	5
78	еще не	3	5
79	за пределы	4	5
80	в своей	3	5
81	как в	5	5
82	так же	3	5
83	только на	3	5
84	и его	13	5
85	едва ли	2	5
86	при этом	6	4
87	и притом	2	4
88	и является	4	4
89	бы то	3	4
90	мы в	2	4
91	в чем	2	4
92	в каком	3	4
93	дело в	4	4
94	как только	2	3
95	уже в	2	3
96	и другие	2	3
97	формы и	3	3
98	прежде всего	8	3
99	есть уже	2	3
100	ни было	4	3
101	но все	2	3
102	для него	3	3
103	кроме того	2	3
104	в самом	4	3
105	которые мы	2	3
106	и значение	2	3
107	не так	2	3
108	с этой	2	3
109	ни на	2	3
110	его в	4	3
111	если бы	9	3
112	в условиях	2	3
113	художественном произведении	3	3
114	но не	2	3
115	одно и	2	3
116	в художественном	3	3
117	она не	2	3
118	общего с	2	3
119	его как	2	3
120	быть и	3	3
121	из этого	3	3
122	и все	2	3
123	самом деле	3	3
124	хотя бы	5	3
125	с другими	2	3
126	и ее	3	3
127	если же	2	3
128	слова и	6	3
129	ничего не	2	3
130	в этих	2	2
131	все они	2	2
132	в отношении	2	2
133	ее и	3	2
134	до сих	3	2
135	но что	2	2
136	и следовательно	5	2
137	искусства и	2	2
138	в котором	3	2
139	от того	4	2
140	с одной	2	2
141	этой точки	3	2
142	произведения и	3	2
143	и по	3	2
144	как на	2	2
145	что слово	2	2
146	нас и	2	2
147	настоящее время	2	2
148	как это	2	2
149	мы имеем	2	2
150	и более	3	2
151	бы мы	3	2
152	а к	2	2
153	литературы и	4	2
154	мы ни	5	2
155	контекст и	2	2
156	в настоящее	2	2
157	когда он	3	2
158	в процессе	6	2
159	вместе с	2	2
160	сих пор	3	2
161	эта последняя	2	2
162	и для	3	2
163	с точки	2	2
164	могут быть	2	2
165	из него	2	2
