N	2gram	Tiupa_Anal_3	Myslijsy
1	то есть	10	34
2	то что	2	29
3	может быть	9	26
4	таким образом	4	24
5	в том	9	23
6	и в	18	23
7	в этом	14	23
8	в слове	5	22
9	и не	12	18
10	что в	9	17
11	при этом	11	15
12	только в	2	15
13	как и	14	14
14	в себе	2	14
15	то же	3	14
16	том что	12	12
17	не было	3	12
18	а не	9	12
19	по себе	4	11
20	но и	13	11
21	не в	6	11
22	не может	2	11
23	и потому	2	10
24	что мы	2	10
25	по отношению	7	10
26	не только	22	10
27	тем что	2	10
28	мы можем	2	10
29	не есть	4	9
30	между тем	5	9
31	в своем	4	8
32	было бы	3	8
33	отношению к	7	8
34	мы не	3	8
35	сказать что	2	8
36	о том	6	8
37	но в	2	8
38	с тем	2	7
39	это не	2	7
40	в нем	2	7
41	что и	5	7
42	очевидно что	2	7
43	могут быть	2	7
44	как в	3	7
45	с этим	3	7
46	этого слова	2	7
47	и к	4	6
48	тех пор	2	6
49	мысль о	3	6
50	вместе с	2	6
51	что не	3	6
52	когда мы	2	6
53	так и	14	6
54	уже в	3	5
55	по крайней	4	5
56	для него	6	5
57	хотя и	2	5
58	в его	7	5
59	как бы	10	5
60	крайней мере	4	5
61	бы и	2	5
62	все это	3	5
63	не менее	4	5
64	внимание на	4	5
65	а в	10	5
66	во всяком	2	5
67	говорить о	3	5
68	так сказать	2	5
69	и все	2	4
70	что он	4	4
71	есть не	2	4
72	тем не	2	4
73	тогда как	20	4
74	можно сказать	4	4
75	по поводу	3	4
76	в одном	4	4
77	в сравнении	2	4
78	да и	2	4
79	в той	2	4
80	тем самым	4	4
81	точки зрения	3	4
82	в данном	4	4
83	в то	3	4
84	могли бы	2	4
85	его в	3	4
86	мы имеем	5	4
87	только не	3	3
88	никогда не	5	3
89	в них	2	3
90	с нею	2	3
91	не всегда	3	3
92	именно в	3	3
93	не будет	3	3
94	же время	3	3
95	еще не	6	3
96	не от	2	3
97	к тому	6	3
98	например в	2	3
99	на его	2	3
100	в самом	5	3
101	известной степени	3	3
102	всяком случае	2	3
103	в каждом	3	3
104	со стороны	9	3
105	так в	3	3
106	той же	5	3
107	все эти	2	3
108	те же	2	3
109	уже не	5	3
110	лишь в	5	3
111	самом деле	2	3
112	более чем	2	3
113	и по	2	3
114	и на	4	3
115	то в	2	3
116	в искусстве	2	3
117	с точки	2	3
118	в первом	2	3
119	там где	2	3
120	нашего времени	3	3
121	тому как	2	2
122	состоит в	4	2
123	и как	4	2
124	говоря словами	2	2
125	и без	3	2
126	столь же	4	2
127	с другой	7	2
128	не как	2	2
129	из этих	3	2
130	и здесь	2	2
131	кто говорит	2	2
132	в ее	3	2
133	об этом	2	2
134	по своему	2	2
135	в большинстве	2	2
136	имеем дело	4	2
137	в свою	5	2
138	что по	4	2
139	в сущности	5	2
140	во сне	3	2
141	значительной степени	2	2
142	нам представляется	2	2
143	в ней	2	2
144	он не	6	2
145	даже в	2	2
146	один из	2	2
147	не с	2	2
148	нам кажется	2	2
149	в мире	5	2
150	судя по	2	2
151	данном случае	3	2
152	указывает на	3	2
153	что она	2	2
154	уже по	2	2
155	и прежде	2	2
156	к первому	2	2
157	и для	2	2
158	хотя в	2	2
159	дело не	3	2
160	до известной	3	2
161	и даже	8	2
162	и его	13	2
163	в глазах	2	2
164	его части	2	2
165	подобно тому	3	2
166	я в	5	2
167	от его	2	2
168	ко второму	3	2
