N	3gram	Vygotskiy__5	Myslijsy
1	в том что	14	16
2	заключает в себе	4	5
3	и то же	3	5
4	сам по себе	3	5
5	одно и то	3	5
6	с другой стороны	5	4
7	не только в	2	4
8	вместе с тем	3	4
9	само по себе	2	3
10	и тем же	3	3
11	до сих пор	5	3
12	одним и тем	3	3
13	и т д	3	3
14	с одной стороны	12	3
15	не может быть	2	3
16	для того чтобы	19	3
17	потому что он	2	3
18	можно сказать что	2	2
19	и той же	2	2
20	к тому что	6	2
21	именно то что	4	2
22	мы должны будем	2	2
23	и в самом	2	2
24	в этом отношении	3	2
25	то что мы	2	2
26	в том чтобы	2	2
27	не только не	4	2
28	и т п	3	2
29	одной и той	2	2
30	именно в том	2	2
