N	2gram	Tiupa_Anal_2	Tvorches
1	и в	16	20
2	не только	16	13
3	никогда не	3	11
4	как бы	10	11
5	в его	2	10
6	таким образом	2	10
7	в то	2	10
8	и его	4	9
9	и не	12	9
10	прежде всего	3	8
11	в том	12	8
12	при этом	10	8
13	но и	12	8
14	может быть	6	8
15	в этом	18	8
16	же время	2	7
17	что в	2	7
18	не может	4	7
19	то же	4	7
20	у него	4	6
21	в конце	4	6
22	как и	14	6
23	в целом	8	6
24	в своей	2	6
25	так и	15	6
26	все это	4	6
27	именно в	3	6
28	а не	10	6
29	в мире	6	5
30	еще не	2	5
31	но не	4	5
32	читателя в	4	5
33	и сам	3	5
34	и даже	9	5
35	так же	2	5
36	и на	6	5
37	в этой	9	5
38	о том	7	5
39	то есть	9	5
40	в соответствии	2	4
41	том что	12	4
42	соответствии с	2	4
43	отнюдь не	8	4
44	на его	3	4
45	хотя и	4	4
46	что она	2	4
47	как в	4	4
48	тем самым	4	4
49	не в	4	4
50	а в	3	4
51	ничего не	9	4
52	если бы	3	4
53	но в	6	4
54	место в	3	3
55	казалось бы	3	3
56	превращается в	2	3
57	к этому	2	3
58	с ним	2	3
59	а затем	2	3
60	отношению к	4	3
61	так например	2	3
62	для него	4	3
63	одной из	3	3
64	своего рода	12	3
65	в самом	6	3
66	о жизни	2	3
67	он не	2	3
68	в котором	2	3
69	один из	2	3
70	то что	7	3
71	главного героя	3	3
72	вместе с	2	3
73	в их	3	3
74	по отношению	4	3
75	тогда как	19	3
76	уже не	4	3
77	в таком	2	3
78	тем что	3	3
79	в себе	7	3
80	его в	2	3
81	между тем	2	3
82	он же	2	2
83	не менее	4	2
84	с другой	6	2
85	или даже	2	2
86	по крайней	3	2
87	в одном	2	2
88	вовсе не	2	2
89	что на	3	2
90	крайней мере	3	2
91	тому же	4	2
92	так что	3	2
93	мы узнаем	2	2
94	как о	3	2
95	и если	3	2
96	в частности	16	2
97	себя в	2	2
98	в первой	3	2
99	по преимуществу	4	2
100	на него	2	2
101	приводит к	3	2
102	в отличие	2	2
103	ли не	2	2
104	но эта	2	2
105	сводится к	3	2
106	на этот	2	2
107	другой стороны	2	2
108	и он	2	2
109	не так	4	2
110	особенно в	7	2
111	роль в	2	2
112	с ними	3	2
113	не столько	3	2
114	не случайно	8	2
115	из них	3	2
116	могут быть	10	2
117	и м	2	2
118	здравого смысла	2	2
119	говорить о	6	2
120	только в	4	2
121	как правило	4	2
122	таком случае	2	2
123	сюжета и	3	2
124	едва ли	3	2
125	в устах	2	2
126	отличие от	2	2
127	же не	2	2
