N	2gram	Tiupa_Anal_3	Problema
1	то есть	10	39
2	то что	2	38
3	и не	12	37
4	и в	18	35
5	не есть	4	33
6	сказать что	2	24
7	не только	22	24
8	том что	12	19
9	о том	6	18
10	может быть	9	18
11	в этом	14	17
12	но и	13	16
13	такого рода	5	15
14	что мы	2	14
15	только в	2	14
16	не менее	4	13
17	во всяком	2	13
18	не может	2	13
19	тем не	2	12
20	в том	9	12
21	что в	9	11
22	прежде всего	5	11
23	и даже	8	11
24	не будет	3	11
25	всяком случае	2	10
26	говорить о	3	10
27	еще не	6	10
28	да и	2	10
29	а не	9	10
30	в данном	4	10
31	ничего не	3	10
32	в этой	6	9
33	едва ли	3	9
34	пока еще	3	9
35	уже не	5	8
36	было бы	3	8
37	по себе	4	8
38	как раз	7	8
39	все же	4	8
40	в конце	5	7
41	не является	5	7
42	все эти	2	7
43	в его	7	7
44	так и	14	7
45	бы и	2	7
46	тем самым	4	7
47	мы не	3	7
48	с другой	7	6
49	можно сказать	4	6
50	о чем	4	6
51	а а	5	6
52	но как	3	6
53	в то	3	6
54	когда мы	2	6
55	по крайней	4	6
56	есть не	2	6
57	крайней мере	4	6
58	и для	2	6
59	мы можем	2	6
60	но в	2	6
61	в частности	12	5
62	и без	3	5
63	или иной	5	5
64	тот или	2	5
65	в самом	5	5
66	той или	3	5
67	отнюдь не	4	5
68	данном случае	3	5
69	с этим	3	5
70	с одной	2	5
71	и на	4	5
72	и все	2	5
73	как и	14	5
74	по своему	2	5
75	указывает на	3	5
76	то же	3	5
77	одной стороны	2	5
78	что не	3	5
79	другой стороны	5	5
80	в себе	2	5
81	еще и	3	5
82	сама по	2	4
83	в своем	4	4
84	и как	4	4
85	в общем	2	4
86	и той	2	4
87	и самого	6	4
88	как бы	10	4
89	что она	2	4
90	все это	3	4
91	таким образом	4	4
92	а в	10	4
93	в результате	5	4
94	и здесь	2	4
95	тем что	2	4
96	что он	4	4
97	но не	7	4
98	тех пор	2	4
99	гораздо более	2	4
100	самом деле	2	4
101	далеко не	4	4
102	уже в	3	3
103	и от	2	3
104	из этих	3	3
105	к тому	6	3
106	с самим	2	3
107	что они	3	3
108	несмотря на	2	3
109	хотя и	2	3
110	один из	2	3
111	в целом	3	3
112	в их	6	3
113	не было	3	3
114	при этом	11	3
115	лишь в	5	3
116	и по	2	3
117	могли бы	2	3
118	его в	3	3
119	с тем	2	3
120	только не	3	3
121	в случае	5	3
122	и к	4	3
123	о которых	2	3
124	и того	3	3
125	это и	2	3
126	одна из	2	3
127	чистом виде	2	3
128	о в	2	3
129	внимание на	4	3
130	в значительной	2	3
131	или точнее	2	3
132	в слове	5	3
133	тому как	2	3
134	указание на	2	3
135	перед нами	4	2
136	в той	2	2
137	не в	6	2
138	как нам	5	2
139	и сам	4	2
140	по поводу	3	2
141	нам кажется	2	2
142	сводится к	2	2
143	даже в	2	2
144	в ней	2	2
145	мере в	2	2
146	точки зрения	3	2
147	о и	2	2
148	для всех	2	2
149	были бы	3	2
150	в них	2	2
151	с нею	2	2
152	об этом	2	2
153	представляет собой	5	2
154	в тех	2	2
155	в качестве	12	2
156	мысль о	3	2
157	о своем	2	2
158	и а	4	2
159	по преимуществу	2	2
160	он не	6	2
161	а также	2	2
162	что и	5	2
163	во всех	2	2
164	вместе с	2	2
165	и прежде	2	2
166	совершенно не	2	2
167	входит в	2	2
168	одной и	2	2
169	той же	5	2
170	роль в	3	2
171	подобно тому	3	2
172	и ее	2	2
173	от его	2	2
174	на эту	2	2
175	здесь не	3	2
