N	2gram	Tiupa_Narr_1	DiskursI
1	в качестве	14	34
2	не только	31	28
3	в том	8	23
4	а не	13	22
5	то есть	9	20
6	том что	7	19
7	тогда как	10	19
8	может быть	15	17
9	представляет собой	8	17
10	и в	11	16
11	как и	13	16
12	в этом	12	15
13	еще не	4	14
14	но и	27	14
15	при этом	19	13
16	и т.п	8	12
17	прежде всего	4	11
18	но не	4	11
19	и не	23	11
20	с другой	2	10
21	как в	4	10
22	в частности	14	9
23	состоит в	10	9
24	в нем	4	9
25	отношению к	3	9
26	по отношению	3	9
27	не может	8	9
28	а также	6	8
29	отнюдь не	2	8
30	своего рода	10	8
31	так и	5	8
32	о том	4	8
33	но в	7	8
34	художественного письма	3	7
35	в его	6	7
36	со стороны	8	7
37	то же	8	7
38	не было	3	7
39	роль в	2	7
40	в себе	6	7
41	только в	12	7
42	не в	6	7
43	в своем	3	6
44	и как	3	6
45	высказывания в	2	6
46	к тому	6	5
47	или иной	4	5
48	можно сказать	5	5
49	тому же	6	5
50	коммуникативной ситуации	2	5
51	как бы	6	5
52	в своей	5	5
53	то что	9	5
54	речевых практик	2	5
55	в отличие	2	5
56	а в	13	5
57	сводится к	3	5
58	отличие от	2	5
59	и на	5	5
60	в данном	11	5
61	[...] в	2	5
62	с его	4	4
63	что в	3	4
64	не является	3	4
65	во втором	6	4
66	что он	3	4
67	уже не	8	4
68	для него	4	4
69	в целом	3	4
70	же время	4	4
71	связи с	2	4
72	такого рода	10	4
73	и о	3	4
74	по сути	2	4
75	по своим	2	4
76	внимание на	4	4
77	в особенности	2	4
78	лишь в	3	4
79	что не	2	4
80	потому что	5	4
81	между тем	3	4
82	и т.д	6	4
83	как правило	5	4
84	перед нами	5	3
85	первобытного человека	2	3
86	для обозначения	2	3
87	однако в	3	3
88	столь же	5	3
89	это не	3	3
90	по мысли	3	3
91	но при	3	3
92	по себе	4	3
93	не сводится	2	3
94	человеческого сознания	2	3
95	самого рассказывания	2	3
96	и того	2	3
97	рассказывания в	2	3
98	различного рода	3	3
99	свою очередь	2	3
100	времени и	9	3
101	по своему	2	3
102	они и	2	3
103	в свою	2	3
104	в самом	6	3
105	имеет место	4	3
106	при всей	3	3
107	к ним	2	3
108	той или	5	3
109	еще в	3	3
110	один из	6	3
111	хотя бы	2	3
112	все же	4	3
113	в ходе	3	3
114	из них	4	3
115	ли не	2	3
116	именно в	3	3
117	того что	4	3
118	другой стороны	2	3
119	и даже	2	3
120	являет собой	4	3
121	сказать что	2	3
122	точки зрения	5	3
123	в то	4	3
124	тому как	3	3
125	также и	3	3
126	и составляет	2	3
127	в первом	4	3
128	в произведении	2	3
129	мира в	4	3
130	слова в	4	2
131	в едином	2	2
132	но они	3	2
133	наррации как	3	2
134	зависит от	2	2
135	главное действующее	2	2
136	однако и	4	2
137	по мере	2	2
138	изменение состояния	2	2
139	не менее	3	2
140	а о	2	2
141	события свидетель	2	2
142	никогда не	4	2
143	между собой	2	2
144	к себе	4	2
145	событийности бытия	2	2
146	и все	3	2
147	в одном	4	2
148	одного из	6	2
149	на ее	2	2
150	имеем дело	2	2
151	не всегда	3	2
152	в году	2	2
153	в литературе	4	2
154	ему в	2	2
155	об этом	6	2
156	к его	2	2
157	но зато	2	2
158	в соответствии	5	2
159	в пределах	2	2
160	современная нарратология	3	2
161	большей или	2	2
162	чем он	2	2
163	события в	2	2
164	в начале	3	2
165	в сущности	2	2
166	действующее лицо	2	2
167	иначе говоря	8	2
168	в принципе	4	2
169	из уст	2	2
170	хотя и	4	2
171	о нем	3	2
172	в равной	2	2
173	сами по	2	2
174	оно не	2	2
175	точка зрения	5	2
176	не могло	2	2
177	из наиболее	4	2
178	и тем	4	2
179	с ее	2	2
180	а по	2	2
181	себя в	2	2
182	и судия	4	2
183	событийный статус	5	2
184	героя и	2	2
185	дело не	2	2
186	в е	2	2
187	в тексте	13	2
188	в форме	2	2
189	свидетель и	3	2
190	данном случае	8	2
191	человеческого присутствия	2	2
192	дело с	2	2
193	жизни в	2	2
194	человека в	2	2
195	сознания в	2	2
196	лицо события	2	2
197	как мы	2	2
198	исходя из	3	2
199	и он	6	2
200	времени в	2	2
201	текста в	3	2
202	и его	10	2
203	коммуникативную ситуацию	2	2
204	нарративного высказывания	3	2
205	или в	6	2
206	в рассказе	8	2
207	во всяком	2	2
208	мы имеем	3	2
209	героя в	3	2
210	подобно тому	3	2
211	что касается	2	2
212	на себя	4	2
213	и ее	3	2
214	соответствии с	4	2
215	но как	3	2
216	на протяжении	7	2
217	же самое	2	2
218	в этой	6	2
219	так сказать	2	2
220	нарративное высказывание	2	2
221	едва ли	3	2
222	событие самого	2	2
223	о чем	4	2
224	это было	2	2
