N	2gram	Losev_Dial_2	VLabPisa
1	таким образом	4	27
2	в этом	8	26
3	и в	19	25
4	и т	17	24
5	не только	19	22
6	может быть	20	21
7	хотя бы	4	20
8	и не	30	19
9	т е	30	17
10	не может	9	17
11	т д	15	15
12	прежде всего	8	13
13	в том	14	13
14	в частности	2	12
15	все это	4	12
16	как это	7	12
17	с другой	5	11
18	в силу	5	11
19	из них	3	11
20	не могут	4	10
21	о том	5	10
22	об этом	3	9
23	что в	7	9
24	но и	12	9
25	то же	12	9
26	т п	2	9
27	все эти	2	8
28	в своем	4	8
29	другой стороны	4	8
30	могут быть	4	8
31	же в	2	7
32	как и	10	7
33	том что	10	7
34	было бы	3	7
35	во всех	2	7
36	вместе с	2	7
37	не было	3	7
38	а не	16	7
39	это не	10	6
40	в себе	15	6
41	это и	3	6
42	то что	14	6
43	более или	2	6
44	в нем	10	6
45	в зависимости	2	6
46	так и	10	6
47	или менее	2	6
48	бы и	2	6
49	и его	5	6
50	их в	2	6
51	между тем	2	6
52	в то	6	6
53	в результате	2	5
54	тому что	2	5
55	же время	5	5
56	все же	4	5
57	и при	2	5
58	зависимости от	2	5
59	очевидно что	2	5
60	связи с	4	5
61	и есть	4	5
62	в искусстве	2	5
63	как бы	14	5
64	в их	2	5
65	сказать что	10	5
66	только в	5	5
67	не в	8	5
68	к тому	2	4
69	никогда не	9	4
70	перед нами	2	4
71	в одном	4	4
72	что он	6	4
73	можно сказать	5	4
74	в ее	4	4
75	в своей	8	4
76	в самом	5	4
77	даже в	3	4
78	как раз	5	4
79	в связи	4	4
80	с ними	2	4
81	в этой	3	4
82	это только	3	4
83	в противоположность	2	3
84	и к	7	3
85	во время	2	3
86	всех этих	3	3
87	с тем	2	3
88	и как	10	3
89	и от	3	3
90	в конце	2	3
91	человека и	2	3
92	и образы	2	3
93	момент в	2	3
94	только что	5	3
95	что они	6	3
96	но как	5	3
97	это мы	2	3
98	или в	2	3
99	с этим	3	3
100	что не	6	3
101	например в	2	3
102	в виду	5	3
103	его в	3	3
104	что и	5	3
105	жизни и	6	3
106	и их	3	3
107	ее в	2	3
108	именно в	2	3
109	того что	6	3
110	и по	4	3
111	так же	2	3
112	его не	2	3
113	точки зрения	12	3
114	она не	8	3
115	явлений и	2	3
116	том как	2	3
117	не менее	3	2
118	в каждом	2	2
119	зависит от	2	2
120	только не	2	2
121	можно ли	3	2
122	связана с	2	2
123	по крайней	9	2
124	к сожалению	2	2
125	у пушкина	2	2
126	в жизни	2	2
127	не быть	2	2
128	с нею	3	2
129	вовсе не	13	2
130	по себе	18	2
131	только о	2	2
132	в целях	3	2
133	крайней мере	9	2
134	до сих	2	2
135	и потому	5	2
136	но не	6	2
137	и слова	3	2
138	как известно	2	2
139	в системе	2	2
140	по одному	4	2
141	еще не	4	2
142	и может	6	2
143	же самое	2	2
144	в общем	2	2
145	то это	2	2
146	мы имеем	3	2
147	ни с	4	2
148	понимать как	3	2
149	в науке	2	2
150	в ней	2	2
151	что она	14	2
152	и даже	14	2
153	всяком случае	2	2
154	отнюдь не	6	2
155	если в	2	2
156	он может	2	2
157	только то	4	2
158	после этого	3	2
159	не по	2	2
160	сих пор	2	2
161	от того	4	2
162	может не	4	2
163	а в	4	2
164	с одной	2	2
165	что оно	4	2
166	чтобы не	6	2
167	заключается в	4	2
168	должны быть	3	2
169	что такое	3	2
170	эти вопросы	3	2
171	между собою	3	2
172	в своих	2	2
173	также и	2	2
174	во всяком	2	2
175	также что	2	2
176	говорил что	2	2
177	он не	4	2
178	они не	3	2
179	говорить о	5	2
180	в другом	4	2
181	что мы	2	2
182	того или	2	2
183	будто бы	3	2
184	как он	4	2
185	в чем	3	2
186	в которой	2	2
187	в области	2	2
188	же как	3	2
189	тогда когда	6	2
190	нет ни	3	2
191	о чем	3	2
192	но в	2	2
193	значит что	12	2
