N	2gram	Potebnia_M_1	DiskursI
1	в себе	13	19
2	при этом	6	17
3	и в	39	16
4	может быть	27	16
5	как и	9	16
6	в этом	15	16
7	и не	18	15
8	а не	21	14
9	то есть	42	12
10	в мире	3	11
11	но и	20	11
12	тогда как	2	11
13	но в	9	11
14	том что	16	10
15	не только	21	10
16	со стороны	8	10
17	так и	13	9
18	не может	22	9
19	в том	26	8
20	как в	10	8
21	не менее	6	7
22	прежде всего	4	7
23	в нем	20	7
24	но не	8	7
25	еще не	6	6
26	все же	6	6
27	в своей	3	6
28	то же	6	6
29	тем самым	4	6
30	в своих	4	6
31	что в	22	5
32	в своем	3	5
33	с другой	7	5
34	же время	4	5
35	для него	4	5
36	то что	10	5
37	в то	4	5
38	в одном	8	4
39	одного из	2	4
40	одной стороны	3	4
41	как бы	6	4
42	отношению к	13	4
43	по отношению	13	4
44	с одной	3	4
45	потому что	52	4
46	одно из	3	4
47	точки зрения	8	4
48	в этой	3	4
49	и то	3	4
50	о том	2	4
51	и может	2	3
52	могут быть	9	3
53	в этих	7	3
54	в них	3	3
55	столь же	3	3
56	это не	7	3
57	из этих	4	3
58	и все	3	3
59	уже не	2	3
60	и того	2	3
61	и как	6	3
62	не в	15	3
63	мысль о	2	3
64	он не	3	3
65	в его	5	3
66	проявляется в	2	3
67	жизни и	2	3
68	не было	4	3
69	как на	3	3
70	и его	5	3
71	но это	5	3
72	одного и	2	3
73	как будто	2	3
74	только в	25	3
75	не следует	5	3
76	никогда не	4	2
77	бытия и	3	2
78	в целом	2	2
79	стороны и	2	2
80	что на	6	2
81	есть в	2	2
82	времени и	2	2
83	в утверждении	2	2
84	того же	3	2
85	должна быть	3	2
86	в ней	7	2
87	для себя	3	2
88	что и	6	2
89	с ее	2	2
90	с точки	3	2
91	но уже	2	2
92	слова не	2	2
93	вместе с	8	2
94	заключает в	2	2
95	что же	2	2
96	в языке	33	2
97	в полном	2	2
98	при котором	2	2
99	там же	9	2
100	не более	4	2
101	другой стороны	5	2
102	и для	5	2
103	должно быть	7	2
104	а в	5	2
105	той же	3	2
106	что как	3	2
107	тому как	4	2
108	и с	3	2
109	подобно тому	3	2
110	и это	3	2
111	дело в	2	2
112	между тем	5	2
113	но при	3	2
