N	2gram	Voloshinov_1	Myslijsy
1	потому что	4	49
2	и в	15	24
3	в душе	13	23
4	может быть	13	23
5	в сознании	3	23
6	то что	10	20
7	и не	16	19
8	а не	2	18
9	в том	4	18
10	что в	6	16
11	по себе	2	15
12	не только	5	15
13	при этом	7	13
14	было бы	6	13
15	не в	4	13
16	но не	5	12
17	не может	13	12
18	то же	7	12
19	мы можем	12	12
20	если бы	3	11
21	что мы	2	11
22	что и	2	11
23	вместе с	4	11
24	мы не	4	11
25	только в	6	11
26	таким образом	21	11
27	для него	5	10
28	в сознание	9	10
29	в себе	4	10
30	как в	3	10
31	так как	9	10
32	вовсе не	2	9
33	в нем	4	9
34	как бы	11	9
35	но и	4	9
36	а в	6	8
37	том что	5	8
38	и на	3	8
39	в этом	13	8
40	могут быть	6	8
41	не могут	3	7
42	прежде всего	11	7
43	во всяком	4	7
44	всяком случае	3	7
45	во всех	8	7
46	душевной жизни	6	7
47	как и	6	7
48	того что	2	7
49	с этим	6	7
50	в чем	4	7
51	в состоянии	2	6
52	в одном	3	6
53	не можем	3	6
54	в свою	2	6
55	по поводу	2	6
56	тем не	2	6
57	не было	4	6
58	на другие	2	6
59	между тем	2	6
60	в то	6	6
61	и только	4	6
62	не менее	3	5
63	с ним	12	5
64	тот же	5	5
65	так и	10	5
66	от того	3	5
67	а потому	2	5
68	с другими	5	5
69	все же	5	5
70	сам по	2	4
71	во время	5	4
72	в человеке	5	4
73	главным образом	4	4
74	никогда не	7	4
75	из этих	4	4
76	сознание и	4	4
77	что он	8	4
78	уже не	5	4
79	одна из	3	4
80	до сих	3	4
81	еще не	7	4
82	предмета и	2	4
83	должны быть	3	4
84	в самом	6	4
85	сих пор	3	4
86	что оно	2	4
87	и что	3	4
88	для самого	2	4
89	в таком	3	4
90	они не	2	4
91	таким путем	2	4
92	так сказать	3	4
93	но в	9	4
94	что это	3	3
95	это не	2	3
96	оно не	2	3
97	и все	4	3
98	человека и	6	3
99	на все	2	3
100	но мы	2	3
101	думать что	2	3
102	о которой	2	3
103	них не	2	3
104	и при	3	3
105	все что	9	3
106	и может	4	3
107	но это	2	3
108	которые мы	2	3
109	к другим	2	3
110	не совсем	2	3
111	в ней	5	3
112	его в	8	3
113	слова и	2	3
114	в целом	2	3
115	на него	4	3
116	со стороны	2	3
117	что она	2	3
118	находится в	3	3
119	в нас	2	3
120	те же	4	3
121	человека в	3	3
122	если мы	5	3
123	и у	6	3
124	и для	2	3
125	как на	3	3
126	той же	2	3
127	рядом с	2	3
128	с ними	4	3
129	и то	2	3
130	одно из	3	3
131	в каком	3	3
132	далеко не	4	3
133	в этих	2	3
134	представлений и	2	3
135	в эту	2	3
136	этого не	2	2
137	самого начала	5	2
138	всех этих	5	2
139	таком случае	2	2
140	и есть	2	2
141	в нашем	3	2
142	связанные с	2	2
143	и его	15	2
144	хотя бы	7	2
145	стремление к	2	2
146	в жизни	5	2
147	что все	5	2
148	между ними	2	2
149	к этому	7	2
150	для образования	3	2
151	в собственном	2	2
152	с его	8	2
153	что может	3	2
154	мы знаем	7	2
155	бы в	2	2
156	у нас	3	2
157	которой мы	3	2
158	за пределы	2	2
159	но все	2	2
160	все эти	9	2
161	совсем не	5	2
162	к больному	2	2
163	у него	3	2
164	же время	5	2
165	и тот	2	2
166	чувства к	2	2
167	содержание его	4	2
168	к ней	2	2
169	но если	2	2
170	в его	9	2
171	и потому	8	2
172	себя и	3	2
173	один из	4	2
174	на две	3	2
175	и чувств	2	2
176	но эти	2	2
177	где оно	3	2
178	все это	5	2
179	воспоминания о	2	2
180	теперь уже	2	2
181	на самом	2	2
182	в себя	5	2
183	самом деле	7	2
184	с самого	7	2
185	того чтобы	2	2
186	что такое	3	2
187	и по	5	2
188	должно быть	2	2
189	отношения к	2	2
190	это содержание	2	2
191	по отношению	11	2
192	нас в	2	2
193	их в	2	2
194	сказать что	6	2
195	тому что	3	2
196	в обществе	2	2
197	две группы	3	2
198	мы должны	7	2
199	может стать	3	2
200	на этом	5	2
201	с которыми	2	2
202	оно может	3	2
203	но вместе	2	2
