N	2gram	Voloshinov_1	Istorich
1	что он	2	24
2	не только	27	18
3	может быть	13	17
4	никогда не	7	15
5	и в	38	15
6	мы имеем	2	15
7	но и	13	14
8	так как	7	14
9	так же	4	13
10	а в	5	12
11	то что	8	12
12	об этом	3	11
13	в этих	2	11
14	и не	14	11
15	в этом	10	11
16	его в	4	10
17	то же	14	10
18	с тем	8	9
19	еще не	3	9
20	все же	7	9
21	и здесь	3	9
22	потому что	5	9
23	связи с	3	8
24	мы увидим	5	8
25	один из	4	8
26	он не	2	8
27	должны были	2	8
28	мы видим	3	8
29	мы можем	7	8
30	том что	3	7
31	и пр	4	7
32	в нем	4	7
33	вместе с	5	7
34	сих пор	2	7
35	таким образом	7	7
36	не в	6	7
37	ничего не	8	7
38	мы уже	10	6
39	что это	4	6
40	в его	6	6
41	как бы	28	6
42	что и	3	6
43	в том	2	6
44	только в	6	6
45	но в	5	6
46	с этим	2	5
47	прежде всего	21	5
48	в одном	3	5
49	этом случае	3	5
50	к тому	4	5
51	видим что	2	5
52	но все	4	5
53	как в	2	5
54	было бы	7	5
55	в котором	3	5
56	на него	4	5
57	так и	6	5
58	не может	12	5
59	в связи	2	5
60	а не	6	5
61	и наконец	5	5
62	к нему	2	5
63	можно было	4	5
64	представляет собой	2	5
65	его и	3	4
66	вопрос о	2	4
67	для нас	3	4
68	но это	2	4
69	в этой	6	4
70	при этом	9	4
71	одной из	2	4
72	в ней	8	4
73	что эти	2	4
74	другими словами	7	4
75	связь с	2	4
76	уже видели	2	4
77	не должен	2	4
78	со всех	2	4
79	и с	5	4
80	тем что	2	4
81	и на	6	4
82	в себе	9	4
83	мы должны	10	4
84	все эти	2	4
85	видели что	3	3
86	в качестве	4	3
87	не мог	3	3
88	и его	7	3
89	как это	5	3
90	должно было	3	3
91	о том	4	3
92	все это	4	3
93	того что	4	3
94	не обладает	2	3
95	увидим что	2	3
96	роль в	3	3
97	мы не	9	3
98	эти слова	8	3
99	что мы	11	3
100	и это	7	3
101	здесь мы	3	3
102	же мы	5	2
103	уже в	5	2
104	зависит от	2	2
105	не было	2	2
106	самого начала	4	2
107	он должен	3	2
108	смысле этого	2	2
109	о своей	4	2
110	перед нами	3	2
111	это не	3	2
112	и так	6	2
113	в жизни	2	2
114	на самом	3	2
115	главным образом	3	2
116	не знает	3	2
117	в тех	3	2
118	что у	3	2
119	да и	4	2
120	как и	10	2
121	мы видели	5	2
122	но не	2	2
123	ни один	2	2
124	не что	4	2
125	кроме того	2	2
126	того чтобы	7	2
127	мы в	3	2
128	на его	5	2
129	и для	3	2
130	и когда	2	2
131	подойти к	2	2
132	хотя бы	18	2
133	из них	3	2
134	во всех	6	2
135	и их	5	2
136	той же	5	2
137	в разных	3	2
138	а с	5	2
139	с самого	4	2
140	не просто	2	2
141	человека в	2	2
142	когда мы	6	2
143	самом деле	4	2
144	тем самым	7	2
145	для наших	2	2
146	к рассмотрению	2	2
147	к чему	2	2
148	его не	2	2
149	или в	2	2
150	с другими	2	2
151	и то	3	2
152	в которых	2	2
153	сказать что	3	2
154	то мы	3	2
155	что иное	2	2
156	слова в	5	2
157	нет ничего	2	2
158	здесь не	2	2
159	так сказать	4	2
160	их в	3	2
161	заметить что	2	2
162	в которой	7	2
163	иное как	2	2
164	тому же	2	2
165	в виду	3	2
