N	2gram	Bakhtin_Pr_1	Myshleni
1	в том	11	42
2	том что	9	35
3	в процессе	4	27
4	таким образом	11	25
5	точки зрения	21	24
6	в этом	25	24
7	и в	23	20
8	что в	8	19
9	заключается в	2	18
10	в основе	5	17
11	то же	10	16
12	то что	18	15
13	не только	13	15
14	как мы	5	13
15	с другой	2	12
16	при этом	3	12
17	в их	3	12
18	потому что	12	12
19	может быть	21	12
20	в целом	4	11
21	так же	6	11
22	в его	24	11
23	мы должны	2	11
24	с точки	15	11
25	этого слова	2	11
26	того что	2	10
27	в истории	2	10
28	так как	7	10
29	в отношении	2	10
30	мы видим	3	10
31	в себе	5	10
32	только в	8	10
33	и другие	2	9
34	и как	8	9
35	но и	11	9
36	другой стороны	2	9
37	между тем	5	9
38	могли бы	3	9
39	как и	8	9
40	тот же	2	9
41	что и	5	9
42	и не	34	8
43	и тем	2	8
44	в результате	4	8
45	этом смысле	9	8
46	было бы	6	8
47	вместе с	2	8
48	друг с	3	7
49	как бы	28	7
50	этом отношении	5	7
51	с другом	3	7
52	в своей	11	7
53	самом деле	5	7
54	а не	20	7
55	того чтобы	4	7
56	тем что	3	7
57	уже в	5	6
58	в самом	8	6
59	не может	11	6
60	и на	10	6
61	сказать что	5	6
62	его в	4	6
63	слово в	2	6
64	что он	10	6
65	той же	6	6
66	можно было	3	6
67	перед нами	4	5
68	никогда не	5	5
69	это не	10	5
70	говорит он	8	5
71	если бы	10	5
72	и его	13	5
73	и к	4	5
74	все же	5	5
75	о том	2	5
76	мы уже	2	5
77	так и	10	5
78	как в	6	5
79	для того	2	5
80	все эти	8	5
81	представляется нам	2	4
82	тому что	2	4
83	в своем	8	4
84	для нас	3	4
85	является не	3	4
86	из них	2	4
87	роль в	2	4
88	друг друга	3	4
89	как он	2	4
90	в сознании	2	4
91	и с	4	4
92	к этому	2	4
93	его к	4	4
94	в смысле	2	4
95	в сущности	5	4
96	во всей	2	4
97	между ними	2	4
98	не в	6	4
99	и для	3	4
100	во всяком	4	4
101	в области	3	4
102	не могут	6	3
103	в этих	2	3
104	точно так	2	3
105	что все	3	3
106	в этой	4	3
107	между отдельными	2	3
108	себе и	3	3
109	от того	2	3
110	в условиях	2	3
111	всяком случае	3	3
112	один из	2	3
113	со стороны	2	3
114	в совершенно	2	3
115	именно в	6	3
116	и других	5	3
117	на его	2	3
118	тем как	4	3
119	но в	4	3
120	в настоящем	3	3
121	и во	2	3
122	идет о	3	3
123	бы в	3	3
124	по существу	4	3
125	чем в	2	3
126	но не	8	3
127	в один	2	3
128	себя в	3	3
129	приводит к	3	3
130	на этот	2	3
131	ни в	3	3
132	в которой	4	3
133	благодаря чему	2	2
134	должна быть	2	2
135	в другой	3	2
136	по нашему	5	2
137	в каждом	8	2
138	прежде всего	7	2
139	для него	15	2
140	и у	4	2
141	одним из	8	2
142	но для	2	2
143	в нем	20	2
144	к нему	3	2
145	данном случае	2	2
146	отличается от	2	2
147	в отличие	2	2
148	нашему мнению	3	2
149	здесь мы	2	2
150	они не	3	2
151	а в	7	2
152	для других	2	2
153	в данном	2	2
154	из этих	2	2
155	и здесь	3	2
156	но как	3	2
157	же по	2	2
158	их в	2	2
159	но они	4	2
160	нисколько не	2	2
161	это в	2	2
162	у него	6	2
163	таким же	2	2
164	зависимости от	3	2
165	мы его	2	2
166	еще не	5	2
167	он говорит	2	2
168	никак не	2	2
169	даже в	2	2
170	мысли и	2	2
171	и т.п	3	2
172	входит в	2	2
173	в той	6	2
174	под этим	2	2
175	тому как	3	2
176	подобно тому	3	2
177	на котором	2	2
178	и это	5	2
179	отличие от	2	2
