N	2gram	Tiupa_Lite_3	Problema
1	и в	16	44
2	и не	22	35
3	то есть	5	34
4	может быть	12	28
5	потому что	3	25
6	по себе	2	25
7	то что	12	23
8	в том	12	21
9	только в	7	19
10	а не	12	18
11	в этом	14	17
12	и даже	2	14
13	художественного произведения	2	14
14	не только	14	14
15	не в	10	13
16	то же	9	13
17	той или	2	12
18	но в	3	12
19	том что	8	12
20	не менее	2	10
21	то это	2	10
22	но и	14	10
23	отнюдь не	3	10
24	у нас	2	10
25	как и	5	10
26	так и	9	10
27	это не	5	9
28	и тем	3	9
29	в нем	2	9
30	и с	2	9
31	же самое	2	9
32	как бы	8	9
33	что он	5	9
34	в то	9	9
35	в его	6	9
36	что и	2	9
37	в данном	4	9
38	что в	2	8
39	или иной	2	8
40	а именно	5	8
41	того что	9	8
42	было бы	2	8
43	художественное произведение	2	8
44	как раз	2	8
45	как мы	2	8
46	в себе	6	8
47	связи с	2	8
48	здесь не	2	8
49	с другой	6	7
50	данном случае	4	7
51	не может	8	7
52	уже не	3	7
53	еще и	2	7
54	и потому	2	7
55	никогда не	4	6
56	то ни	2	6
57	можно сказать	2	6
58	и если	4	6
59	в целом	5	6
60	такого рода	10	6
61	жизни и	3	6
62	и только	2	6
63	и к	3	6
64	о том	6	6
65	все же	2	6
66	в конце	2	5
67	как о	2	5
68	и сам	2	5
69	хотя и	4	5
70	другой стороны	2	5
71	а в	5	5
72	точки зрения	7	5
73	еще не	6	5
74	с ней	2	5
75	в своей	7	5
76	как в	5	5
77	так же	2	5
78	тем самым	7	5
79	и его	6	5
80	едва ли	3	5
81	при этом	15	4
82	совершенно не	3	4
83	ни с	2	4
84	могли бы	2	4
85	это будет	2	4
86	бы то	2	4
87	и вовсе	2	4
88	а также	4	4
89	в ее	5	4
90	тем что	2	4
91	что у	2	3
92	прежде всего	3	3
93	на то	2	3
94	к тому	6	3
95	ни было	2	3
96	и как	3	3
97	в этой	8	3
98	для него	2	3
99	жизни а	2	3
100	в самом	3	3
101	отношения к	3	3
102	с этой	2	3
103	его в	2	3
104	ни к	3	3
105	если бы	2	3
106	для его	3	3
107	же в	2	3
108	то в	3	3
109	но не	4	3
110	в качестве	5	3
111	однако если	3	3
112	но уже	3	3
113	во всей	2	3
114	если не	2	3
115	из того	2	3
116	самом деле	3	3
117	и тогда	2	3
118	отличие от	5	3
119	которой она	2	3
120	и ее	2	3
121	как будто	4	3
122	именно в	5	2
123	в частности	11	2
124	все они	2	2
125	того же	2	2
126	о чем	3	2
127	от себя	2	2
128	нас к	2	2
129	искусства и	3	2
130	однако в	4	2
131	с ее	3	2
132	из них	4	2
133	с одной	4	2
134	как на	3	2
135	в основе	5	2
136	он и	2	2
137	в начале	4	2
138	как это	3	2
139	произведения в	3	2
140	с которой	2	2
141	в стихотворении	6	2
142	по существу	4	2
143	и при	2	2
144	во всех	2	2
145	в слове	3	2
146	для себя	2	2
147	себя в	7	2
148	когда он	2	2
149	вместе с	5	2
150	в природе	4	2
151	в отличие	5	2
152	и для	4	2
153	с точки	3	2
154	мы и	2	2
155	еще на	2	2
156	но с	2	2
157	он в	2	2
158	эти слова	2	2
159	в другом	6	2
