N	2gram	Bakhtin_fo_2	Istorich
1	и в	46	22
2	мы имеем	2	19
3	в этом	22	17
4	и т	14	16
5	т д	3	15
6	что в	5	15
7	не только	11	14
8	мы видели	2	13
9	но и	9	12
10	и не	9	12
11	и пр	2	11
12	может быть	7	11
13	в этих	3	11
14	еще не	6	10
15	таким образом	3	10
16	но в	10	10
17	что он	3	9
18	в нем	5	9
19	что и	3	9
20	вместе с	9	9
21	в том	10	9
22	что они	4	8
23	с этим	5	8
24	том что	4	8
25	мы видим	2	8
26	как мы	6	8
27	с другой	2	7
28	к этому	3	7
29	но не	5	7
30	то что	7	7
31	из них	8	7
32	уже не	3	7
33	так как	6	7
34	там где	2	7
35	связи с	8	6
36	в них	7	6
37	это не	2	6
38	что здесь	2	6
39	мы уже	9	6
40	а в	3	6
41	то же	8	6
42	а не	4	6
43	во время	10	6
44	в частности	5	5
45	так что	4	5
46	до сих	2	5
47	есть и	4	5
48	один из	2	5
49	все же	6	5
50	этом случае	2	5
51	он не	5	5
52	здесь мы	3	5
53	того что	3	5
54	сих пор	2	5
55	могут быть	2	5
56	в некоторых	2	5
57	в этой	2	5
58	и другие	3	4
59	как это	2	4
60	у нас	2	4
61	не в	9	4
62	в дальнейшем	5	4
63	в пределах	5	4
64	только в	11	4
65	на этом	2	4
66	она не	2	4
67	что на	3	4
68	отношение к	3	4
69	находится в	2	4
70	и его	12	4
71	и на	7	4
72	в данном	2	4
73	не может	2	4
74	но он	2	4
75	тем что	3	4
76	имеем в	3	4
77	и они	3	4
78	все эти	5	4
79	и с	6	4
80	мы еще	3	3
81	на острове	4	3
82	целый ряд	3	3
83	в одной	2	3
84	и от	2	3
85	и все	6	3
86	представление о	2	3
87	прежде всего	14	3
88	очень часто	2	3
89	к тому	3	3
90	и к	2	3
91	а затем	3	3
92	как и	8	3
93	и как	3	3
94	но это	2	3
95	все что	2	3
96	у него	9	3
97	равно как	2	3
98	смерти в	11	3
99	было бы	2	3
100	в его	8	3
101	никогда не	6	3
102	быть и	2	3
103	ее в	3	3
104	на смерть	3	3
105	в связи	8	3
106	и у	5	3
107	так же	2	3
108	потому что	8	3
109	из этих	4	3
110	далеко не	2	3
111	о том	4	3
112	его в	6	3
113	здесь не	2	3
114	их в	4	3
115	одном из	2	3
116	не было	3	2
117	гл iii	2	2
118	всех этих	7	2
119	с тем	2	2
120	связанных с	3	2
121	и есть	2	2
122	и др	5	2
123	вступают в	2	2
124	друг другу	2	2
125	что было	3	2
126	и так	2	2
127	в одном	7	2
128	вовсе не	13	2
129	можно сказать	2	2
130	во всяком	2	2
131	бы она	2	2
132	же в	4	2
133	и более	2	2
134	с одной	2	2
135	как в	4	2
136	при этом	6	2
137	в качестве	3	2
138	не мог	2	2
139	и о	2	2
140	хотя и	3	2
141	и потому	2	2
142	и он	4	2
143	в этот	3	2
144	в котором	4	2
145	и это	2	2
146	после этого	2	2
147	жизни и	8	2
148	на землю	2	2
149	над ними	2	2
150	так и	7	2
151	сюда же	2	2
152	за счет	3	2
153	в своем	5	2
154	не могла	2	2
155	и было	4	2
156	в особенности	6	2
157	если не	2	2
158	здесь они	2	2
159	еще более	4	2
160	и вот	2	2
161	и даже	3	2
162	и для	9	2
163	роль в	3	2
164	в которых	3	2
165	со своими	2	2
166	точки зрения	10	2
167	в другом	3	2
168	в то	5	2
169	во все	2	2
170	ту же	2	2
171	него и	2	2
172	смерть и	8	2
173	большинстве случаев	3	2
174	а также	3	2
