N	2gram	Tiupa_Disk_2	FransuaR
1	и в	16	41
2	то есть	12	20
3	в этом	16	15
4	и все	3	14
5	как и	16	14
6	в этой	4	13
7	то же	6	13
8	все эти	3	13
9	в его	3	12
10	прежде всего	7	11
11	в том	8	11
12	в себе	19	11
13	так и	9	10
14	все это	2	10
15	в то	5	10
16	в качестве	16	9
17	и его	3	9
18	не в	3	9
19	же время	5	9
20	но и	11	9
21	и т.п	12	9
22	в своем	5	9
23	что в	5	9
24	то что	5	8
25	но в	11	8
26	в них	3	7
27	как бы	4	7
28	в нем	7	7
29	и не	15	7
30	это не	3	6
31	ни в	7	6
32	есть в	2	6
33	для него	5	6
34	только в	3	6
35	о том	4	6
36	к этому	4	5
37	не только	10	5
38	в ней	2	5
39	вместе с	2	5
40	что и	2	5
41	как в	8	5
42	а в	2	5
43	и для	2	5
44	точки зрения	4	5
45	и это	2	5
46	потому что	4	5
47	место в	2	4
48	момент в	2	4
49	том что	10	4
50	картины мира	7	4
51	может быть	16	4
52	он не	3	4
53	к жизни	3	4
54	и наконец	3	4
55	мира и	4	4
56	должно быть	2	4
57	и на	5	4
58	и с	2	4
59	одном из	3	4
60	мира в	3	4
61	того же	2	3
62	нового времени	5	3
63	в одном	4	3
64	хвала и	5	3
65	это в	2	3
66	в мире	11	3
67	но это	3	3
68	такой же	2	3
69	в своей	6	3
70	при этом	17	3
71	в формах	2	3
72	из них	3	3
73	например в	3	3
74	что он	2	3
75	с ее	2	3
76	проявляется в	3	3
77	жизни и	3	3
78	не может	9	3
79	не было	3	3
80	в той	2	3
81	тем самым	6	3
82	с точки	2	3
83	той же	2	3
84	не подлежит	2	3
85	не на	2	3
86	не знает	3	3
87	его в	3	3
88	перед нами	3	2
89	с его	6	2
90	именно в	2	2
91	никогда не	2	2
92	в этих	3	2
93	человека в	4	2
94	и ее	3	2
95	интерес к	2	2
96	отношению к	4	2
97	и как	3	2
98	в большинстве	2	2
99	в себя	2	2
100	одно и	2	2
101	рассказ о	2	2
102	отношение к	2	2
103	еще не	6	2
104	и может	3	2
105	отсюда и	2	2
106	своего рода	10	2
107	одного из	4	2
108	этой традиции	2	2
109	картина мира	4	2
110	а также	8	2
111	время в	2	2
112	по отношению	4	2
113	хвалы и	2	2
114	этом отношении	4	2
115	а не	14	2
116	свое время	2	2
117	уже не	3	2
118	роль в	4	2
119	в данном	7	2
120	и то	4	2
121	в результате	2	2
122	их в	2	2
123	может иметь	2	2
124	также и	3	2
125	далеко не	2	2
126	в свое	2	2
127	дело в	2	2
128	в области	2	2
129	мы имеем	2	2
