N	2gram	Bakhtin_Fr_7	Analitik
1	в качестве	9	31
2	может быть	4	29
3	в том	11	27
4	не может	3	22
5	и не	7	21
6	и в	41	18
7	а не	2	17
8	но и	9	17
9	не только	5	15
10	не в	9	14
11	как и	14	13
12	в его	12	13
13	в этом	15	13
14	том что	4	12
15	при этом	3	12
16	в себе	11	11
17	то есть	20	11
18	то же	13	9
19	а в	5	9
20	в то	10	9
21	в мире	3	8
22	есть не	2	8
23	не есть	2	8
24	в той	3	8
25	но в	8	8
26	к тому	2	7
27	тем самым	3	7
28	это не	6	6
29	прежде всего	11	6
30	же время	9	6
31	в сущности	4	6
32	далеко не	2	6
33	должен быть	2	6
34	то что	8	6
35	в своей	3	6
36	в себя	2	6
37	по отношению	2	6
38	точки зрения	5	6
39	только в	6	6
40	мы имеем	2	6
41	и как	2	5
42	в этой	13	5
43	что в	9	5
44	как бы	7	5
45	отношению к	2	5
46	в их	3	5
47	и т.п	9	5
48	и его	9	5
49	и на	4	5
50	о том	6	5
51	того что	2	4
52	в литературе	2	4
53	ни в	6	4
54	того же	3	4
55	в области	2	4
56	вместе с	5	4
57	так и	10	4
58	во времени	2	4
59	именно в	2	4
60	уже не	2	4
61	ни было	2	4
62	из которых	2	4
63	с точки	3	4
64	с ним	2	4
65	место в	4	3
66	том числе	4	3
67	с его	2	3
68	и есть	3	3
69	и все	14	3
70	в нем	7	3
71	и к	5	3
72	что он	3	3
73	еще не	2	3
74	никто не	10	3
75	он не	4	3
76	о нем	3	3
77	дело не	2	3
78	что и	5	3
79	таким образом	19	3
80	к нему	5	3
81	как он	2	3
82	а также	2	3
83	своего рода	2	3
84	может иметь	2	2
85	и то	2	2
86	научное познание	2	2
87	никогда не	2	2
88	все эти	13	2
89	не просто	2	2
90	вовсе не	7	2
91	том и	2	2
92	на место	4	2
93	отрыве от	2	2
94	его к	3	2
95	и потому	3	2
96	такой же	3	2
97	должно быть	4	2
98	рассказ о	2	2
99	отношение к	2	2
100	для него	6	2
101	было бы	4	2
102	несмотря на	3	2
103	свое время	2	2
104	и самого	2	2
105	в свое	2	2
106	одного из	2	2
107	в отрыве	2	2
108	он может	3	2
109	из них	3	2
110	в процессе	2	2
111	и до	6	2
112	на этом	5	2
113	той же	3	2
114	этом отношении	2	2
115	как-то раз	2	2
116	на самом	2	2
117	свидетельствует о	2	2
118	и по	3	2
119	особенно в	2	2
120	роль в	2	2
121	как мы	11	2
122	также и	2	2
123	в данном	2	2
124	в эпизоде	5	2
125	так как	3	2
126	потому что	5	2
127	в которой	2	2
128	и с	4	2
129	мира в	4	2
