N	2gram	Vygotskiy__5	Marksizm
1	точки зрения	18	34
2	может быть	9	26
3	и не	12	26
4	не может	18	24
5	с точки	9	20
6	и в	16	19
7	и его	3	19
8	таким образом	19	17
9	в этом	25	16
10	как бы	5	15
11	в процессе	13	14
12	прежде всего	3	13
13	языка и	6	13
14	как мы	10	13
15	как и	8	12
16	так и	7	11
17	если мы	7	11
18	связи с	3	11
19	в самом	4	10
20	в нем	7	10
21	самом деле	3	10
22	для него	5	9
23	в результате	4	9
24	внутренняя речь	7	9
25	внутренней речи	7	9
26	только в	10	9
27	при этом	4	8
28	но и	6	8
29	до сих	3	8
30	не только	16	8
31	все же	3	8
32	то что	26	8
33	сих пор	3	8
34	точка зрения	8	7
35	все эти	4	7
36	так же	15	7
37	но в	6	7
38	во всех	2	7
39	то же	8	7
40	а не	10	7
41	с помощью	10	6
42	в смысле	3	6
43	в том	18	6
44	является не	2	6
45	в пределах	4	6
46	другой стороны	2	6
47	и здесь	2	6
48	того же	7	6
49	в его	11	6
50	и того	3	6
51	мы не	3	6
52	ничего не	5	6
53	с другой	4	5
54	одного и	3	5
55	именно в	4	5
56	мы знаем	3	5
57	не в	6	5
58	совершается в	2	5
59	до конца	3	5
60	те же	2	5
61	и потому	2	5
62	к этому	3	5
63	вовсе не	2	5
64	за пределы	4	5
65	языковых форм	2	5
66	в отличие	2	5
67	того чтобы	17	5
68	хотя бы	5	5
69	этот вопрос	6	5
70	во всяком	2	5
71	ничего общего	3	5
72	отличие от	2	5
73	самого начала	5	4
74	что в	16	4
75	не менее	3	4
76	в отношении	9	4
77	вопрос о	12	4
78	с самого	5	4
79	в ней	2	4
80	не является	5	4
81	от того	3	4
82	форм и	2	4
83	к одному	2	4
84	а в	3	4
85	и на	6	4
86	тот же	5	4
87	сказать что	13	4
88	и между	2	4
89	с этим	3	4
90	по себе	7	4
91	еще не	4	4
92	было бы	10	4
93	и тот	3	4
94	как в	5	4
95	мысли и	5	4
96	только на	2	4
97	для того	14	4
98	переход от	7	4
99	этом отношении	5	3
100	и есть	7	3
101	в какой	6	3
102	и от	2	3
103	можно сказать	5	3
104	из основных	3	3
105	и как	3	3
106	высшей степени	2	3
107	не дает	2	3
108	не имеют	2	3
109	в котором	2	3
110	из них	2	3
111	все это	2	3
112	по отношению	12	3
113	того что	16	3
114	не имеет	4	3
115	между тем	3	3
116	в то	5	3
117	же самое	4	3
118	его в	2	3
119	в высшей	2	3
120	сознания и	2	3
121	он может	3	3
122	не могут	4	3
123	и к	2	3
124	этом случае	3	3
125	том что	15	3
126	мы должны	8	3
127	одной из	3	3
128	совершенно не	2	3
129	в корне	2	3
130	в сущности	13	3
131	общего с	2	3
132	мы говорили	2	3
133	он не	8	3
134	не есть	4	3
135	в первом	3	3
136	в своей	2	3
137	в истории	2	3
138	это и	3	3
139	имеет свою	3	3
140	должны быть	2	3
141	и следовательно	6	3
142	на этот	4	3
143	речи в	6	3
144	но все	2	3
145	речи и	6	3
146	между двумя	3	3
147	один и	3	3
148	в которой	5	3
149	в области	12	3
150	зависит от	4	2
151	сама по	4	2
152	же как	7	2
153	должна быть	5	2
154	в частности	3	2
155	никогда не	5	2
156	тому что	5	2
157	в своем	5	2
158	в тот	2	2
159	что все	6	2
160	эта проблема	2	2
161	как она	3	2
162	свою очередь	3	2
163	в свою	4	2
164	в действительности	3	2
165	одним из	2	2
166	в единстве	2	2
167	совпадает с	2	2
168	но если	6	2
169	и является	3	2
170	в виду	2	2
171	жизни и	2	2
172	в первой	2	2
173	и их	4	2
174	язык и	2	2
175	имеет место	2	2
176	и даже	2	2
177	речь и	4	2
178	должно быть	8	2
179	можно было	5	2
180	в своих	2	2
181	с этой	4	2
182	говорит он	2	2
183	из виду	2	2
184	к его	3	2
185	в неразрывной	2	2
186	действительно ли	3	2
187	этом вопросе	2	2
188	о том	8	2
189	как он	6	2
190	так как	16	2
191	бы в	4	2
192	к этой	3	2
193	мысли в	4	2
194	и с	3	2
195	в основе	8	2
196	и более	3	2
197	по мере	2	2
198	если бы	8	2
199	между собой	13	2
200	что система	2	2
201	но при	2	2
202	если он	2	2
203	быть в	2	2
204	что он	25	2
205	далеко за	4	2
206	у нас	2	2
207	то в	3	2
208	зависимости от	2	2
209	к данному	2	2
210	в качестве	4	2
211	что само	2	2
212	к тому	6	2
213	то как	3	2
214	что и	3	2
215	отношению к	12	2
216	благодаря этому	2	2
217	речи как	4	2
218	из которых	3	2
219	той же	4	2
220	языка не	2	2
221	мы можем	6	2
222	тем что	5	2
223	могут быть	4	2
224	в другом	6	2
225	ту же	2	2
226	не знает	5	2
227	и т.д	4	2
228	из этого	2	2
229	этими двумя	2	2
230	в чем	3	2
231	как с	3	2
