N	2gram	Trubetskoy_1	Myshleni
1	то что	13	26
2	что он	6	25
3	в этом	17	25
4	потому что	5	21
5	таким образом	11	19
6	в том	17	18
7	не может	22	18
8	точки зрения	11	18
9	того чтобы	8	17
10	что в	4	16
11	и в	14	16
12	того что	3	16
13	так как	4	16
14	не только	9	16
15	так же	2	15
16	том что	9	15
17	для того	6	14
18	между собой	5	13
19	вопрос о	5	12
20	по отношению	2	12
21	и не	19	12
22	и что	2	12
23	в области	2	12
24	в его	4	11
25	но не	4	10
26	было бы	5	10
27	а не	2	10
28	в силу	2	10
29	только в	5	10
30	может быть	9	9
31	с точки	9	9
32	должно быть	3	8
33	о том	7	8
34	если бы	6	8
35	как и	4	8
36	мы должны	7	8
37	он не	5	8
38	то же	11	8
39	тем самым	2	8
40	и есть	2	7
41	друг с	14	7
42	в нем	5	7
43	по себе	2	7
44	приводит к	4	7
45	с другом	14	7
46	что все	3	6
47	не в	4	6
48	в этой	4	6
49	но если	3	6
50	но и	10	6
51	что оно	3	6
52	и на	5	6
53	но в	2	6
54	у него	2	6
55	состоит в	2	6
56	к тому	7	6
57	этот вопрос	2	6
58	мы можем	2	6
59	в другом	3	6
60	должна быть	2	5
61	никогда не	5	5
62	тому что	2	5
63	в своем	6	5
64	что они	3	5
65	что с	2	5
66	для него	6	5
67	как бы	4	5
68	но мы	3	5
69	хотя бы	5	5
70	в то	10	5
71	с ним	2	5
72	тогда когда	4	5
73	он должен	5	5
74	можно было	4	5
75	тем что	3	5
76	не могут	4	4
77	зависит от	2	4
78	в меру	2	4
79	все эти	2	4
80	сама по	2	4
81	так что	2	4
82	это есть	2	4
83	при этом	5	4
84	в самом	3	4
85	друг от	2	4
86	от друга	2	4
87	тому чтобы	4	4
88	именно в	3	4
89	и по	3	4
90	в результате	2	4
91	в качестве	3	4
92	лучшем случае	3	4
93	еще не	3	4
94	не есть	3	4
95	вместе с	4	4
96	и то	4	4
97	и т.д	4	4
98	в частности	2	3
99	прежде всего	8	3
100	и как	3	3
101	но это	2	3
102	самом деле	7	3
103	и тот	2	3
104	к нему	2	3
105	каждого отдельного	2	3
106	и является	2	3
107	если в	6	3
108	и тем	2	3
109	его и	2	3
110	от того	4	3
111	в их	4	3
112	как на	8	3
113	а в	5	3
114	больше чем	2	3
115	и с	7	3
116	приходит к	3	3
117	говорить о	3	3
118	в этих	2	3
119	к этой	4	3
120	между тем	5	3
121	и более	2	3
122	с тем	6	3
123	с этим	2	3
124	таким же	3	3
125	этом случае	3	3
126	все же	4	3
127	по существу	5	3
128	то в	3	3
129	одной из	3	3
130	а потому	5	3
131	что и	3	3
132	сих пор	5	3
133	ее в	2	3
134	из которых	5	3
135	в лучшем	3	3
136	связи с	3	3
137	до сих	5	3
138	только для	2	2
139	себя и	5	2
140	друг другу	2	2
141	и от	2	2
142	совершенно очевидно	2	2
143	является не	2	2
144	ничего другого	2	2
145	в ней	2	2
146	совершенно не	2	2
147	в котором	2	2
148	приводят к	2	2
149	в своей	5	2
150	из них	3	2
151	мы говорили	3	2
152	все это	6	2
153	отношения к	2	2
154	в совершенно	4	2
155	что только	2	2
156	и даже	2	2
157	что для	3	2
158	в своих	6	2
159	их в	2	2
160	его в	4	2
161	то это	3	2
162	и к	6	2
163	чтобы понять	2	2
164	к данному	2	2
165	во всем	4	2
166	все что	4	2
167	указывает на	2	2
168	жизни и	4	2
169	в корне	4	2
170	и потому	3	2
171	только к	3	2
172	благодаря этому	2	2
173	во всех	5	2
174	сделать это	2	2
175	на основании	2	2
176	только на	2	2
177	а с	2	2
178	естественно что	2	2
179	стоит только	2	2
180	во всяком	9	2
181	понять что	2	2
182	как будто	2	2
183	из этого	3	2
