N	2gram	Losev_Vlad_2	formyVre
1	и в	30	50
2	то есть	7	33
3	в этом	20	25
4	в нем	4	24
5	и его	6	16
6	прежде всего	6	15
7	и не	18	14
8	как мы	11	14
9	вовсе не	4	13
10	в его	11	13
11	по существу	3	12
12	так и	5	12
13	может быть	7	11
14	таким образом	3	11
15	мы уже	2	11
16	то же	4	11
17	и как	3	10
18	но в	8	10
19	в конце	13	9
20	в том	18	9
21	же время	3	9
22	все эти	5	9
23	в то	9	9
24	не только	12	9
25	с его	4	9
26	ничего не	2	9
27	в самом	2	8
28	его жизни	6	8
29	но и	8	8
30	и на	4	8
31	жизни в	2	8
32	как и	5	8
33	того же	5	8
34	жизни и	6	8
35	ни в	7	8
36	не было	10	7
37	это время	4	7
38	и во	2	7
39	для себя	5	7
40	все же	9	6
41	в частности	2	6
42	это не	2	6
43	в дальнейшем	5	6
44	в их	2	6
45	не может	9	6
46	так же	4	6
47	в результате	5	6
48	так как	5	6
49	у него	19	6
50	с этим	5	6
51	и все	7	6
52	связи с	8	6
53	во всех	3	6
54	то что	20	6
55	время в	4	6
56	как в	3	6
57	что в	12	5
58	не в	9	5
59	и до	2	5
60	в связи	8	5
61	только и	3	5
62	время как	2	5
63	точки зрения	7	5
64	всех этих	3	5
65	но все	2	5
66	но не	3	5
67	наряду с	2	5
68	он не	4	5
69	в основном	5	5
70	того чтобы	2	5
71	для того	2	5
72	в своем	8	4
73	своей жизни	3	4
74	кроме того	9	4
75	до конца	7	4
76	в котором	5	4
77	все это	5	4
78	не имеет	2	4
79	потому что	9	4
80	и с	14	4
81	в ней	4	4
82	нет ничего	3	4
83	в них	3	4
84	то время	6	4
85	конечно не	4	4
86	или как	2	4
87	в той	2	4
88	том что	12	4
89	и для	3	4
90	и то	5	4
91	только в	6	4
92	и это	3	4
93	здесь не	4	4
94	в этих	4	3
95	в отношении	3	3
96	к тому	2	3
97	да и	3	3
98	с тем	2	3
99	при этом	5	3
100	себе и	2	3
101	хотя и	6	3
102	в виду	2	3
103	отношения к	3	3
104	именно в	4	3
105	друг друга	2	3
106	а в	11	3
107	их в	2	3
108	сказать что	11	3
109	в начале	4	3
110	его в	4	3
111	к этому	6	3
112	же в	2	3
113	к концу	5	3
114	со своей	2	3
115	в сущности	2	3
116	и потому	2	3
117	что и	3	3
118	вместе с	8	3
119	еще более	3	3
120	а не	7	3
121	что не	2	3
122	мы не	2	3
123	в таком	3	3
124	нас в	2	3
125	во всяком	6	3
126	в себе	6	3
127	уже в	3	2
128	совсем не	4	2
129	мы будем	3	2
130	никогда не	7	2
131	в течение	5	2
132	его и	2	2
133	само собой	3	2
134	разумеется что	2	2
135	но дело	2	2
136	для нас	7	2
137	в свою	3	2
138	для него	9	2
139	не о	2	2
140	в целом	4	2
141	отношение к	4	2
142	уже на	3	2
143	ни с	2	2
144	еще и	6	2
145	те же	3	2
146	мы находим	2	2
147	всякого рода	6	2
148	того что	5	2
149	и даже	10	2
150	и по	2	2
151	этого времени	3	2
152	также и	6	2
153	в более	2	2
154	же и	2	2
155	но он	3	2
156	мы должны	4	2
157	как он	2	2
158	сколько угодно	2	2
159	с ним	5	2
160	всей жизни	2	2
161	раз и	2	2
162	тогда когда	2	2
163	по себе	5	2
164	и к	6	2
165	об этом	6	2
166	жизни по	2	2
167	в чем	2	2
168	здесь в	2	2
169	и может	2	2
170	было бы	9	2
171	в это	4	2
172	том же	3	2
173	к ней	3	2
174	а также	10	2
175	в своей	5	2
176	как бы	5	2
177	и прежде	2	2
178	в отличие	3	2
179	разного рода	4	2
180	уже не	3	2
181	а мы	2	2
182	с точки	3	2
183	хотя бы	3	2
184	в которой	4	2
185	той же	4	2
186	собой разумеется	3	2
187	в данном	3	2
188	можно назвать	2	2
189	вера в	2	2
190	того и	2	2
191	и вообще	10	2
192	его на	3	2
193	дело в	3	2
194	к нашим	2	2
195	отличие от	3	2
196	но по	2	2
