N	2gram	Vygotskiy__3	Formalny
1	и в	25	38
2	в этом	14	27
3	может быть	13	23
4	и его	2	21
5	таким образом	17	20
6	и не	10	20
7	в самом	3	16
8	прежде всего	4	15
9	не в	6	15
10	не может	6	14
11	в нем	2	13
12	но и	4	13
13	связи с	9	13
14	с его	2	11
15	с тем	16	11
16	в том	23	11
17	в его	15	10
18	в связи	6	10
19	с помощью	42	10
20	с другими	2	10
21	как и	15	9
22	при этом	5	9
23	в процессе	27	9
24	не только	6	9
25	отнюдь не	4	8
26	что и	10	8
27	все же	6	8
28	так и	5	8
29	тем что	8	8
30	точки зрения	6	8
31	что в	17	7
32	не могут	4	7
33	по себе	7	7
34	для него	5	7
35	слова и	6	7
36	в своей	2	7
37	в корне	2	7
38	этом отношении	3	7
39	как мы	8	7
40	уже не	2	7
41	все время	2	6
42	в результате	3	6
43	то что	15	6
44	в этой	5	6
45	речевого общения	4	6
46	было бы	10	6
47	вместе с	14	6
48	то же	2	6
49	все эти	7	6
50	могут быть	5	6
51	он не	4	6
52	только в	10	6
53	а в	4	6
54	если бы	5	5
55	или иного	2	5
56	что он	6	5
57	именно в	5	5
58	в реальном	2	5
59	если мы	3	5
60	и речи	20	5
61	с этим	4	5
62	и только	2	5
63	и для	2	5
64	говорит он	4	5
65	в основе	16	5
66	в то	4	5
67	бы в	2	5
68	во всяком	4	5
69	всяком случае	4	5
70	независимо от	4	4
71	оно не	2	4
72	не столько	4	4
73	не как	3	4
74	к этому	3	4
75	к тому	4	4
76	мы видели	6	4
77	что они	10	4
78	метод в	2	4
79	того или	2	4
80	как они	2	4
81	как бы	10	4
82	и к	5	4
83	в высшей	6	4
84	из них	4	4
85	как в	9	4
86	другой стороны	3	4
87	входит в	5	4
88	что оно	4	4
89	высшей степени	6	4
90	там где	4	4
91	от нее	4	4
92	так как	12	4
93	одного из	2	3
94	всех этих	2	3
95	если в	3	3
96	же как	6	3
97	главным образом	2	3
98	место в	2	3
99	и может	2	3
100	в какой	4	3
101	с другой	6	3
102	из этих	4	3
103	а как	2	3
104	мы знаем	4	3
105	и здесь	2	3
106	и как	5	3
107	но все	2	3
108	зависимости от	6	3
109	своего развития	3	3
110	в зависимости	5	3
111	не является	8	3
112	не есть	3	3
113	в целом	13	3
114	и их	3	3
115	все это	6	3
116	задачи и	5	3
117	то и	4	3
118	того что	10	3
119	того чтобы	8	3
120	для того	7	3
121	тем же	4	3
122	мы не	9	3
123	или в	2	3
124	каждый из	2	3
125	и на	6	3
126	речи и	8	3
127	хотя и	2	3
128	понятий и	7	3
129	слова в	2	3
130	и все	4	3
131	его в	3	3
132	что это	5	3
133	в области	7	3
134	от этого	6	3
135	образом не	2	2
136	значение слова	4	2
137	между двумя	2	2
138	уже в	7	2
139	от этих	2	2
140	самого начала	6	2
141	речи но	2	2
142	все более	2	2
143	никогда не	4	2
144	по этому	3	2
145	состоит в	3	2
146	в этих	2	2
147	в качестве	12	2
148	тому что	2	2
149	для этого	2	2
150	перед нами	10	2
151	столь же	7	2
152	в основу	4	2
153	в понятии	5	2
154	с нею	2	2
155	между ними	3	2
156	первый план	2	2
157	тем и	4	2
158	в тех	2	2
159	является для	2	2
160	на котором	2	2
161	с самого	6	2
162	том что	20	2
163	но это	5	2
164	то в	3	2
165	для всего	2	2
166	как их	2	2
167	является не	2	2
168	но не	6	2
169	но как	3	2
170	и другое	5	2
171	ни на	2	2
172	мы в	2	2
173	на первый	2	2
174	к другому	2	2
175	едва ли	2	2
176	не происходит	2	2
177	к другим	2	2
178	совпадает с	6	2
179	значения и	5	2
180	постольку поскольку	2	2
181	в котором	3	2
182	сами по	3	2
183	один из	6	2
184	с теми	2	2
185	в развитии	24	2
186	этом смысле	2	2
187	не будет	2	2
188	от всех	2	2
189	ни в	9	2
190	приводит к	4	2
191	как она	3	2
192	понятия в	7	2
193	на этом	3	2
194	и других	2	2
195	находится в	2	2
196	тем самым	2	2
197	и по	5	2
198	должно быть	2	2
199	все остальные	2	2
200	это положение	2	2
201	отличие от	6	2
202	в таком	2	2
203	с ними	3	2
204	этот вопрос	3	2
205	и то	2	2
206	от одного	2	2
207	их в	3	2
208	сказать что	4	2
209	между тем	3	2
210	является в	3	2
211	и от	2	2
212	в отличие	6	2
213	и это	4	2
214	функции в	2	2
215	в чем	2	2
216	потому что	6	2
217	как это	7	2
218	с ним	4	2
219	не могли	3	2
220	в плане	2	2
