N	2gram	Tiupa_Hudo_2	Literetu
1	не только	11	24
2	при этом	11	19
3	в качестве	4	17
4	но и	9	17
5	а не	14	16
6	в том	15	16
7	в частности	7	15
8	том что	19	14
9	может быть	8	13
10	тогда как	7	13
11	и не	18	12
12	в этом	13	12
13	состоит в	7	11
14	прежде всего	3	11
15	в своем	5	11
16	своего рода	16	11
17	то что	6	10
18	не в	13	8
19	и в	28	8
20	в тексте	5	8
21	только в	4	8
22	как это	7	8
23	не менее	5	7
24	я не	7	7
25	в его	11	7
26	как бы	5	7
27	уже не	10	7
28	в себе	9	7
29	я и	6	7
30	в жизни	8	6
31	как и	11	6
32	и сам	5	6
33	себя в	8	6
34	точки зрения	2	6
35	с его	5	5
36	казалось бы	6	5
37	что он	8	5
38	наш взгляд	4	5
39	же время	4	5
40	в конечном	4	5
41	а также	2	5
42	для себя	6	5
43	как в	5	5
44	не может	4	5
45	то же	6	5
46	тем самым	2	5
47	на наш	4	5
48	в данном	2	5
49	не столько	2	5
50	в то	6	5
51	конечном счете	3	4
52	столь же	3	4
53	это не	6	4
54	о себе	3	4
55	но не	4	4
56	еще не	3	4
57	все же	2	4
58	из них	2	4
59	в художественном	4	4
60	по преимуществу	3	4
61	в своей	6	4
62	данном случае	2	4
63	со стороны	3	4
64	так и	8	4
65	никогда не	5	4
66	всего лишь	3	4
67	лишь в	2	4
68	и его	5	4
69	как раз	4	4
70	не как	2	4
71	в этой	5	4
72	с собой	2	4
73	в основе	2	3
74	не было	6	3
75	в душе	8	3
76	что в	5	3
77	с другой	3	3
78	человеческого я	4	3
79	сводится к	6	3
80	да и	5	3
81	одна из	2	3
82	в самом	5	3
83	несмотря на	3	3
84	у него	5	3
85	же и	2	3
86	один из	2	3
87	жизни и	6	3
88	приводит к	2	3
89	по отношению	7	3
90	бы не	3	3
91	а в	6	3
92	еще и	2	3
93	более чем	2	3
94	в принципе	2	3
95	той же	2	3
96	потому что	2	3
97	одно из	5	3
98	нуждается в	2	3
99	к себе	3	3
100	но в	2	3
101	его в	2	3
102	жизни не	2	2
103	на этом	2	2
104	а как	2	2
105	это уже	2	2
106	отнюдь не	2	2
107	однако в	2	2
108	все они	3	2
109	именно так	2	2
110	превращается в	4	2
111	дело не	2	2
112	та же	2	2
113	из этих	2	2
114	подобно тому	4	2
115	человека и	3	2
116	но при	3	2
117	в мире	7	2
118	к тому	7	2
119	нет я	2	2
120	тем не	4	2
121	тому же	2	2
122	в другом	2	2
123	что я	2	2
124	или иной	2	2
125	внутреннего я	2	2
126	для него	5	2
127	от своего	2	2
128	одной стороны	3	2
129	было бы	3	2
130	по поводу	3	2
131	о своем	4	2
132	следующим образом	3	2
133	говорится в	2	2
134	для нее	4	2
135	не является	2	2
136	в нем	3	2
137	отношению к	7	2
138	жизни с	2	2
139	только на	5	2
140	то и	4	2
141	и только	2	2
142	жизни на	2	2
143	с одной	3	2
144	художественного целого	5	2
145	чтобы не	3	2
146	самом деле	3	2
147	во втором	2	2
148	что не	2	2
149	хотя бы	2	2
150	с точки	2	2
151	роль в	2	2
152	можно было	3	2
153	тому как	4	2
154	и то	2	2
155	не случайно	10	2
156	между тем	8	2
157	тем что	6	2
158	самим собою	2	2
159	на себя	3	2
160	себе в	2	2
161	как будто	4	2
162	о том	12	2
163	как он	3	2
164	нет ничего	2	2
165	с собачкой	9	2
166	дамы с	2	2
167	а для	2	2
