N	2gram	Voloshinov_2	Vladivir
1	и в	19	31
2	не только	13	24
3	но и	10	19
4	то что	4	18
5	и не	19	17
6	у него	2	15
7	и даже	2	15
8	он был	2	14
9	том что	10	14
10	что в	2	14
11	в этом	15	14
12	и с	2	14
13	что он	4	12
14	в его	5	12
15	но в	7	12
16	с его	8	11
17	в том	7	11
18	о том	3	11
19	и то	3	10
20	он не	3	10
21	никогда не	7	9
22	как мы	15	9
23	а в	3	9
24	даже и	2	9
25	только в	8	9
26	в то	8	8
27	так как	3	8
28	уже в	2	7
29	для него	9	7
30	как раз	4	7
31	и его	16	7
32	сказать что	4	7
33	мы уже	6	7
34	он и	2	6
35	к этому	5	6
36	у нас	3	6
37	в качестве	3	6
38	того же	5	6
39	и потому	2	6
40	может быть	28	6
41	в котором	3	6
42	так и	10	6
43	не может	18	6
44	то же	16	6
45	это было	2	6
46	а с	2	5
47	вовсе не	11	5
48	на то	4	5
49	не в	10	5
50	но как	2	5
51	и от	3	5
52	что и	3	5
53	жизни и	2	5
54	не было	3	5
55	же время	8	4
56	в своем	2	4
57	и все	6	4
58	в нем	11	4
59	в себе	4	4
60	да и	3	4
61	как и	9	4
62	и как	6	4
63	в этой	3	4
64	и особенно	2	4
65	в нашем	2	4
66	себя в	2	4
67	в своей	3	4
68	в истории	3	4
69	мысли и	3	4
70	в особенности	2	4
71	и у	2	4
72	к нему	5	4
73	мы увидим	2	3
74	к тому	6	3
75	в виде	2	3
76	отнюдь не	8	3
77	с другой	3	3
78	в жизни	2	3
79	но не	2	3
80	что они	2	3
81	более или	2	3
82	но что	2	3
83	ничего не	4	3
84	за пределы	3	3
85	все же	5	3
86	вместе с	2	3
87	или менее	2	3
88	только на	4	3
89	в отношении	4	3
90	в связи	7	3
91	и речи	2	3
92	таким образом	14	3
93	все эти	3	3
94	здесь мы	3	3
95	свидетельствует о	2	3
96	и он	2	3
97	и на	5	3
98	то мы	2	3
99	к его	2	3
100	и здесь	5	3
101	в начале	2	3
102	то есть	2	3
103	место в	2	2
104	тем что	2	2
105	для его	3	2
106	хотя бы	6	2
107	и философии	2	2
108	на все	2	2
109	его к	2	2
110	в тех	2	2
111	одной из	3	2
112	мы знаем	2	2
113	ни в	6	2
114	тому же	2	2
115	которой мы	2	2
116	тем более	5	2
117	от него	2	2
118	учение о	3	2
119	еще не	3	2
120	при этом	9	2
121	того что	4	2
122	было бы	4	2
123	совершенно не	5	2
124	в самом	6	2
125	конечно не	4	2
126	и о	2	2
127	одним из	2	2
128	всяком случае	2	2
129	для себя	4	2
130	и до	3	2
131	только что	3	2
132	и для	7	2
133	лишь в	14	2
134	того чтобы	6	2
135	для того	6	2
136	и почти	2	2
137	как на	2	2
138	той же	3	2
139	с ними	4	2
140	во всяком	3	2
141	точки зрения	17	2
142	в каком	3	2
143	и это	3	2
144	ответ на	2	2
