N	2gram	Vinokur_St_3	FransuaR
1	и в	25	56
2	то есть	2	24
3	в его	12	18
4	таким образом	10	17
5	все эти	3	15
6	в этом	24	14
7	в том	20	13
8	так и	5	13
9	и его	3	12
10	он был	3	12
11	в то	7	12
12	в этих	11	11
13	до конца	3	11
14	как бы	6	11
15	в них	5	11
16	то же	5	11
17	же время	3	10
18	еще не	2	10
19	только в	6	9
20	в самом	2	9
21	но и	9	9
22	и не	10	9
23	том что	15	8
24	в сущности	2	8
25	не только	12	8
26	и др	4	8
27	во всех	2	8
28	сих пор	2	8
29	все это	8	8
30	до сих	2	8
31	и с	4	8
32	у него	9	7
33	как мы	2	7
34	и на	6	7
35	все они	3	6
36	прежде всего	10	6
37	вовсе не	2	6
38	мы видим	4	6
39	в этой	14	6
40	своего времени	2	6
41	той же	2	6
42	потому что	5	6
43	на его	4	6
44	точки зрения	7	6
45	связи с	3	6
46	но в	5	6
47	но не	2	5
48	с его	3	5
49	никогда не	2	5
50	в отношении	2	5
51	с ее	2	5
52	как и	4	5
53	он не	5	5
54	один из	2	5
55	своего рода	3	5
56	что в	19	5
57	не было	4	5
58	в творчестве	3	5
59	в результате	2	5
60	во время	3	5
61	такой же	2	5
62	так сказать	2	5
63	в области	6	5
64	что все	3	4
65	времени и	2	4
66	не был	2	4
67	и более	3	4
68	что это	16	4
69	в духе	2	4
70	того времени	3	4
71	и ее	2	4
72	в качестве	4	4
73	например в	4	4
74	и к	4	4
75	в ней	4	4
76	с одной	2	4
77	и других	2	4
78	в своих	8	4
79	о том	8	4
80	в особенности	4	4
81	так как	3	4
82	одна из	2	4
83	в которой	4	4
84	и которые	2	4
85	всех этих	3	3
86	как например	8	3
87	и здесь	3	3
88	так что	11	3
89	кроме того	3	3
90	может быть	19	3
91	не мог	2	3
92	в некоторых	3	3
93	одной из	2	3
94	а также	4	3
95	здесь нет	2	3
96	то что	12	3
97	связь с	4	3
98	в форме	2	3
99	в их	3	3
100	не на	2	3
101	в связи	3	3
102	что для	3	3
103	не просто	2	3
104	в году	5	3
105	мы находим	2	3
106	здесь есть	2	3
107	уже не	3	3
108	и наконец	3	3
109	не в	6	3
110	сказать что	4	3
111	между тем	6	3
112	но он	3	3
113	в другом	3	3
114	его к	2	3
115	к которому	3	3
116	если бы	4	2
117	в виде	3	2
118	на котором	2	2
119	в речи	4	2
120	с другой	5	2
121	это не	7	2
122	уже в	3	2
123	не как	2	2
124	и во	2	2
125	это в	4	2
126	к этому	3	2
127	что он	19	2
128	можно сказать	4	2
129	ни в	5	2
130	но это	4	2
131	то время	4	2
132	для него	3	2
133	одной стороны	3	2
134	было бы	7	2
135	несмотря на	3	2
136	а в	6	2
137	в центре	4	2
138	в котором	5	2
139	и такие	2	2
140	этот язык	2	2
141	точка зрения	4	2
142	в развитии	2	2
143	все же	4	2
144	действующих лиц	4	2
145	в своей	4	2
146	его как	3	2
147	вместе с	2	2
148	самом деле	2	2
149	дело не	2	2
150	которые были	2	2
151	другой стороны	5	2
152	как раз	3	2
153	было у	2	2
154	не может	7	2
155	в каком	4	2
156	а не	5	2
157	для того	2	2
158	из которых	4	2
159	языка к	2	2
160	к нему	4	2
161	и для	4	2
162	с точки	4	2
163	мы не	2	2
164	между собою	2	2
165	с этой	3	2
166	в которых	2	2
167	связан с	3	2
168	он и	2	2
169	начиная с	2	2
170	что они	2	2
171	что эти	4	2
172	с тем	4	2
173	отметить что	5	2
174	не потому	2	2
175	в эту	4	2
176	он говорит	4	2
177	во многом	2	2
