N	2gram	Losev_Dial_2	Istorich
1	и в	19	28
2	может быть	20	25
3	и т	17	25
4	т д	15	22
5	не может	9	15
6	а не	16	15
7	никогда не	9	14
8	мы должны	2	13
9	мы имеем	3	13
10	что в	7	12
11	то же	12	12
12	не только	19	12
13	мы видим	2	11
14	только в	5	11
15	что он	6	10
16	все же	4	10
17	прежде всего	8	10
18	но и	12	10
19	т е	30	10
20	и что	5	10
21	в том	14	9
22	о том	5	9
23	то что	14	9
24	и не	30	9
25	не в	8	9
26	так и	10	9
27	что это	10	8
28	таким образом	4	8
29	в этом	8	8
30	но в	2	8
31	в этих	3	7
32	это не	10	7
33	том что	10	7
34	еще не	4	7
35	было бы	3	7
36	в ней	2	7
37	в царство	2	7
38	а в	4	7
39	так же	2	7
40	что мы	2	7
41	с другой	5	6
42	не менее	3	6
43	к тому	2	6
44	тем не	2	6
45	что и	5	6
46	в этой	3	6
47	его в	3	6
48	так как	14	6
49	вместе с	2	6
50	должна быть	5	5
51	в одном	4	5
52	вопрос о	3	5
53	в силу	5	5
54	что они	6	5
55	более или	2	5
56	что здесь	2	5
57	но не	6	5
58	до сих	2	5
59	например в	2	5
60	что она	14	5
61	ее в	2	5
62	дело не	2	5
63	сих пор	2	5
64	или менее	2	5
65	другой стороны	4	5
66	в своем	4	5
67	или в	2	5
68	их в	2	5
69	сказать что	10	5
70	все это	4	4
71	с тем	2	4
72	связи с	4	4
73	об этом	3	4
74	так что	7	4
75	но все	2	4
76	но это	7	4
77	и пр	5	4
78	даже в	3	4
79	на него	2	4
80	а именно	5	4
81	в связи	4	4
82	с этим	3	4
83	с одной	2	4
84	как и	10	4
85	того что	6	4
86	должны быть	3	4
87	и даже	14	4
88	хотя бы	4	4
89	и с	5	4
90	потому что	14	4
91	могут быть	4	4
92	они не	3	4
93	как будто	7	4
94	все эти	2	4
95	не то	5	4
96	я не	6	3
97	в какой	2	3
98	во время	2	3
99	не как	2	3
100	перед нами	2	3
101	по себе	18	3
102	именно в	2	3
103	только через	2	3
104	на этом	2	3
105	при этом	4	3
106	то время	4	3
107	в целях	3	3
108	к сожалению	2	3
109	у меня	3	3
110	и их	3	3
111	или на	2	3
112	и по	4	3
113	то это	2	3
114	из них	3	3
115	того как	2	3
116	в их	2	3
117	и тогда	3	3
118	что же	2	3
119	уже не	3	3
120	и его	5	3
121	не просто	12	3
122	если мы	2	3
123	чтобы не	6	3
124	как мы	3	3
125	есть только	4	3
126	же самое	2	3
127	как это	7	3
128	время как	7	3
129	также и	2	3
130	тем что	2	3
131	в другом	4	3
132	в то	6	3
133	будто бы	3	3
134	это за	3	3
135	это конечно	4	3
136	и должно	2	3
137	же не	3	3
138	однако это	2	3
139	не могут	4	2
140	зависит от	2	2
141	самого начала	2	2
142	всех этих	3	2
143	это время	3	2
144	в мифе	16	2
145	в частности	2	2
146	нисколько не	4	2
147	и от	3	2
148	ко мне	2	2
149	и потому	5	2
150	была бы	3	2
151	вовсе не	13	2
152	ясно что	4	2
153	но мы	2	2
154	в тех	2	2
155	в ее	4	2
156	с самого	2	2
157	в зависимости	2	2
158	и как	10	2
159	зависимости от	2	2
160	об этой	2	2
161	так чтобы	2	2
162	по своей	4	2
163	само по	2	2
164	и часто	2	2
165	и мы	3	2
166	и если	4	2
167	что не	6	2
168	мы в	2	2
169	что такое	3	2
170	с ним	4	2
171	не по	2	2
172	же как	3	2
173	миф о	2	2
174	и когда	4	2
175	как бы	14	2
176	в нем	10	2
177	это было	3	2
178	не есть	47	2
179	себя в	2	2
180	во всех	2	2
181	в некоторых	2	2
182	конечно не	6	2
183	в очень	2	2
184	как в	2	2
185	как раз	5	2
186	не на	2	2
187	и только	4	2
188	он не	4	2
189	в виде	2	2
190	и вот	4	2
191	а только	3	2
192	должно быть	7	2
193	и она	2	2
194	ничего не	3	2
195	между тем	2	2
196	от этого	3	2
197	в себе	15	2
198	что если	3	2
199	как он	4	2
200	когда мы	3	2
201	в области	2	2
202	тогда когда	6	2
203	что этот	3	2
204	том как	2	2
